Feature (description),Attribute,M,T
C_D_C0948106 (Rupture of Membranes),M,0.8496,0.64
C_D_C0948106 (Rupture of Membranes),N,0.0017,0.0133
C_D_C0948106 (Rupture of Membranes),P,0.1488,0.3467
C_D_C1260880 (Rhinorrhea),M,0.9374,0.76
C_D_C1260880 (Rhinorrhea),N,0.0139,0.0267
C_D_C1260880 (Rhinorrhea),P,0.0487,0.2133
C_D_C1261031 (Platelet morphology - result),M,0.9959,0.96
C_D_C1261031 (Platelet morphology - result),N,0,0.0133
C_D_C1261031 (Platelet morphology - result),P,0.0041,0.0267
C_D_C1261327 (Family history of asthma),M,0.9929,0.9467
C_D_C1261327 (Family history of asthma),N,0.0004,0.0133
C_D_C1261327 (Family history of asthma),P,0.0067,0.04
C_D_C1277295 (Cough with fever),M,0.9979,0.9333
C_D_C1277295 (Cough with fever),N,0.0007,0.0133
C_D_C1277295 (Cough with fever),P,0.0014,0.0533
C_D_C1299487 (Patient name),M,0.917,0.96
C_D_C1299487 (Patient name),N,0,0.0133
C_D_C1299487 (Patient name),P,0.083,0.0267
C_D_C1320474 (Nuchal Rigidity),M,0.9839,0.9733
C_D_C1320474 (Nuchal Rigidity),N,0.0153,0.0133
C_D_C1320474 (Nuchal Rigidity),P,0.0009,0.0133
C_D_C1321013 (Hydration status),M,0.974,0.92
C_D_C1321013 (Hydration status),N,0.0003,0.0133
C_D_C1321013 (Hydration status),P,0.0257,0.0667
C_D_C1363945 (Therapy Object (animal model)),M,0.8781,0.6
C_D_C1363945 (Therapy Object (animal model)),N,0.0009,0.0133
C_D_C1363945 (Therapy Object (animal model)),P,0.121,0.3867
C_D_C1366940 (Tattoo),M,0.9515,0.9467
C_D_C1366940 (Tattoo),N,0,0.0133
C_D_C1366940 (Tattoo),P,0.0485,0.04
C_D_C1444775 (Sharp sensation quality),M,0.9512,0.96
C_D_C1444775 (Sharp sensation quality),N,0.0007,0.0133
C_D_C1444775 (Sharp sensation quality),P,0.0481,0.0267
C_D_C1446409 (Positive),M,0.8307,0.88
C_D_C1446409 (Positive),N,0.0598,0.0267
C_D_C1446409 (Positive),P,0.1095,0.0933
C_D_C1457887 (Symptoms),M,0.4661,0.3333
C_D_C1457887 (Symptoms),N,0.0581,0.04
C_D_C1457887 (Symptoms),P,0.4758,0.6267
C_D_C1504561 (Hypophagia),M,0.9969,0.9467
C_D_C1504561 (Hypophagia),N,0,0.0133
C_D_C1504561 (Hypophagia),P,0.0031,0.04
C_D_C1509143 (Physical assessment findings),M,0.8387,0.5067
C_D_C1509143 (Physical assessment findings),N,0.0078,0.0133
C_D_C1509143 (Physical assessment findings),P,0.1535,0.48
C_D_C1513302 (Mild Adverse Event),M,0.6919,0.6667
C_D_C1513302 (Mild Adverse Event),N,0.0018,0.0133
C_D_C1513302 (Mild Adverse Event),P,0.3063,0.32
C_D_C1514241 (Positive Finding),M,0.8616,0.9067
C_D_C1514241 (Positive Finding),N,0.0598,0.0267
C_D_C1514241 (Positive Finding),P,0.0786,0.0667
C_D_C1546419 (Ambulatory Status - Oxygen therapy),M,0.9403,0.6267
C_D_C1546419 (Ambulatory Status - Oxygen therapy),N,0,0.0133
C_D_C1546419 (Ambulatory Status - Oxygen therapy),P,0.0596,0.36
C_D_C1548428 (Referral type - Psychiatric),M,0.5229,0.72
C_D_C1548428 (Referral type - Psychiatric),N,0.0028,0.0133
C_D_C1548428 (Referral type - Psychiatric),P,0.4743,0.2667
C_D_C1550457 (Normal Observation Interpretation),M,0.1696,0.1333
C_D_C1550457 (Normal Observation Interpretation),N,0.0117,0.0533
C_D_C1550457 (Normal Observation Interpretation),P,0.8186,0.8133
C_D_C1551394 (normal Device Alert Level),M,0.1696,0.1333
C_D_C1551394 (normal Device Alert Level),N,0.0117,0.0533
C_D_C1551394 (normal Device Alert Level),P,0.8186,0.8133
C_D_C1551395 (Device Alert Level - Serious),M,0.9785,0.9467
C_D_C1551395 (Device Alert Level - Serious),N,0.0021,0.0133
C_D_C1551395 (Device Alert Level - Serious),P,0.0194,0.04
C_D_C1551396 (DeviceAlertLevel - Critical),M,0.9906,0.7867
C_D_C1551396 (DeviceAlertLevel - Critical),N,0.0003,0.0133
C_D_C1551396 (DeviceAlertLevel - Critical),P,0.0091,0.2
C_D_C1552745 (Equipment Alert Level - Serious),M,0.9785,0.9467
C_D_C1552745 (Equipment Alert Level - Serious),N,0.0021,0.0133
C_D_C1552745 (Equipment Alert Level - Serious),P,0.0194,0.04
C_D_C1554187 (Gender Status - Intact),M,0.353,0.36
C_D_C1554187 (Gender Status - Intact),N,0.0014,0.0133
C_D_C1554187 (Gender Status - Intact),P,0.6456,0.6267
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),M,0.8298,0.5333
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),N,0.0032,0.0133
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),P,0.167,0.4533
C_D_C1557397 (Adverse Event Associated with Pain),M,0.4795,0.8133
C_D_C1557397 (Adverse Event Associated with Pain),N,0.1038,0.04
C_D_C1557397 (Adverse Event Associated with Pain),P,0.4167,0.1467
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),M,0.2306,0.1467
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),N,0.0005,0.0133
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),P,0.7689,0.84
C_D_C1561534 ('Lipase  CTCAE'),M,0.9352,0.9067
C_D_C1561534 ('Lipase  CTCAE'),N,0.0006,0.0133
C_D_C1561534 ('Lipase  CTCAE'),P,0.0643,0.08
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),M,0.9825,0.8533
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),N,0,0.0133
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),P,0.0175,0.1333
C_D_C1623040 (Breastfeeding (mother)),M,0.9982,0.96
C_D_C1623040 (Breastfeeding (mother)),N,0.0001,0.0133
C_D_C1623040 (Breastfeeding (mother)),P,0.0017,0.0267
C_D_C1623041 (Breastfeeding (infant)),M,0.9982,0.96
C_D_C1623041 (Breastfeeding (infant)),N,0.0001,0.0133
C_D_C1623041 (Breastfeeding (infant)),P,0.0017,0.0267
C_D_C1642390 (Pupil equal round and reacting to light),M,0.8333,0.92
C_D_C1642390 (Pupil equal round and reacting to light),N,0.0005,0.0133
C_D_C1642390 (Pupil equal round and reacting to light),P,0.1662,0.0667
C_D_C1659989 (Respiratory problem),M,0.9987,0.9733
C_D_C1659989 (Respiratory problem),N,0.0001,0.0133
C_D_C1659989 (Respiratory problem),P,0.0012,0.0133
C_D_C1704632 (Disease Response),M,0.8897,0.5867
C_D_C1704632 (Disease Response),N,0.0019,0.0267
C_D_C1704632 (Disease Response),P,0.1084,0.3867
C_D_C1706353 (Crack),M,0.921,0.96
C_D_C1706353 (Crack),N,0.0003,0.0133
C_D_C1706353 (Crack),P,0.0787,0.0267
C_D_C1709157 (Negative Surgical Margin),M,0.1835,0.4
C_D_C1709157 (Negative Surgical Margin),N,0.0184,0.04
C_D_C1709157 (Negative Surgical Margin),P,0.798,0.56
C_D_C1761613 (Conjunctival hyperemia),M,0.9671,0.9733
C_D_C1761613 (Conjunctival hyperemia),N,0.0256,0.0133
C_D_C1761613 (Conjunctival hyperemia),P,0.0073,0.0133
C_D_C1834704 (Intact sensation),M,0.9867,0.9733
C_D_C1834704 (Intact sensation),N,0,0.0133
C_D_C1834704 (Intact sensation),P,0.0133,0.0133
C_D_C1858724 (CARONTE),M,0.9713,0.9733
C_D_C1858724 (CARONTE),N,0.002,0.0133
C_D_C1858724 (CARONTE),P,0.0267,0.0133
C_D_C1866503 (ACUTE INSULIN RESPONSE),M,0.7232,0.7867
C_D_C1866503 (ACUTE INSULIN RESPONSE),N,0.0043,0.0133
C_D_C1866503 (ACUTE INSULIN RESPONSE),P,0.2725,0.2
C_D_C1873497 (Normal assessment finding),M,0.1696,0.1333
C_D_C1873497 (Normal assessment finding),N,0.0117,0.0533
C_D_C1873497 (Normal assessment finding),P,0.8186,0.8133
C_D_C1880851 (Fracture of Medical Device Material),M,0.8723,0.9733
C_D_C1880851 (Fracture of Medical Device Material),N,0.0375,0.0133
C_D_C1880851 (Fracture of Medical Device Material),P,0.0903,0.0133
C_D_C1881674 (Medical Device Emits Smoke),M,0.6807,0.8933
C_D_C1881674 (Medical Device Emits Smoke),N,0.0303,0.0133
C_D_C1881674 (Medical Device Emits Smoke),P,0.289,0.0933
C_D_C1881706 (Medical Device Material Crack),M,0.9215,0.96
C_D_C1881706 (Medical Device Material Crack),N,0.0003,0.0133
C_D_C1881706 (Medical Device Material Crack),P,0.0782,0.0267
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),M,0.4795,0.8133
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),N,0.1038,0.04
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),P,0.4167,0.1467
C_D_C1961028 (Oriented to place),M,0.65,0.8667
C_D_C1961028 (Oriented to place),N,0.0015,0.0133
C_D_C1961028 (Oriented to place),P,0.3485,0.12
C_D_C1961131 ('Cough  CTCAE'),M,0.7565,0.36
C_D_C1961131 ('Cough  CTCAE'),N,0.1189,0.0667
C_D_C1961131 ('Cough  CTCAE'),P,0.1246,0.5733
C_D_C1962948 ('Atelectasis  CTCAE'),M,0.9914,0.92
C_D_C1962948 ('Atelectasis  CTCAE'),N,0,0.0133
C_D_C1962948 ('Atelectasis  CTCAE'),P,0.0086,0.0667
C_D_C1962958 ('Hematoma  CTCAE'),M,0.9678,0.96
C_D_C1962958 ('Hematoma  CTCAE'),N,0.0039,0.0133
C_D_C1962958 ('Hematoma  CTCAE'),P,0.0283,0.0267
C_D_C1963064 ('Anxiety  CTCAE 3.0'),M,0.9139,0.96
C_D_C1963064 ('Anxiety  CTCAE 3.0'),N,0.0095,0.0133
C_D_C1963064 ('Anxiety  CTCAE 3.0'),P,0.0766,0.0267
C_D_C1963065 ('Apnea  CTCAE'),M,0.9807,0.9467
C_D_C1963065 ('Apnea  CTCAE'),N,0.0021,0.0133
C_D_C1963065 ('Apnea  CTCAE'),P,0.0172,0.04
C_D_C1963071 ('Back Pain  CTCAE 3.0'),M,0.833,0.9067
C_D_C1963071 ('Back Pain  CTCAE 3.0'),N,0.029,0.0267
C_D_C1963071 ('Back Pain  CTCAE 3.0'),P,0.138,0.0667
C_D_C1963076 ('Platelets  CTCAE'),M,0.8045,0.4933
C_D_C1963076 ('Platelets  CTCAE'),N,0.0001,0.0133
C_D_C1963076 ('Platelets  CTCAE'),P,0.1954,0.4933
C_D_C1963090 ('Dehydration  CTCAE'),M,0.9562,0.8933
C_D_C1963090 ('Dehydration  CTCAE'),N,0.0013,0.0133
C_D_C1963090 ('Dehydration  CTCAE'),P,0.0425,0.0933
C_D_C1963091 ('Diarrhea  CTCAE'),M,0.7555,0.5733
C_D_C1963091 ('Diarrhea  CTCAE'),N,0.0751,0.16
C_D_C1963091 ('Diarrhea  CTCAE'),P,0.1694,0.2667
C_D_C1963093 ('Dizziness  CTCAE 3.0'),M,0.9176,0.9467
C_D_C1963093 ('Dizziness  CTCAE 3.0'),N,0.0117,0.0133
C_D_C1963093 ('Dizziness  CTCAE 3.0'),P,0.0708,0.04
C_D_C1963113 ('Fracture  CTCAE'),M,0.8723,0.9733
C_D_C1963113 ('Fracture  CTCAE'),N,0.0375,0.0133
C_D_C1963113 ('Fracture  CTCAE'),P,0.0903,0.0133
C_D_C1963138 ('Hypertension  CTCAE'),M,0.8012,0.8267
C_D_C1963138 ('Hypertension  CTCAE'),N,0.0053,0.0133
C_D_C1963138 ('Hypertension  CTCAE'),P,0.1935,0.16
C_D_C1963140 ('Hypoxia  CTCAE'),M,0.9896,0.8267
C_D_C1963140 ('Hypoxia  CTCAE'),N,0.0028,0.0267
C_D_C1963140 ('Hypoxia  CTCAE'),P,0.0076,0.1467
C_D_C1963177 ('Muscle Pain  CTCAE 3'),M,0.9749,0.9467
C_D_C1963177 ('Muscle Pain  CTCAE 3'),N,0.0133,0.04
C_D_C1963177 ('Muscle Pain  CTCAE 3'),P,0.0118,0.0133
C_D_C1963179 ('Nausea  CTCAE 3.0'),M,0.6674,0.8267
C_D_C1963179 ('Nausea  CTCAE 3.0'),N,0.1188,0.0933
C_D_C1963179 ('Nausea  CTCAE 3.0'),P,0.2138,0.08
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),M,0.9713,0.9733
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),N,0.0017,0.0133
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),P,0.027,0.0133
C_D_C1963215 ('Pneumothorax  CTCAE'),M,0.961,0.92
C_D_C1963215 ('Pneumothorax  CTCAE'),N,0.0083,0.04
C_D_C1963215 ('Pneumothorax  CTCAE'),P,0.0307,0.04
C_D_C1963221 ('Aspiration  CTCAE'),M,0.9914,0.8533
C_D_C1963221 ('Aspiration  CTCAE'),N,0.0004,0.0267
C_D_C1963221 ('Aspiration  CTCAE'),P,0.0082,0.12
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),M,0.9816,0.8533
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),N,0.0001,0.0133
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),P,0.0183,0.1333
C_D_C1963281 ('Vomiting  CTCAE'),M,0.7499,0.6933
C_D_C1963281 ('Vomiting  CTCAE'),N,0.1377,0.1867
C_D_C1963281 ('Vomiting  CTCAE'),P,0.1124,0.12
C_D_C1998827 (Respiratory Status),M,0.9968,0.9067
C_D_C1998827 (Respiratory Status),N,0,0.0133
C_D_C1998827 (Respiratory Status),P,0.0032,0.08
C_D_C1999266 ('Depression  CTCAE'),M,0.924,0.9333
C_D_C1999266 ('Depression  CTCAE'),N,0.008,0.0133
C_D_C1999266 ('Depression  CTCAE'),P,0.068,0.0533
C_D_C2004062 (History of previous events),M,0.6152,0.28
C_D_C2004062 (History of previous events),N,0.0288,0.0533
C_D_C2004062 (History of previous events),P,0.356,0.6667
C_D_C2010848 (jaundice),M,0.9428,0.8
C_D_C2010848 (jaundice),N,0.0512,0.1733
C_D_C2010848 (jaundice),P,0.0061,0.0267
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),M,0.9816,0.8533
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),N,0.0001,0.0133
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),P,0.0183,0.1333
C_D_C2242996 (Has tingling sensation),M,0.9569,0.9333
C_D_C2242996 (Has tingling sensation),N,0.0293,0.0533
C_D_C2242996 (Has tingling sensation),P,0.0138,0.0133
C_D_C2364135 (Discomfort),M,0.9127,0.96
C_D_C2364135 (Discomfort),N,0.0044,0.0133
C_D_C2364135 (Discomfort),P,0.0829,0.0267
C_D_C2709070 (on room air),M,0.9057,0.88
C_D_C2709070 (on room air),N,0.0005,0.0133
C_D_C2709070 (on room air),P,0.0938,0.1067
C_D_C2712334 (Actual Aspiration),M,0.9914,0.8533
C_D_C2712334 (Actual Aspiration),N,0.0004,0.0267
C_D_C2712334 (Actual Aspiration),P,0.0082,0.12
C_D_C2826292 (Related to Cancer),M,0.8914,0.7733
C_D_C2826292 (Related to Cancer),N,0.003,0.0133
C_D_C2826292 (Related to Cancer),P,0.1057,0.2133
C_D_C2826600 (Tissue Congestion),M,0.9639,0.76
C_D_C2826600 (Tissue Congestion),N,0.0019,0.0133
C_D_C2826600 (Tissue Congestion),P,0.0341,0.2267
C_D_C2827071 (Unintentional Material Aspiration),M,0.9914,0.8533
C_D_C2827071 (Unintentional Material Aspiration),N,0.0004,0.0267
C_D_C2827071 (Unintentional Material Aspiration),P,0.0082,0.12
C_D_C2926602 ('Discharge  body substance'),M,0.3957,0.4133
C_D_C2926602 ('Discharge  body substance'),N,0.1283,0.2267
C_D_C2926602 ('Discharge  body substance'),P,0.476,0.36
C_D_C2957312 (Head bobbing),M,0.9998,0.9733
C_D_C2957312 (Head bobbing),N,0.0001,0.0133
C_D_C2957312 (Head bobbing),P,0.0002,0.0133
C_D_C3160712 ('Palpitations  CTCAE'),M,0.9071,0.92
C_D_C3160712 ('Palpitations  CTCAE'),N,0.043,0.0267
C_D_C3160712 ('Palpitations  CTCAE'),P,0.0499,0.0533
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),M,0.9966,0.9467
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),N,0.0003,0.0133
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),P,0.0031,0.04
C_D_C3472705 (Mild dehydration),M,0.9951,0.96
C_D_C3472705 (Mild dehydration),N,0.0001,0.0133
C_D_C3472705 (Mild dehydration),P,0.0048,0.0267
C_D_C3532617 (History of bronchiolitis),M,0.9997,0.9733
C_D_C3532617 (History of bronchiolitis),N,0,0.0133
C_D_C3532617 (History of bronchiolitis),P,0.0003,0.0133
C_D_C3539909 (Allergic disposition),M,0.9256,0.84
C_D_C3539909 (Allergic disposition),N,0.0073,0.0133
C_D_C3539909 (Allergic disposition),P,0.0671,0.1467
C_D_C3641827 (Agree),M,0.9173,0.9467
C_D_C3641827 (Agree),N,0.0018,0.0133
C_D_C3641827 (Agree),P,0.0809,0.04
C_D_C3714552 (Weakness),M,0.7874,0.88
C_D_C3714552 (Weakness),N,0.0489,0.0133
C_D_C3714552 (Weakness),P,0.1637,0.1067
C_D_C3714772 (Recurrent fevers),M,0.9924,0.9733
C_D_C3714772 (Recurrent fevers),N,0.006,0.0133
C_D_C3714772 (Recurrent fevers),P,0.0016,0.0133
C_D_C3810851 (Center of town),M,0.9695,0.9733
C_D_C3810851 (Center of town),N,0.0002,0.0133
C_D_C3810851 (Center of town),P,0.0302,0.0133
C_D_C3812660 (Skin Bruise),M,0.955,0.96
C_D_C3812660 (Skin Bruise),N,0.0113,0.0133
C_D_C3812660 (Skin Bruise),P,0.0336,0.0267
C_D_C3814420 (Full Term Birth),M,0.9812,0.9067
C_D_C3814420 (Full Term Birth),N,0,0.0133
C_D_C3814420 (Full Term Birth),P,0.0188,0.08
C_D_C3827868 (Tachycardia by ECG Finding),M,0.9489,0.7333
C_D_C3827868 (Tachycardia by ECG Finding),N,0.0104,0.0133
C_D_C3827868 (Tachycardia by ECG Finding),P,0.0407,0.2533
C_D_C3829423 (Karnofsky Performance Status 80),M,0.9993,0.96
C_D_C3829423 (Karnofsky Performance Status 80),N,0,0.0133
C_D_C3829423 (Karnofsky Performance Status 80),P,0.0007,0.0267
C_D_C3835651 (Resident - answer to question),M,0.5618,0.1733
C_D_C3835651 (Resident - answer to question),N,0.0025,0.0133
C_D_C3835651 (Resident - answer to question),P,0.4357,0.8133
C_D_C3841811 (Transplant),M,0.9949,0.8667
C_D_C3841811 (Transplant),N,0.0002,0.0133
C_D_C3841811 (Transplant),P,0.0049,0.12
C_D_C3842633 (At work),M,0.9785,0.9733
C_D_C3842633 (At work),N,0.0002,0.0133
C_D_C3842633 (At work),P,0.0213,0.0133
C_D_C3842982 (Numbness or tingling),M,0.9654,0.9733
C_D_C3842982 (Numbness or tingling),N,0.0169,0.0133
C_D_C3842982 (Numbness or tingling),P,0.0177,0.0133
C_D_C3843946 (Nausea or vomiting),M,0.9303,0.9333
C_D_C3843946 (Nausea or vomiting),N,0.0356,0.04
C_D_C3843946 (Nausea or vomiting),P,0.0342,0.0267
C_D_C3845665 (UTD),M,0.991,0.9467
C_D_C3845665 (UTD),N,0.0003,0.0133
C_D_C3845665 (UTD),P,0.0087,0.04
C_D_C4018905 (Too early),M,0.9932,0.9467
C_D_C4018905 (Too early),N,0.0001,0.0133
C_D_C4018905 (Too early),P,0.0067,0.04
C_D_C4018909 (Overdose),M,0.9905,0.9733
C_D_C4018909 (Overdose),N,0.0007,0.0133
C_D_C4018909 (Overdose),P,0.0088,0.0133
C_D_C4035626 (3 times),M,0.8872,0.9067
C_D_C4035626 (3 times),N,0.0001,0.0133
C_D_C4035626 (3 times),P,0.1127,0.08
C_D_C4035627 (2 times),M,0.8436,0.84
C_D_C4035627 (2 times),N,0,0.0133
C_D_C4035627 (2 times),P,0.1564,0.1467
C_D_C4049863 (Radiologic Impression),M,0.1482,0.12
C_D_C4049863 (Radiologic Impression),N,0.0024,0.0133
C_D_C4049863 (Radiologic Impression),P,0.8493,0.8667
C_D_C4050242 (Pathologic Complete Response),M,0.9972,0.92
C_D_C4050242 (Pathologic Complete Response),N,0,0.0133
C_D_C4050242 (Pathologic Complete Response),P,0.0027,0.0667
C_D_C4050568 (High Risk Acute Leukemia),M,0.9966,0.9467
C_D_C4050568 (High Risk Acute Leukemia),N,0.0003,0.0133
C_D_C4050568 (High Risk Acute Leukemia),P,0.0031,0.04
C_D_C4054315 (Organomegaly),M,0.747,0.6
C_D_C4054315 (Organomegaly),N,0.2505,0.3867
C_D_C4054315 (Organomegaly),P,0.0025,0.0133
C_D_C4068735 (Rambling),M,0.9919,0.9733
C_D_C4068735 (Rambling),N,0,0.0133
C_D_C4068735 (Rambling),P,0.0081,0.0133
C_D_C4068744 (Reactive to light),M,0.7842,0.9067
C_D_C4068744 (Reactive to light),N,0.0002,0.0133
C_D_C4068744 (Reactive to light),P,0.2155,0.08
C_D_C4084859 (Peribronchial Cuffing),M,0.9993,0.9467
C_D_C4084859 (Peribronchial Cuffing),N,0,0.0133
C_D_C4084859 (Peribronchial Cuffing),P,0.0007,0.04
C_D_C4281574 (Much),M,0.8347,0.9067
C_D_C4281574 (Much),N,0.0081,0.0267
C_D_C4281574 (Much),P,0.1572,0.0667
C_D_C4282165 (Swollen Lymph Node),M,0.6249,0.5867
C_D_C4282165 (Swollen Lymph Node),N,0.3498,0.3733
C_D_C4282165 (Swollen Lymph Node),P,0.0253,0.04
C_D_C4283785 (Complete Pharyngeal Contraction),M,0.9388,0.8133
C_D_C4283785 (Complete Pharyngeal Contraction),N,0.0023,0.0133
C_D_C4283785 (Complete Pharyngeal Contraction),P,0.0589,0.1733
C_D_C4283904 (Laboratory observation),M,0.889,0.7067
C_D_C4283904 (Laboratory observation),N,0.003,0.0133
C_D_C4283904 (Laboratory observation),P,0.108,0.28
C_D_C4318482 (Crutches Usually Used),M,0.9809,0.9733
C_D_C4318482 (Crutches Usually Used),N,0.0005,0.0133
C_D_C4318482 (Crutches Usually Used),P,0.0186,0.0133
C_D_C4319571 (High risk),M,0.9966,0.9467
C_D_C4319571 (High risk),N,0.0003,0.0133
C_D_C4319571 (High risk),P,0.0031,0.04
C_D_C4321237 (High Level),M,0.9377,0.68
C_D_C4321237 (High Level),N,0.0018,0.0133
C_D_C4321237 (High Level),P,0.0606,0.3067
C_D_C4321351 (Low Level),M,0.8955,0.7333
C_D_C4321351 (Low Level),N,0.0067,0.0133
C_D_C4321351 (Low Level),P,0.0978,0.2533
C_D_C4520890 (Nasal (intended site)),M,0.9751,0.9067
C_D_C4520890 (Nasal (intended site)),N,0.0032,0.0133
C_D_C4520890 (Nasal (intended site)),P,0.0217,0.08
C_D_C4521903 (Rectal (intended site)),M,0.9319,0.7467
C_D_C4521903 (Rectal (intended site)),N,0.0012,0.0133
C_D_C4521903 (Rectal (intended site)),P,0.0669,0.24
C_D_C4521986 (Oral (intended site)),M,0.8294,0.84
C_D_C4521986 (Oral (intended site)),N,0.0053,0.0133
C_D_C4521986 (Oral (intended site)),P,0.1653,0.1467
C_D_C4522216 (Influenza B (result)),M,1,0.9733
C_D_C4522216 (Influenza B (result)),N,0,0.0133
C_D_C4522216 (Influenza B (result)),P,0,0.0133
C_D_C4534306 (Supplemental oxygen),M,0.995,0.9733
C_D_C4534306 (Supplemental oxygen),N,0.0011,0.0133
C_D_C4534306 (Supplemental oxygen),P,0.0039,0.0133
C_D_C4534363 (At home),M,0.7692,0.5733
C_D_C4534363 (At home),N,0.0038,0.0133
C_D_C4534363 (At home),P,0.2269,0.4133
C_D_C4552646 ('Myalgia  CTCAE 5'),M,0.9974,0.9733
C_D_C4552646 ('Myalgia  CTCAE 5'),N,0.0008,0.0133
C_D_C4552646 ('Myalgia  CTCAE 5'),P,0.0018,0.0133
C_D_C4552651 ('Respiratory Failure  CTCAE'),M,0.9961,0.9333
C_D_C4552651 ('Respiratory Failure  CTCAE'),N,0.0001,0.0133
C_D_C4552651 ('Respiratory Failure  CTCAE'),P,0.0038,0.0533
C_D_C4552662 ('Rhinorrhea  CTCAE'),M,0.9591,0.8
C_D_C4552662 ('Rhinorrhea  CTCAE'),N,0.0075,0.0133
C_D_C4552662 ('Rhinorrhea  CTCAE'),P,0.0334,0.1867
C_D_C4552735 ('Anxiety  CTCAE 5.0'),M,0.9139,0.96
C_D_C4552735 ('Anxiety  CTCAE 5.0'),N,0.0095,0.0133
C_D_C4552735 ('Anxiety  CTCAE 5.0'),P,0.0766,0.0267
C_D_C4552740 ('Fever  CTCAE'),M,0.6222,0.24
C_D_C4552740 ('Fever  CTCAE'),N,0.2416,0.1867
C_D_C4552740 ('Fever  CTCAE'),P,0.1362,0.5733
C_D_C4552746 ('Sore Throat  CTCAE'),M,0.8967,0.8533
C_D_C4552746 ('Sore Throat  CTCAE'),N,0.0517,0.0667
C_D_C4552746 ('Sore Throat  CTCAE'),P,0.0516,0.08
C_D_C4552777 ('Pleural Effusion  CTCAE'),M,0.9901,0.96
C_D_C4552777 ('Pleural Effusion  CTCAE'),N,0.0015,0.0133
C_D_C4552777 ('Pleural Effusion  CTCAE'),P,0.0083,0.0267
C_D_C4552837 ('Sepsis  CTCAE'),M,0.9874,0.88
C_D_C4552837 ('Sepsis  CTCAE'),N,0.0009,0.0133
C_D_C4552837 ('Sepsis  CTCAE'),P,0.0117,0.1067
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),M,0.9901,0.9333
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),N,0,0.0133
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),P,0.0098,0.0533
C_D_C4552844 ('Meningitis  CTCAE'),M,0.9761,0.96
C_D_C4552844 ('Meningitis  CTCAE'),N,0.0017,0.0133
C_D_C4552844 ('Meningitis  CTCAE'),P,0.0223,0.0267
C_D_C4552845 ('Arthritis  CTCAE'),M,0.9169,0.92
C_D_C4552845 ('Arthritis  CTCAE'),N,0.0005,0.0133
C_D_C4552845 ('Arthritis  CTCAE'),P,0.0826,0.0667
C_D_C4552901 ('Bronchospasm  CTCAE'),M,0.9959,0.9733
C_D_C4552901 ('Bronchospasm  CTCAE'),N,0.0002,0.0133
C_D_C4552901 ('Bronchospasm  CTCAE'),P,0.0038,0.0133
C_D_C4552903 ('Lethargy  CTCAE'),M,0.9905,0.92
C_D_C4552903 ('Lethargy  CTCAE'),N,0.0033,0.0267
C_D_C4552903 ('Lethargy  CTCAE'),P,0.0062,0.0533
C_D_C4552938 ('Productive Cough  CTCAE'),M,0.9851,0.9467
C_D_C4552938 ('Productive Cough  CTCAE'),N,0.0018,0.0133
C_D_C4552938 ('Productive Cough  CTCAE'),P,0.0131,0.04
C_D_C4552989 ('Malaise  CTCAE'),M,0.9834,0.96
C_D_C4552989 ('Malaise  CTCAE'),N,0.0037,0.0133
C_D_C4552989 ('Malaise  CTCAE'),P,0.0129,0.0267
C_D_C4553004 ('Pain  CTCAE'),M,0.4795,0.8133
C_D_C4553004 ('Pain  CTCAE'),N,0.1038,0.04
C_D_C4553004 ('Pain  CTCAE'),P,0.4167,0.1467
C_D_C4553185 ('Chills  CTCAE'),M,0.6642,0.84
C_D_C4553185 ('Chills  CTCAE'),N,0.0829,0.0533
C_D_C4553185 ('Chills  CTCAE'),P,0.2529,0.1067
C_D_C4553197 ('Headache  CTCAE'),M,0.7638,0.7867
C_D_C4553197 ('Headache  CTCAE'),N,0.113,0.1467
