Feature (description),Attribute,M,T
C_D_C0278134 (Absence of sensation),N,0.0007,0.0003
C_D_C0278134 (Absence of sensation),P,0.0313,0.014
C_D_C0281856 (Generalized aches and pains),M,0.9973,0.9877
C_D_C0281856 (Generalized aches and pains),N,0,0.0001
C_D_C0281856 (Generalized aches and pains),P,0.0027,0.0121
C_D_C0311392 (Physical findings),M,0.7935,0.8386
C_D_C0311392 (Physical findings),N,0.0942,0.0679
C_D_C0311392 (Physical findings),P,0.1123,0.0935
C_D_C0332119 (Past history of),M,0.4711,0.5428
C_D_C0332119 (Past history of),N,0.0721,0.0421
C_D_C0332119 (Past history of),P,0.4568,0.4151
C_D_C0332148 (Probable diagnosis),M,0.7621,0.7447
C_D_C0332148 (Probable diagnosis),N,0.0059,0.0061
C_D_C0332148 (Probable diagnosis),P,0.232,0.2493
C_D_C0332149 (Possible),M,0.8249,0.8692
C_D_C0332149 (Possible),N,0.0061,0.0051
C_D_C0332149 (Possible),P,0.169,0.1256
C_D_C0332167 (High risk of),M,0.9956,0.9637
C_D_C0332167 (High risk of),N,0.0005,0.0169
C_D_C0332167 (High risk of),P,0.0039,0.0194
C_D_C0332218 (Difficult (qualifier value)),M,0.9506,0.9729
C_D_C0332218 (Difficult (qualifier value)),N,0.0092,0.0046
C_D_C0332218 (Difficult (qualifier value)),P,0.0403,0.0225
C_D_C0332461 (Plaque (lesion)),M,0.9744,0.9888
C_D_C0332461 (Plaque (lesion)),N,0.0001,0.0001
C_D_C0332461 (Plaque (lesion)),P,0.0255,0.0111
C_D_C0332516 (Symmetrical),M,0.6958,0.678
C_D_C0332516 (Symmetrical),N,0.0001,0.0003
C_D_C0332516 (Symmetrical),P,0.304,0.3217
C_D_C0332523 (Retraction (finding)),M,0.8765,0.888
C_D_C0332523 (Retraction (finding)),N,0.1107,0.0744
C_D_C0332523 (Retraction (finding)),P,0.0127,0.0377
C_D_C0332572 (Abnormal color),M,0.9872,0.9977
C_D_C0332572 (Abnormal color),N,0.0018,0.0004
C_D_C0332572 (Abnormal color),P,0.011,0.0019
C_D_C0332575 (Redness),M,0.8915,0.9503
C_D_C0332575 (Redness),N,0.0296,0.0139
C_D_C0332575 (Redness),P,0.0789,0.0358
C_D_C0333274 (Purulent discharge),M,0.9898,0.9974
C_D_C0333274 (Purulent discharge),N,0.0054,0.0015
C_D_C0333274 (Purulent discharge),P,0.0048,0.0011
C_D_C0337671 (Former smoker),M,0.9496,0.9583
C_D_C0337671 (Former smoker),N,0.0007,0.0012
C_D_C0337671 (Former smoker),P,0.0497,0.0405
C_D_C0344232 (Blurred vision),M,0.9417,0.9713
C_D_C0344232 (Blurred vision),N,0.034,0.0227
C_D_C0344232 (Blurred vision),P,0.0242,0.0061
C_D_C0344307 (Absence of pain sensation),M,0.9856,0.9962
C_D_C0344307 (Absence of pain sensation),N,0.0005,0.0001
C_D_C0344307 (Absence of pain sensation),P,0.0139,0.0036
C_D_C0349790 (Exacerbation of asthma),M,0.9873,0.9645
C_D_C0349790 (Exacerbation of asthma),N,0.0003,0.0009
C_D_C0349790 (Exacerbation of asthma),P,0.0124,0.0345
C_D_C0392171 (Influenza-like symptoms),M,0.9991,0.8549
C_D_C0392171 (Influenza-like symptoms),N,0,0.0001
C_D_C0392171 (Influenza-like symptoms),P,0.0008,0.1449
C_D_C0423006 (Discharge from eye),M,0.9911,0.9918
C_D_C0423006 (Discharge from eye),N,0.0006,0.0039
C_D_C0423006 (Discharge from eye),P,0.0083,0.0043
C_D_C0423602 (Foreign body sensation),M,0.9937,0.9996
C_D_C0423602 (Foreign body sensation),N,0.0018,0.0001
C_D_C0423602 (Foreign body sensation),P,0.0045,0.0003
C_D_C0423636 (Cardiac pain),M,0.989,0.996
C_D_C0423636 (Cardiac pain),N,0.0001,0.0001
C_D_C0423636 (Cardiac pain),P,0.0109,0.0039
C_D_C0424000 (Feeling suicidal (finding)),M,0.9728,0.9972
C_D_C0424000 (Feeling suicidal (finding)),N,0.0083,0.0008
C_D_C0424000 (Feeling suicidal (finding)),P,0.0189,0.002
C_D_C0424109 (Weepiness),M,0.9891,0.9962
C_D_C0424109 (Weepiness),N,0.0002,0.0003
C_D_C0424109 (Weepiness),P,0.0107,0.0035
C_D_C0424480 (Facial symmetry),M,0.8659,0.9031
C_D_C0424480 (Facial symmetry),N,0.0001,0.0001
C_D_C0424480 (Facial symmetry),P,0.134,0.0968
C_D_C0424755 (Fever symptoms (finding)),M,0.5562,0.3572
C_D_C0424755 (Fever symptoms (finding)),N,0.3312,0.1123
C_D_C0424755 (Fever symptoms (finding)),P,0.1126,0.5305
C_D_C0424945 (Social and personal history),M,0.1428,0.2478
C_D_C0424945 (Social and personal history),N,0.0296,0.0136
C_D_C0424945 (Social and personal history),P,0.8275,0.7386
C_D_C0425293 (Never smoked tobacco),M,0.8891,0.924
C_D_C0425293 (Never smoked tobacco),N,0.0073,0.0035
C_D_C0425293 (Never smoked tobacco),P,0.1035,0.0725
C_D_C0425452 (No obstruction of airway),M,0.7055,0.824
C_D_C0425452 (No obstruction of airway),N,0.0001,0.0003
C_D_C0425452 (No obstruction of airway),P,0.2945,0.1757
C_D_C0425470 (Intercostal Retractions),M,0.8765,0.8846
C_D_C0425470 (Intercostal Retractions),N,0.1108,0.0744
C_D_C0425470 (Intercostal Retractions),P,0.0126,0.041
C_D_C0425542 (Added respiratory sounds),M,0.9984,0.9893
C_D_C0425542 (Added respiratory sounds),N,0.0012,0.0051
C_D_C0425542 (Added respiratory sounds),P,0.0004,0.0055
C_D_C0425687 (Jugular venous engorgement),M,0.9392,0.9549
C_D_C0425687 (Jugular venous engorgement),N,0.059,0.0421
C_D_C0425687 (Jugular venous engorgement),P,0.0018,0.003
C_D_C0425710 (Peripheral perfusion),M,0.7446,0.6459
C_D_C0425710 (Peripheral perfusion),N,0.0001,0.0001
C_D_C0425710 (Peripheral perfusion),P,0.2553,0.354
C_D_C0426317 (Genitourinary symptoms),M,0.9225,0.856
C_D_C0426317 (Genitourinary symptoms),N,0.0003,0.0003
C_D_C0426317 (Genitourinary symptoms),P,0.0772,0.1437
C_D_C0426576 (Gastrointestinal symptom),M,0.8812,0.7619
C_D_C0426576 (Gastrointestinal symptom),N,0.0002,0.0003
C_D_C0426576 (Gastrointestinal symptom),P,0.1186,0.2378
C_D_C0428167 (Inspired fraction of oxygen),M,0.5168,0.6825
C_D_C0428167 (Inspired fraction of oxygen),N,0.0005,0.0003
C_D_C0428167 (Inspired fraction of oxygen),P,0.4827,0.3173
C_D_C0428465 (Serum lipids high (finding)),M,0.9654,0.9767
C_D_C0428465 (Serum lipids high (finding)),N,0.0002,0.0004
C_D_C0428465 (Serum lipids high (finding)),P,0.0344,0.0229
C_D_C0438141 (Urine screening normal),M,0.9968,0.9883
C_D_C0438141 (Urine screening normal),N,0,0.0001
C_D_C0438141 (Urine screening normal),P,0.0032,0.0116
C_D_C0439044 (Living Alone),M,0.9874,0.9897
C_D_C0439044 (Living Alone),N,0.0002,0.0005
C_D_C0439044 (Living Alone),P,0.0124,0.0097
C_D_C0442735 (Nothing),M,0.9606,0.9741
C_D_C0442735 (Nothing),N,0.0002,0.0003
C_D_C0442735 (Nothing),P,0.0392,0.0256
C_D_C0442739 (No status change),M,0.8999,0.9161
C_D_C0442739 (No status change),N,0.0002,0.0004
C_D_C0442739 (No status change),P,0.0999,0.0835
C_D_C0442757 (3/4),M,0.9953,0.9858
C_D_C0442757 (3/4),N,0,0.0001
C_D_C0442757 (3/4),P,0.0046,0.014
C_D_C0442816 (Normal limits),M,0.9011,0.9099
C_D_C0442816 (Normal limits),N,0.0006,0.0003
C_D_C0442816 (Normal limits),P,0.0983,0.0899
C_D_C0449820 (Score),M,0.9787,0.9804
C_D_C0449820 (Score),N,0.0002,0.0003
C_D_C0449820 (Score),P,0.0211,0.0193
C_D_C0455204 (Homicidal thoughts),M,0.973,0.9981
C_D_C0455204 (Homicidal thoughts),N,0.0078,0.0004
C_D_C0455204 (Homicidal thoughts),P,0.0192,0.0015
C_D_C0455458 (PMH - past medical history),M,0.4838,0.6682
C_D_C0455458 (PMH - past medical history),N,0.0397,0.0291
C_D_C0455458 (PMH - past medical history),P,0.4765,0.3027
C_D_C0455527 (H/O: hypertension),M,0.9571,0.9718
C_D_C0455527 (H/O: hypertension),N,0.0006,0.0003
C_D_C0455527 (H/O: hypertension),P,0.0423,0.0279
C_D_C0455544 (H/O: asthma),M,0.9756,0.9286
C_D_C0455544 (H/O: asthma),N,0.0014,0.0034
C_D_C0455544 (H/O: asthma),P,0.0231,0.068
C_D_C0455899 (Red throat),M,0.8314,0.6841
C_D_C0455899 (Red throat),N,0.0944,0.0972
C_D_C0455899 (Red throat),P,0.0743,0.2188
C_D_C0455900 (Moist oral mucosa),M,0.9965,0.9849
C_D_C0455900 (Moist oral mucosa),N,0,0.0001
C_D_C0455900 (Moist oral mucosa),P,0.0035,0.015
C_D_C0456984 (Test Result),M,0.9658,0.888
C_D_C0456984 (Test Result),N,0.0033,0.0081
C_D_C0456984 (Test Result),P,0.031,0.1039
C_D_C0457096 (Yellow sputum),M,0.9968,0.9806
C_D_C0457096 (Yellow sputum),N,0,0.0001
C_D_C0457096 (Yellow sputum),P,0.0032,0.0193
C_D_C0460139 (Pressure (finding)),M,0.9598,0.9825
C_D_C0460139 (Pressure (finding)),N,0.0008,0.0003
C_D_C0460139 (Pressure (finding)),P,0.0394,0.0173
C_D_C0475806 (1/3 meter (distance vision finding)),M,0.97,0.9911
C_D_C0475806 (1/3 meter (distance vision finding)),N,0.0004,0.0001
C_D_C0475806 (1/3 meter (distance vision finding)),P,0.0296,0.0088
C_D_C0476270 (Cardiovascular symptoms),M,0.9169,0.8628
C_D_C0476270 (Cardiovascular symptoms),N,0.0001,0.0001
C_D_C0476270 (Cardiovascular symptoms),P,0.083,0.1371
C_D_C0476273 (Respiratory distress),M,0.9369,0.8926
C_D_C0476273 (Respiratory distress),N,0.0247,0.0345
C_D_C0476273 (Respiratory distress),P,0.0384,0.0729
C_D_C0489543 (History source),M,0.8202,0.6772
C_D_C0489543 (History source),N,0,0.0001
C_D_C0489543 (History source),P,0.1798,0.3227
C_D_C0489547 (Hospital course),M,0.8036,0.8885
C_D_C0489547 (Hospital course),N,0.0004,0.0003
C_D_C0489547 (Hospital course),P,0.196,0.1112
C_D_C0516979 (energy level),M,0.9992,0.9976
C_D_C0516979 (energy level),N,0,0.0001
C_D_C0516979 (energy level),P,0.0008,0.0023
C_D_C0518014 (Hematocrit level),M,0.9902,0.9918
C_D_C0518014 (Hematocrit level),N,0,0.0001
C_D_C0518014 (Hematocrit level),P,0.0098,0.0081
C_D_C0518610 (Social warmth),M,0.9583,0.9934
C_D_C0518610 (Social warmth),N,0.0068,0.0004
C_D_C0518610 (Social warmth),P,0.0349,0.0062
C_D_C0521654 (Neurologic Deficits),M,0.8808,0.8231
C_D_C0521654 (Neurologic Deficits),N,0.0078,0.0015
C_D_C0521654 (Neurologic Deficits),P,0.1114,0.1754
C_D_C0522225 (Normal reflex),M,0.9939,0.995
C_D_C0522225 (Normal reflex),N,0,0.0001
C_D_C0522225 (Normal reflex),P,0.0061,0.0049
C_D_C0524587 (Mean Corpuscular Volume (result)),M,0.7724,0.7628
C_D_C0524587 (Mean Corpuscular Volume (result)),N,0.0001,0.0001
C_D_C0524587 (Mean Corpuscular Volume (result)),P,0.2275,0.2371
C_D_C0542538 (Observation of Sensation),M,0.8012,0.9341
C_D_C0542538 (Observation of Sensation),N,0.0024,0.0003
C_D_C0542538 (Observation of Sensation),P,0.1964,0.0656
C_D_C0549184 (None),M,0.1329,0.2498
C_D_C0549184 (None),N,0.0018,0.0011
C_D_C0549184 (None),P,0.8653,0.7491
C_D_C0549206 (Patient currently pregnant),M,0.9862,0.9704
C_D_C0549206 (Patient currently pregnant),N,0.0011,0.0055
C_D_C0549206 (Patient currently pregnant),P,0.0127,0.024
C_D_C0558145 (Skin appearance normal (finding)),M,0.2056,0.2742
C_D_C0558145 (Skin appearance normal (finding)),N,0.0118,0.0065
C_D_C0558145 (Skin appearance normal (finding)),P,0.7825,0.7193
C_D_C0560184 (Ability to balance),M,0.9885,0.9912
C_D_C0560184 (Ability to balance),N,0.0006,0.0001
C_D_C0560184 (Ability to balance),P,0.0108,0.0086
C_D_C0562381 (Victim of abuse finding),M,0.981,0.9954
C_D_C0562381 (Victim of abuse finding),N,0.0013,0.0003
C_D_C0562381 (Victim of abuse finding),P,0.0177,0.0043
C_D_C0562483 (Persistent cough),M,0.9981,0.9884
C_D_C0562483 (Persistent cough),N,0,0.0004
C_D_C0562483 (Persistent cough),P,0.0018,0.0112
C_D_C0564405 (Feeling relief),M,0.9351,0.9448
C_D_C0564405 (Feeling relief),N,0.0203,0.0162
C_D_C0564405 (Feeling relief),P,0.0445,0.039
C_D_C0566275 (Able to drink),M,0.996,0.9834
C_D_C0566275 (Able to drink),N,0.0001,0.0005
C_D_C0566275 (Able to drink),P,0.0039,0.0161
C_D_C0566415 (Unable to feed self),M,0.8932,0.9313
C_D_C0566415 (Unable to feed self),N,0.0007,0.0005
C_D_C0566415 (Unable to feed self),P,0.1061,0.0682
C_D_C0577559 (Mass of body structure),M,0.8649,0.9242
C_D_C0577559 (Mass of body structure),N,0.0066,0.0035
C_D_C0577559 (Mass of body structure),P,0.1285,0.0723
C_D_C0577573 (Mass of body region),M,0.87,0.9251
C_D_C0577573 (Mass of body region),N,0.0066,0.0034
C_D_C0577573 (Mass of body region),P,0.1234,0.0715
C_D_C0578022 (Finding of body mass index),M,0.9375,0.9528
C_D_C0578022 (Finding of body mass index),N,0,0.0001
C_D_C0578022 (Finding of body mass index),P,0.0624,0.0471
C_D_C0578150 (Hemodynamically stable),M,0.9443,0.9524
C_D_C0578150 (Hemodynamically stable),N,0.0003,0.0001
C_D_C0578150 (Hemodynamically stable),P,0.0555,0.0475
C_D_C0578617 (Pupils equal),M,0.8865,0.9208
C_D_C0578617 (Pupils equal),N,0,0.0003
C_D_C0578617 (Pupils equal),P,0.1135,0.0789
C_D_C0578671 (Does move),M,0.8475,0.7343
C_D_C0578671 (Does move),N,0.0002,0.0001
C_D_C0578671 (Does move),P,0.1523,0.2656
C_D_C0582051 (Feels warm),M,0.2718,0.3144
C_D_C0582051 (Feels warm),N,0.0065,0.0008
C_D_C0582051 (Feels warm),P,0.7218,0.6848
C_D_C0586406 (Eye symptom),M,0.9124,0.8227
C_D_C0586406 (Eye symptom),N,0.0002,0.0004
C_D_C0586406 (Eye symptom),P,0.0874,0.1769
C_D_C0586407 (Skin symptom),M,0.8851,0.7792
C_D_C0586407 (Skin symptom),N,0.0005,0.0009
C_D_C0586407 (Skin symptom),P,0.1144,0.2198
C_D_C0586514 (Discharge status),M,0.7972,0.8854
C_D_C0586514 (Discharge status),N,0,0.0001
C_D_C0586514 (Discharge status),P,0.2028,0.1144
C_D_C0587081 (Laboratory test finding),M,0.6181,0.6417
C_D_C0587081 (Laboratory test finding),N,0.0026,0.0015
C_D_C0587081 (Laboratory test finding),P,0.3793,0.3568
C_D_C0587366 (Urine cocaine level result),M,0.9808,0.9953
C_D_C0587366 (Urine cocaine level result),N,0,0.0001
C_D_C0587366 (Urine cocaine level result),P,0.0192,0.0046
C_D_C0589120 (Follow-up status),M,0.9576,0.9395
C_D_C0589120 (Follow-up status),N,0.0016,0.0042
C_D_C0589120 (Follow-up status),P,0.0408,0.0563
C_D_C0595998 (Household composition),M,0.8977,0.9073
C_D_C0595998 (Household composition),N,0.0011,0.0003
C_D_C0595998 (Household composition),P,0.1012,0.0924
C_D_C0596002 (Observation of reflex),M,0.9773,0.9869
C_D_C0596002 (Observation of reflex),N,0.0002,0.0001
C_D_C0596002 (Observation of reflex),P,0.0225,0.013
C_D_C0600116 (Does speak),M,0.9694,0.9845
C_D_C0600116 (Does speak),N,0.0006,0.0001
C_D_C0600116 (Does speak),P,0.03,0.0154
C_D_C0600457 (Gravidity),M,0.9864,0.9734
C_D_C0600457 (Gravidity),N,0.0009,0.0055
C_D_C0600457 (Gravidity),P,0.0127,0.0211
C_D_C0683369 (Clouded consciousness),M,0.9397,0.9652
C_D_C0683369 (Clouded consciousness),N,0.0435,0.0221
C_D_C0683369 (Clouded consciousness),P,0.0168,0.0127
C_D_C0683521 (Patient Physiological Condition),M,0.9819,0.9926
C_D_C0683521 (Patient Physiological Condition),N,0.0001,0.0001
C_D_C0683521 (Patient Physiological Condition),P,0.0181,0.0073
C_D_C0700153 (Myotonus (finding)),M,0.9913,0.9991
C_D_C0700153 (Myotonus (finding)),N,0.0001,0.0001
C_D_C0700153 (Myotonus (finding)),P,0.0086,0.0008
C_D_C0700292 (Hypoxemia),M,0.9976,0.9931
C_D_C0700292 (Hypoxemia),N,0.0004,0.0005
C_D_C0700292 (Hypoxemia),P,0.002,0.0063
C_D_C0700327 (Memory observations),M,0.993,0.9987
C_D_C0700327 (Memory observations),N,0.0005,0.0003
C_D_C0700327 (Memory observations),P,0.0065,0.0011
C_D_C0700590 (Increased sweating),M,0.9694,0.9895
C_D_C0700590 (Increased sweating),N,0.0049,0.0018
C_D_C0700590 (Increased sweating),P,0.0257,0.0088
C_D_C0728899 (Intoxication),M,0.9854,0.9992
C_D_C0728899 (Intoxication),N,0.0006,0.0001
C_D_C0728899 (Intoxication),P,0.014,0.0007
C_D_C0740418 (Chronic back pain),M,0.9837,0.9955
C_D_C0740418 (Chronic back pain),N,0.0002,0.0001
C_D_C0740418 (Chronic back pain),P,0.0162,0.0043
C_D_C0741302 (atypia morphology),M,0.9846,0.9768
C_D_C0741302 (atypia morphology),N,0.0006,0.0005
C_D_C0741302 (atypia morphology),P,0.0147,0.0227
C_D_C0741585 (BODY ACHE),M,0.9955,0.9821
C_D_C0741585 (BODY ACHE),N,0,0.0004
C_D_C0741585 (BODY ACHE),P,0.0044,0.0175
C_D_C0743973 (FEVER HIGH (finding)),M,0.9985,0.9758
C_D_C0743973 (FEVER HIGH (finding)),N,0,0.0005
C_D_C0743973 (FEVER HIGH (finding)),P,0.0014,0.0236
C_D_C0744961 (surgical history),M,0.7802,0.7223
C_D_C0744961 (surgical history),N,0.0007,0.0003
C_D_C0744961 (surgical history),P,0.2191,0.2775
C_D_C0746467 (Current Medication),M,0.987,0.9953
C_D_C0746467 (Current Medication),N,0.0009,0.0007
C_D_C0746467 (Current Medication),P,0.0121,0.004
C_D_C0746961 (Oxygen saturation below reference range),M,0.9981,0.9942
C_D_C0746961 (Oxygen saturation below reference range),N,0.0002,0.0005
C_D_C0746961 (Oxygen saturation below reference range),P,0.0018,0.0053
C_D_C0750484 (Confirmation),M,0.9529,0.973
C_D_C0750484 (Confirmation),N,0.0001,0.0009
C_D_C0750484 (Confirmation),P,0.0471,0.026
C_D_C0751534 (Syncopal Episode),M,0.9852,0.992
C_D_C0751534 (Syncopal Episode),N,0.0009,0.0008
C_D_C0751534 (Syncopal Episode),P,0.0139,0.0072
C_D_C0805732 (Completion Status),M,0.9864,0.9623
C_D_C0805732 (Completion Status),N,0.0001,0.0003
C_D_C0805732 (Completion Status),P,0.0135,0.0374
C_D_C0808334 (Tube number),M,0.9994,0.9977
C_D_C0808334 (Tube number),N,0,0.0001
C_D_C0808334 (Tube number),P,0.0006,0.0022
C_D_C0849970 (Feeling tired),M,0.992,0.9719
C_D_C0849970 (Feeling tired),N,0.0001,0.0007
C_D_C0849970 (Feeling tired),P,0.008,0.0274
C_D_C0850149 (Dry cough),M,0.9867,0.9142
C_D_C0850149 (Dry cough),N,0.0001,0.0001
C_D_C0850149 (Dry cough),P,0.0132,0.0857
C_D_C0850758 (Pelvic pain female),M,0.9917,0.9985
C_D_C0850758 (Pelvic pain female),N,0.0015,0.0004
C_D_C0850758 (Pelvic pain female),P,0.0068,0.0011
C_D_C0851511 (family issues),M,0.9062,0.8224
C_D_C0851511 (family issues),N,0.0932,0.1772
C_D_C0851511 (family issues),P,0.0005,0.0004
C_D_C0859927 (Increased work of breathing),M,0.9955,0.9703
C_D_C0859927 (Increased work of breathing),N,0.0015,0.0186
C_D_C0859927 (Increased work of breathing),P,0.0029,0.0111
C_D_C0863146 (Yellow color on exam),M,0.9842,0.9545
C_D_C0863146 (Yellow color on exam),N,0,0.0001
C_D_C0863146 (Yellow color on exam),P,0.0158,0.0453
C_D_C0871269 (Rhythm),M,0.2311,0.3483
C_D_C0871269 (Rhythm),N,0.0018,0.0008
C_D_C0871269 (Rhythm),P,0.7671,0.6509
C_D_C0948106 (Rupture of Membranes),M,0.876,0.8001
C_D_C0948106 (Rupture of Membranes),N,0.0015,0.0027
C_D_C0948106 (Rupture of Membranes),P,0.1225,0.1972
C_D_C1260880 (Rhinorrhea),M,0.8854,0.8131
C_D_C1260880 (Rhinorrhea),N,0.0582,0.0327
C_D_C1260880 (Rhinorrhea),P,0.0564,0.1543
C_D_C1261031 (Platelet morphology - result),M,0.9948,0.985
C_D_C1261031 (Platelet morphology - result),N,0,0.0001
C_D_C1261031 (Platelet morphology - result),P,0.0052,0.0148
C_D_C1261327 (Family history of asthma),M,0.9936,0.9818
C_D_C1261327 (Family history of asthma),N,0.0005,0.0009
C_D_C1261327 (Family history of asthma),P,0.0059,0.0173
C_D_C1261360 (Total protein result),M,0.8635,0.8683
C_D_C1261360 (Total protein result),N,0,0.0001
C_D_C1261360 (Total protein result),P,0.1365,0.1316
C_D_C1265570 (Morphology within normal limits),M,0.903,0.9113
C_D_C1265570 (Morphology within normal limits),N,0.0005,0.0003
C_D_C1265570 (Morphology within normal limits),P,0.0965,0.0884
C_D_C1277295 (Cough with fever),M,0.9984,0.9803
C_D_C1277295 (Cough with fever),N,0.0004,0.0004
C_D_C1277295 (Cough with fever),P,0.0012,0.0193
C_D_C1279889 (Deterioration of status),M,0.8838,0.9274
C_D_C1279889 (Deterioration of status),N,0.0067,0.0032
C_D_C1279889 (Deterioration of status),P,0.1096,0.0694
C_D_C1298907 (Yes - Presence findings),M,0.839,0.8451
C_D_C1298907 (Yes - Presence findings),N,0.0036,0.0062
C_D_C1298907 (Yes - Presence findings),P,0.1574,0.1487
C_D_C1299487 (Patient name),M,0.9578,0.9827
C_D_C1299487 (Patient name),N,0,0.0001
C_D_C1299487 (Patient name),P,0.0421,0.0171
C_D_C1299581 (Able (finding)),M,0.8312,0.8719
C_D_C1299581 (Able (finding)),N,0.0193,0.0131
C_D_C1299581 (Able (finding)),P,0.1495,0.115
C_D_C1299582 (Unable),M,0.887,0.9263
C_D_C1299582 (Unable),N,0.0007,0.0005
C_D_C1299582 (Unable),P,0.1123,0.0731
C_D_C1299586 (Has difficulty doing (qualifier value)),M,0.8953,0.9196
C_D_C1299586 (Has difficulty doing (qualifier value)),N,0.0511,0.0467
C_D_C1299586 (Has difficulty doing (qualifier value)),P,0.0536,0.0337
C_D_C1306577 (Death (finding)),M,0.9891,0.9966
C_D_C1306577 (Death (finding)),N,0.0002,0.0001
C_D_C1306577 (Death (finding)),P,0.0107,0.0032
C_D_C1314687 (Sexual intercourse - finding),M,0.1336,0.2421
C_D_C1314687 (Sexual intercourse - finding),N,0.006,0.0011
C_D_C1314687 (Sexual intercourse - finding),P,0.8604,0.7568
C_D_C1317600 (patient symptoms),M,0.953,0.9525
C_D_C1317600 (patient symptoms),N,0.0001,0.0001
C_D_C1317600 (patient symptoms),P,0.0468,0.0474
C_D_C1320474 (Nuchal Rigidity),M,0.9911,0.9727
C_D_C1320474 (Nuchal Rigidity),N,0.0077,0.0243
C_D_C1320474 (Nuchal Rigidity),P,0.0012,0.003
C_D_C1321013 (Hydration status),M,0.9746,0.8916
C_D_C1321013 (Hydration status),N,0.0002,0.0005
C_D_C1321013 (Hydration status),P,0.0252,0.1078
C_D_C1330956 (Base excess result),M,0.9929,0.9831
C_D_C1330956 (Base excess result),N,0,0.0003
C_D_C1330956 (Base excess result),P,0.0071,0.0166
C_D_C1363945 (Therapy Object (animal model)),M,0.892,0.8036
C_D_C1363945 (Therapy Object (animal model)),N,0.0007,0.0013
C_D_C1363945 (Therapy Object (animal model)),P,0.1074,0.195
C_D_C1366940 (Tattoo),M,0.9437,0.9633
C_D_C1366940 (Tattoo),N,0,0.0001
C_D_C1366940 (Tattoo),P,0.0563,0.0366
C_D_C1444662 (Discontinued),M,0.9684,0.9699
C_D_C1444662 (Discontinued),N,0.0016,0.0011
C_D_C1444662 (Discontinued),P,0.03,0.029
C_D_C1444775 (Sharp sensation quality),M,0.954,0.99
C_D_C1444775 (Sharp sensation quality),N,0.0008,0.0004
C_D_C1444775 (Sharp sensation quality),P,0.0451,0.0096
C_D_C1444783 (Instability),M,0.9933,0.9981
C_D_C1444783 (Instability),N,0.0016,0.0001
C_D_C1444783 (Instability),P,0.0051,0.0018
C_D_C1446409 (Positive),M,0.8323,0.6772
C_D_C1446409 (Positive),N,0.0596,0.0426
C_D_C1446409 (Positive),P,0.1082,0.2802
C_D_C1446787 (Cramping sensation quality),M,0.9841,0.9953
C_D_C1446787 (Cramping sensation quality),N,0.0005,0.0003
C_D_C1446787 (Cramping sensation quality),P,0.0154,0.0045
C_D_C1457868 (Worse),M,0.8688,0.9166
C_D_C1457868 (Worse),N,0.0067,0.0032
C_D_C1457868 (Worse),P,0.1245,0.0802
C_D_C1457887 (Symptoms),M,0.5033,0.3996
C_D_C1457887 (Symptoms),N,0.0572,0.0381
C_D_C1457887 (Symptoms),P,0.4395,0.5623
C_D_C1504561 (Hypophagia),M,0.9969,0.985
C_D_C1504561 (Hypophagia),N,0,0.0003
C_D_C1504561 (Hypophagia),P,0.0031,0.0147
C_D_C1509143 (Physical assessment findings),M,0.8754,0.8494
C_D_C1509143 (Physical assessment findings),N,0.0097,0.0057
C_D_C1509143 (Physical assessment findings),P,0.1149,0.1449
C_D_C1513302 (Mild Adverse Event),M,0.7032,0.7022
C_D_C1513302 (Mild Adverse Event),N,0.002,0.0018
C_D_C1513302 (Mild Adverse Event),P,0.2948,0.2961
C_D_C1513374 (Moderate Adverse Event),M,0.9026,0.9254
C_D_C1513374 (Moderate Adverse Event),N,0.0003,0.0005
C_D_C1513374 (Moderate Adverse Event),P,0.0971,0.0741
C_D_C1513916 (Negative Finding),M,0.2382,0.3093
C_D_C1513916 (Negative Finding),N,0.0061,0.0039
C_D_C1513916 (Negative Finding),P,0.7557,0.6868
C_D_C1514241 (Positive Finding),M,0.8636,0.7854
C_D_C1514241 (Positive Finding),N,0.0589,0.0428
C_D_C1514241 (Positive Finding),P,0.0775,0.1718
C_D_C1519275 (Grade 3 Severe Adverse Event),M,0.9133,0.9466
C_D_C1519275 (Grade 3 Severe Adverse Event),N,0.0031,0.0042
C_D_C1519275 (Grade 3 Severe Adverse Event),P,0.0836,0.0493
C_D_C1546419 (Ambulatory Status - Oxygen therapy),M,0.9267,0.7941
C_D_C1546419 (Ambulatory Status - Oxygen therapy),N,0,0.0001
C_D_C1546419 (Ambulatory Status - Oxygen therapy),P,0.0733,0.2058
C_D_C1548428 (Referral type - Psychiatric),M,0.5292,0.5942
C_D_C1548428 (Referral type - Psychiatric),N,0.0012,0.0001
C_D_C1548428 (Referral type - Psychiatric),P,0.4696,0.4057
C_D_C1549105 (Unknown - Administrative Gender),M,0.9322,0.9498
C_D_C1549105 (Unknown - Administrative Gender),N,0.0002,0.0003
C_D_C1549105 (Unknown - Administrative Gender),P,0.0676,0.0499
C_D_C1549113 (Marital Status - Single),M,0.9702,0.9876
C_D_C1549113 (Marital Status - Single),N,0.0002,0.0001
C_D_C1549113 (Marital Status - Single),P,0.0295,0.0123
C_D_C1549115 (Marital Status - Unknown),M,0.9322,0.9498
C_D_C1549115 (Marital Status - Unknown),N,0.0002,0.0003
C_D_C1549115 (Marital Status - Unknown),P,0.0676,0.0499
