===== Class Prior Probabilities =====
P(RSV=False) = 0.9826990810320892
P(RSV=True) = 0.017300918967910695

===== Conditional Probabilities =====
P(AGE=Not Mentioned | RSV=False) = 8.171937566396992E-5
P(Polychromatophilic stain reaction=Present | RSV=True) = 0.008609271523178808
P(Reduced anion gap=Not Mentioned | RSV=False) = 0.9975366870191578
P(Reduced anion gap=Negated | RSV=False) = 1.1674469103517518E-5
P(Reduced anion gap=Present | RSV=False) = 0.0024516385117386787
P(Reduced anion gap=Not Mentioned | RSV=True) = 0.9847682119205298
P(Reduced anion gap=Negated | RSV=True) = 6.622516556291391E-4
P(Reduced anion gap=Present | RSV=True) = 0.01456953642384106
P(Blurred vision=Not Mentioned | RSV=False) = 0.9457137186686435
P(Blurred vision=Negated | RSV=False) = 0.029501383424588766
P(Blurred vision=Present | RSV=False) = 0.02478489790676769
P(Blurred vision=Not Mentioned | RSV=True) = 0.9900662251655629
P(Blurred vision=Negated | RSV=True) = 0.00728476821192053
P(Blurred vision=Present | RSV=True) = 0.0026490066225165563
P(Base deficit (finding)=Not Mentioned | RSV=False) = 0.9927034568103016
P(Base deficit (finding)=Negated | RSV=False) = 2.3348938207035035E-5
P(Base deficit (finding)=Present | RSV=False) = 0.007273194251491414
P(Base deficit (finding)=Not Mentioned | RSV=True) = 0.9642384105960264
P(Base deficit (finding)=Negated | RSV=True) = 6.622516556291391E-4
P(Base deficit (finding)=Present | RSV=True) = 0.035099337748344374
P(Exacerbation of asthma=Not Mentioned | RSV=False) = 0.985943939199365
P(Exacerbation of asthma=Negated | RSV=False) = 2.9186172758793795E-4
P(Exacerbation of asthma=Present | RSV=False) = 0.013764199073047153
P(Exacerbation of asthma=Not Mentioned | RSV=True) = 0.9629139072847682
P(Exacerbation of asthma=Negated | RSV=True) = 6.622516556291391E-4
P(Exacerbation of asthma=Present | RSV=True) = 0.03642384105960265
P(Influenza-like symptoms=Not Mentioned | RSV=False) = 0.9991244148172362
P(Influenza-like symptoms=Negated | RSV=False) = 2.3348938207035035E-5
P(Influenza-like symptoms=Present | RSV=False) = 8.522362445567788E-4
P(Influenza-like symptoms=Not Mentioned | RSV=True) = 0.9913907284768212
P(Influenza-like symptoms=Negated | RSV=True) = 6.622516556291391E-4
P(Influenza-like symptoms=Present | RSV=True) = 0.007947019867549669
P(Right Flank Pain=Not Mentioned | RSV=False) = 0.9924582929591277
P(Right Flank Pain=Negated | RSV=False) = 3.5023407310552555E-5
P(Right Flank Pain=Present | RSV=False) = 0.007506683633561764
P(Right Flank Pain=Not Mentioned | RSV=True) = 0.9986754966887417
P(Right Flank Pain=Negated | RSV=True) = 6.622516556291391E-4
P(Right Flank Pain=Present | RSV=True) = 6.622516556291391E-4
P(Feeling suicidal (finding)=Not Mentioned | RSV=False) = 0.9722147635336283
P(Feeling suicidal (finding)=Negated | RSV=False) = 0.009141109308054216
P(Feeling suicidal (finding)=Present | RSV=False) = 0.018644127158317477
P(Feeling suicidal (finding)=Not Mentioned | RSV=True) = 0.9980132450331126
P(Feeling suicidal (finding)=Negated | RSV=True) = 6.622516556291391E-4
P(Feeling suicidal (finding)=Present | RSV=True) = 0.0013245033112582781
P(Facial symmetry=Not Mentioned | RSV=False) = 0.8568943577290823
P(Facial symmetry=Negated | RSV=False) = 4.669787641407007E-5
P(Facial symmetry=Present | RSV=False) = 0.14305894439450367
P(Facial symmetry=Not Mentioned | RSV=True) = 0.9635761589403974
P(Facial symmetry=Negated | RSV=True) = 6.622516556291391E-4
P(Facial symmetry=Present | RSV=True) = 0.03576158940397351
P(Chapping of lips=Not Mentioned | RSV=False) = 0.9994396254830311
P(Chapping of lips=Negated | RSV=False) = 2.3348938207035035E-5
P(Chapping of lips=Present | RSV=False) = 5.370255787618058E-4
P(Chapping of lips=Not Mentioned | RSV=True) = 0.9927152317880795
P(Chapping of lips=Negated | RSV=True) = 6.622516556291391E-4
P(Chapping of lips=Present | RSV=True) = 0.006622516556291391
P(Vitality=Not Mentioned | RSV=False) = 0.9965793805526694
P(Vitality=Negated | RSV=False) = 3.0353619669145547E-4
P(Vitality=Present | RSV=False) = 0.003117083250639177
P(Vitality=Not Mentioned | RSV=True) = 0.9887417218543046
P(Vitality=Negated | RSV=True) = 0.0013245033112582781
P(Vitality=Present | RSV=True) = 0.009933774834437087
P(Fever symptoms (finding)=Not Mentioned | RSV=False) = 0.5590553019601434
P(Fever symptoms (finding)=Negated | RSV=False) = 0.31252553790116394
P(Fever symptoms (finding)=Present | RSV=False) = 0.1284191601386927
P(Fever symptoms (finding)=Not Mentioned | RSV=True) = 0.28741721854304636
P(Fever symptoms (finding)=Negated | RSV=True) = 0.22582781456953643
P(Fever symptoms (finding)=Present | RSV=True) = 0.4867549668874172
P(Prolonged fever=Not Mentioned | RSV=False) = 0.9997314872106191
P(Prolonged fever=Negated | RSV=False) = 1.1674469103517518E-5
P(Prolonged fever=Present | RSV=False) = 2.568383202773854E-4
P(Prolonged fever=Not Mentioned | RSV=True) = 0.9953642384105961
P(Prolonged fever=Negated | RSV=True) = 6.622516556291391E-4
P(Prolonged fever=Present | RSV=True) = 0.003973509933774834
P(Social and personal history=Not Mentioned | RSV=False) = 0.08065890703620253
P(Social and personal history=Negated | RSV=False) = 0.0301901771016963
P(Social and personal history=Present | RSV=False) = 0.8891509158621012
P(Social and personal history=Not Mentioned | RSV=True) = 0.06357615894039735
P(Social and personal history=Negated | RSV=True) = 0.0033112582781456954
P(Social and personal history=Present | RSV=True) = 0.9331125827814569
P(Never smoked tobacco=Not Mentioned | RSV=False) = 0.8906452479073514
P(Never smoked tobacco=Negated | RSV=False) = 0.007448311288044176
P(Never smoked tobacco=Present | RSV=False) = 0.10190644080460441
P(Never smoked tobacco=Not Mentioned | RSV=True) = 0.9490066225165563
P(Never smoked tobacco=Negated | RSV=True) = 0.0013245033112582781
P(Never smoked tobacco=Present | RSV=True) = 0.04966887417218543
P(No obstruction of airway=Not Mentioned | RSV=False) = 0.6953780776819174
P(No obstruction of airway=Negated | RSV=False) = 9.339575282814014E-5
P(No obstruction of airway=Present | RSV=False) = 0.3045285265652544
P(No obstruction of airway=Not Mentioned | RSV=True) = 0.909933774834437
P(No obstruction of airway=Negated | RSV=True) = 6.622516556291391E-4
P(No obstruction of airway=Present | RSV=True) = 0.08940397350993377
P(Intercostal Retractions=Not Mentioned | RSV=False) = 0.8675648224896972
P(Intercostal Retractions=Negated | RSV=False) = 0.11798218476014803
P(Intercostal Retractions=Present | RSV=False) = 0.014452992750154686
P(Intercostal Retractions=Not Mentioned | RSV=True) = 0.5443708609271524
P(Intercostal Retractions=Negated | RSV=True) = 0.06556291390728476
P(Intercostal Retractions=Present | RSV=True) = 0.39006622516556294
P(Added respiratory sounds=Not Mentioned | RSV=False) = 0.9977818508703317
P(Added respiratory sounds=Negated | RSV=False) = 0.0016811235509065225
P(Added respiratory sounds=Present | RSV=False) = 5.370255787618058E-4
P(Added respiratory sounds=Not Mentioned | RSV=True) = 0.9913907284768212
P(Added respiratory sounds=Negated | RSV=True) = 0.0026490066225165563
P(Added respiratory sounds=Present | RSV=True) = 0.005960264900662252
P(Peripheral perfusion=Not Mentioned | RSV=False) = 0.6926812753190049
P(Peripheral perfusion=Negated | RSV=False) = 5.837234551758759E-5
P(Peripheral perfusion=Present | RSV=False) = 0.30726035233547755
P(Peripheral perfusion=Not Mentioned | RSV=True) = 0.5245033112582781
P(Peripheral perfusion=Negated | RSV=True) = 6.622516556291391E-4
P(Peripheral perfusion=Present | RSV=True) = 0.47483443708609274
P(Date of last menstrual period=Not Mentioned | RSV=False) = 0.9778885555179379
P(Date of last menstrual period=Negated | RSV=False) = 1.7511703655276277E-4
P(Date of last menstrual period=Present | RSV=False) = 0.021936327445509416
P(Date of last menstrual period=Not Mentioned | RSV=True) = 0.9980132450331126
P(Date of last menstrual period=Negated | RSV=True) = 6.622516556291391E-4
P(Date of last menstrual period=Present | RSV=True) = 0.0013245033112582781
P(Genitourinary symptoms=Not Mentioned | RSV=False) = 0.9017009701483825
P(Genitourinary symptoms=Negated | RSV=False) = 2.2181491296683283E-4
P(Genitourinary symptoms=Present | RSV=False) = 0.09807721493865067
P(Genitourinary symptoms=Not Mentioned | RSV=True) = 0.6682119205298013
P(Genitourinary symptoms=Negated | RSV=True) = 6.622516556291391E-4
P(Genitourinary symptoms=Present | RSV=True) = 0.33112582781456956
P(Gastrointestinal symptom=Not Mentioned | RSV=False) = 0.8486638570111025
P(Gastrointestinal symptom=Negated | RSV=False) = 2.3348938207035035E-4
P(Gastrointestinal symptom=Present | RSV=False) = 0.15110265360682723
P(Gastrointestinal symptom=Not Mentioned | RSV=True) = 0.509271523178808
P(Gastrointestinal symptom=Negated | RSV=True) = 6.622516556291391E-4
P(Gastrointestinal symptom=Present | RSV=True) = 0.4900662251655629
P(Inspired fraction of oxygen=Not Mentioned | RSV=False) = 0.5494472138879485
P(Inspired fraction of oxygen=Negated | RSV=False) = 4.2028088772663063E-4
P(Inspired fraction of oxygen=Present | RSV=False) = 0.4501325052243249
P(Inspired fraction of oxygen=Not Mentioned | RSV=True) = 0.8291390728476821
P(Inspired fraction of oxygen=Negated | RSV=True) = 6.622516556291391E-4
P(Inspired fraction of oxygen=Present | RSV=True) = 0.17019867549668874
P(Examination finding=Not Mentioned | RSV=False) = 0.96365737768075
P(Examination finding=Negated | RSV=False) = 3.5023407310552555E-5
P(Examination finding=Present | RSV=False) = 0.03630759891193948
P(Examination finding=Not Mentioned | RSV=True) = 0.9920529801324504
P(Examination finding=Negated | RSV=True) = 6.622516556291391E-4
P(Examination finding=Present | RSV=True) = 0.00728476821192053
P(Urine screening normal=Not Mentioned | RSV=False) = 0.9957504932463196
P(Urine screening normal=Negated | RSV=False) = 1.1674469103517518E-5
P(Urine screening normal=Present | RSV=False) = 0.004237832284576859
P(Urine screening normal=Not Mentioned | RSV=True) = 0.980794701986755
P(Urine screening normal=Negated | RSV=True) = 6.622516556291391E-4
P(Urine screening normal=Present | RSV=True) = 0.018543046357615896
P(3/4=Not Mentioned | RSV=False) = 0.995715469839009
P(3/4=Negated | RSV=False) = 1.1674469103517518E-5
P(3/4=Present | RSV=False) = 0.004272855691887412
P(3/4=Not Mentioned | RSV=True) = 0.9887417218543046
P(3/4=Negated | RSV=True) = 6.622516556291391E-4
P(3/4=Present | RSV=True) = 0.010596026490066225
P(Decreasing=Not Mentioned | RSV=False) = 0.9923415482680925
P(Decreasing=Negated | RSV=False) = 3.0353619669145547E-4
P(Decreasing=Present | RSV=False) = 0.007354915535216036
P(Decreasing=Not Mentioned | RSV=True) = 0.9728476821192052
P(Decreasing=Negated | RSV=True) = 0.0013245033112582781
P(Decreasing=Present | RSV=True) = 0.025827814569536423
P(Homicidal thoughts=Not Mentioned | RSV=False) = 0.9724249039774916
P(Homicidal thoughts=Negated | RSV=False) = 0.0084639901000502
P(Homicidal thoughts=Present | RSV=False) = 0.019111105922458176
P(Homicidal thoughts=Not Mentioned | RSV=True) = 0.9973509933774835
P(Homicidal thoughts=Negated | RSV=True) = 0.0013245033112582781
P(Homicidal thoughts=Present | RSV=True) = 0.0013245033112582781
P(PMH - past medical history=Not Mentioned | RSV=False) = 0.47410019029384637
P(PMH - past medical history=Negated | RSV=False) = 0.040136824777893224
P(PMH - past medical history=Present | RSV=False) = 0.48576298492826037
P(PMH - past medical history=Not Mentioned | RSV=True) = 0.785430463576159
P(PMH - past medical history=Negated | RSV=True) = 0.02052980132450331
P(PMH - past medical history=Present | RSV=True) = 0.19403973509933775
P(H/O: pneumonia=Not Mentioned | RSV=False) = 0.998984321187994
P(H/O: pneumonia=Negated | RSV=False) = 8.172128372462263E-5
P(H/O: pneumonia=Present | RSV=False) = 9.339575282814014E-4
P(H/O: pneumonia=Not Mentioned | RSV=True) = 0.9927152317880795
P(H/O: pneumonia=Negated | RSV=True) = 6.622516556291391E-4
P(H/O: pneumonia=Present | RSV=True) = 0.006622516556291391
P(H/O: asthma=Not Mentioned | RSV=False) = 0.9718411805223157
P(H/O: asthma=Negated | RSV=False) = 0.003537364138365808
P(H/O: asthma=Present | RSV=False) = 0.024621455339318445
P(H/O: asthma=Not Mentioned | RSV=True) = 0.9602649006622517
P(H/O: asthma=Negated | RSV=True) = 0.005298013245033113
P(H/O: asthma=Present | RSV=True) = 0.03443708609271523
P(Red throat=Not Mentioned | RSV=False) = 0.7998529016892957
P(Red throat=Negated | RSV=False) = 0.10393779842861646
P(Red throat=Present | RSV=False) = 0.09620929988208786
P(Red throat=Not Mentioned | RSV=True) = 0.7258278145695364
P(Red throat=Negated | RSV=True) = 0.04966887417218543
P(Red throat=Present | RSV=True) = 0.22450331125827813
P(Moist oral mucosa=Not Mentioned | RSV=False) = 0.9970813827241206
P(Moist oral mucosa=Negated | RSV=False) = 1.1674469103517518E-5
P(Moist oral mucosa=Present | RSV=False) = 0.002906942806775862
P(Moist oral mucosa=Not Mentioned | RSV=True) = 0.9927152317880795
P(Moist oral mucosa=Negated | RSV=True) = 6.622516556291391E-4
P(Moist oral mucosa=Present | RSV=True) = 0.006622516556291391
P(Test Result=Not Mentioned | RSV=False) = 0.9634122138295761
P(Test Result=Negated | RSV=False) = 0.003315549225398975
P(Test Result=Present | RSV=False) = 0.03327223694502492
P(Test Result=Not Mentioned | RSV=True) = 0.919205298013245
P(Test Result=Negated | RSV=True) = 0.0033112582781456954
P(Test Result=Present | RSV=True) = 0.07748344370860927
P(Yellow sputum=Not Mentioned | RSV=False) = 0.9966027294908764
P(Yellow sputum=Negated | RSV=False) = 4.669787641407007E-5
P(Yellow sputum=Present | RSV=False) = 0.0033505726327095276
P(Yellow sputum=Not Mentioned | RSV=True) = 0.9913907284768212
P(Yellow sputum=Negated | RSV=True) = 6.622516556291391E-4
P(Yellow sputum=Present | RSV=True) = 0.007947019867549669
P(Abnormal result=Not Mentioned | RSV=False) = 0.9994396254830311
P(Abnormal result=Negated | RSV=False) = 1.1674469103517518E-5
P(Abnormal result=Present | RSV=False) = 5.487000478653233E-4
P(Abnormal result=Not Mentioned | RSV=True) = 0.9960264900662251
P(Abnormal result=Negated | RSV=True) = 6.622516556291391E-4
P(Abnormal result=Present | RSV=True) = 0.0033112582781456954
P(Pressure (finding)=Not Mentioned | RSV=False) = 0.9585322857443058
P(Pressure (finding)=Negated | RSV=False) = 7.004681462110511E-4
P(Pressure (finding)=Present | RSV=False) = 0.04076724610948317
P(Pressure (finding)=Not Mentioned | RSV=True) = 0.9814569536423841
P(Pressure (finding)=Negated | RSV=True) = 6.622516556291391E-4
P(Pressure (finding)=Present | RSV=True) = 0.017880794701986755
P(1/3 meter (distance vision finding)=Not Mentioned | RSV=False) = 0.969681403738165
P(1/3 meter (distance vision finding)=Negated | RSV=False) = 5.253511096582883E-4
P(1/3 meter (distance vision finding)=Present | RSV=False) = 0.029793245152176705
P(1/3 meter (distance vision finding)=Not Mentioned | RSV=True) = 0.9847682119205298
P(1/3 meter (distance vision finding)=Negated | RSV=True) = 6.622516556291391E-4
P(1/3 meter (distance vision finding)=Present | RSV=True) = 0.01456953642384106
P(Cardiovascular symptoms=Not Mentioned | RSV=False) = 0.8915208330901152
P(Cardiovascular symptoms=Negated | RSV=False) = 7.004681462110511E-5
P(Cardiovascular symptoms=Present | RSV=False) = 0.10840912009526367
P(Cardiovascular symptoms=Not Mentioned | RSV=True) = 0.6357615894039735
P(Cardiovascular symptoms=Negated | RSV=True) = 6.622516556291391E-4
P(Cardiovascular symptoms=Present | RSV=True) = 0.36357615894039735
P(Respiratory distress=Not Mentioned | RSV=False) = 0.9292994151090979
P(Respiratory distress=Negated | RSV=False) = 0.025893972471601853
P(Respiratory distress=Present | RSV=False) = 0.04480661241930023
P(Respiratory distress=Not Mentioned | RSV=True) = 0.6483443708609271
P(Respiratory distress=Negated | RSV=True) = 0.0456953642384106
P(Respiratory distress=Present | RSV=True) = 0.30596026490066225
P(History source=Not Mentioned | RSV=False) = 0.7614789217460336
P(History source=Negated | RSV=False) = 1.1674469103517518E-5
P(History source=Present | RSV=False) = 0.23850940378486288
P(History source=Not Mentioned | RSV=True) = 0.35496688741721855
P(History source=Negated | RSV=True) = 6.622516556291391E-4
P(History source=Present | RSV=True) = 0.6443708609271523
P(Hospital course=Not Mentioned | RSV=False) = 0.7824112448486406
P(Hospital course=Negated | RSV=False) = 8.055383681427087E-4
P(Hospital course=Present | RSV=False) = 0.21678321678321677
P(Hospital course=Not Mentioned | RSV=True) = 0.9490066225165563
P(Hospital course=Negated | RSV=True) = 0.0013245033112582781
P(Hospital course=Present | RSV=True) = 0.04966887417218543
P(Rectal temperature=Not Mentioned | RSV=False) = 0.9987041339295095
P(Rectal temperature=Negated | RSV=False) = 3.5023407310552555E-5
P(Rectal temperature=Present | RSV=False) = 0.001260842663179892
P(Rectal temperature=Not Mentioned | RSV=True) = 0.9788079470198675
P(Rectal temperature=Negated | RSV=True) = 0.0013245033112582781
P(Rectal temperature=Present | RSV=True) = 0.019867549668874173
P(energy level=Not Mentioned | RSV=False) = 0.9989726467188904
P(energy level=Negated | RSV=False) = 1.1674469103517518E-5
P(energy level=Present | RSV=False) = 0.001015678812006024
P(energy level=Not Mentioned | RSV=True) = 0.9953642384105961
P(energy level=Negated | RSV=True) = 6.622516556291391E-4
P(energy level=Present | RSV=True) = 0.003973509933774834
P(Social warmth=Not Mentioned | RSV=False) = 0.9561156706398777
P(Social warmth=Negated | RSV=False) = 0.007600079386389904
P(Social warmth=Present | RSV=False) = 0.036284249973732446
P(Social warmth=Not Mentioned | RSV=True) = 0.9953642384105961
P(Social warmth=Negated | RSV=True) = 0.0013245033112582781
P(Social warmth=Present | RSV=True) = 0.0033112582781456954
P(Neurologic Deficits=Not Mentioned | RSV=False) = 0.8483019484688934
P(Neurologic Deficits=Negated | RSV=False) = 0.007985336866805982
P(Neurologic Deficits=Present | RSV=False) = 0.14371271466430063
P(Neurologic Deficits=Not Mentioned | RSV=True) = 0.8470198675496688
P(Neurologic Deficits=Negated | RSV=True) = 0.001986754966887417
P(Neurologic Deficits=Present | RSV=True) = 0.1509933774834437
P(Mean Corpuscular Volume (result)=Not Mentioned | RSV=False) = 0.7835436683516817
P(Mean Corpuscular Volume (result)=Negated | RSV=False) = 4.669787641407007E-5
P(Mean Corpuscular Volume (result)=Present | RSV=False) = 0.21640963377190423
P(Mean Corpuscular Volume (result)=Not Mentioned | RSV=True) = 0.7158940397350994
P(Mean Corpuscular Volume (result)=Negated | RSV=True) = 6.622516556291391E-4
P(Mean Corpuscular Volume (result)=Present | RSV=True) = 0.28344370860927154
P(Observation of Sensation=Not Mentioned | RSV=False) = 0.7915640286257982
P(Observation of Sensation=Negated | RSV=False) = 0.002299870413392951
P(Observation of Sensation=Present | RSV=False) = 0.2061361009608088
P(Observation of Sensation=Not Mentioned | RSV=True) = 0.9596026490066225
P(Observation of Sensation=Negated | RSV=True) = 0.0013245033112582781
P(Observation of Sensation=Present | RSV=True) = 0.0390728476821192
P(Visual disturbance=Not Mentioned | RSV=False) = 0.9796514003525689
P(Visual disturbance=Negated | RSV=False) = 0.013425639469045144
P(Visual disturbance=Present | RSV=False) = 0.006922960178385888
P(Visual disturbance=Not Mentioned | RSV=True) = 0.9940397350993377
P(Visual disturbance=Negated | RSV=True) = 0.004635761589403974
P(Visual disturbance=Present | RSV=True) = 0.0013245033112582781
P(Patient currently pregnant=Not Mentioned | RSV=False) = 0.9855586817189488
P(Patient currently pregnant=Negated | RSV=False) = 0.0010273532811095416
P(Patient currently pregnant=Present | RSV=False) = 0.013413964999941628
P(Patient currently pregnant=Not Mentioned | RSV=True) = 0.9960264900662251
P(Patient currently pregnant=Negated | RSV=True) = 6.622516556291391E-4
P(Patient currently pregnant=Present | RSV=True) = 0.0033112582781456954
P(Skin appearance normal (finding)=Not Mentioned | RSV=False) = 0.14950325133964534
P(Skin appearance normal (finding)=Negated | RSV=False) = 0.012013028707519526
P(Skin appearance normal (finding)=Present | RSV=False) = 0.8384837199528351
P(Skin appearance normal (finding)=Not Mentioned | RSV=True) = 0.09536423841059603
P(Skin appearance normal (finding)=Negated | RSV=True) = 0.011920529801324504
P(Skin appearance normal (finding)=Present | RSV=True) = 0.8927152317880794
P(Family social history=Not Mentioned | RSV=False) = 0.995622074086181
P(Family social history=Negated | RSV=False) = 1.1674469103517517E-4
P(Family social history=Present | RSV=False) = 0.004261181222783894
P(Family social history=Not Mentioned | RSV=True) = 0.990728476821192
P(Family social history=Negated | RSV=True) = 0.0013245033112582781
P(Family social history=Present | RSV=True) = 0.007947019867549669
P(Victim of abuse finding=Not Mentioned | RSV=False) = 0.98035186849878
P(Victim of abuse finding=Negated | RSV=False) = 0.001377587354215067
P(Victim of abuse finding=Present | RSV=False) = 0.018270544147004915
P(Victim of abuse finding=Not Mentioned | RSV=True) = 0.9960264900662251
P(Victim of abuse finding=Negated | RSV=True) = 6.622516556291391E-4
P(Victim of abuse finding=Present | RSV=True) = 0.0033112582781456954
P(Persistent cough=Not Mentioned | RSV=False) = 0.9979569679068845
P(Persistent cough=Negated | RSV=False) = 4.669787641407007E-5
P(Persistent cough=Present | RSV=False) = 0.0019963342167014955
P(Persistent cough=Not Mentioned | RSV=True) = 0.9774834437086093
P(Persistent cough=Negated | RSV=True) = 6.622516556291391E-4
P(Persistent cough=Present | RSV=True) = 0.02185430463576159
P(Able to drink=Not Mentioned | RSV=False) = 0.9954936549260422
P(Able to drink=Negated | RSV=False) = 8.172128372462263E-5
P(Able to drink=Present | RSV=False) = 0.004424623790233139
P(Able to drink=Not Mentioned | RSV=True) = 0.9894039735099338
P(Able to drink=Negated | RSV=True) = 6.622516556291391E-4
P(Able to drink=Present | RSV=True) = 0.009933774834437087
P(Normal sensation=Not Mentioned | RSV=False) = 0.9839476049826634
P(Normal sensation=Negated | RSV=False) = 2.3348938207035035E-5
P(Normal sensation=Present | RSV=False) = 0.016029046079129552
P(Normal sensation=Not Mentioned | RSV=True) = 0.9973509933774835
P(Normal sensation=Negated | RSV=True) = 6.622516556291391E-4
P(Normal sensation=Present | RSV=True) = 0.001986754966887417
P(Mass of body structure=Not Mentioned | RSV=False) = 0.8604667452747586
P(Mass of body structure=Negated | RSV=False) = 0.007004681462110511
P(Mass of body structure=Present | RSV=False) = 0.13252857326313086
P(Mass of body structure=Not Mentioned | RSV=True) = 0.9549668874172186
P(Mass of body structure=Negated | RSV=True) = 0.0026490066225165563
P(Mass of body structure=Present | RSV=True) = 0.0423841059602649
P(Mass of body region=Not Mentioned | RSV=False) = 0.8661055138517576
P(Mass of body region=Negated | RSV=False) = 0.006981332523903475
P(Mass of body region=Present | RSV=False) = 0.12691315362433894
P(Mass of body region=Not Mentioned | RSV=True) = 0.9549668874172186
P(Mass of body region=Negated | RSV=True) = 0.0026490066225165563
P(Mass of body region=Present | RSV=True) = 0.0423841059602649
P(Expiratory crackles=Not Mentioned | RSV=False) = 0.9998365574325507
P(Expiratory crackles=Negated | RSV=False) = 1.1674469103517518E-5
P(Expiratory crackles=Present | RSV=False) = 1.5176809834572774E-4
P(Expiratory crackles=Not Mentioned | RSV=True) = 0.990728476821192
P(Expiratory crackles=Negated | RSV=True) = 6.622516556291391E-4
P(Expiratory crackles=Present | RSV=True) = 0.008609271523178808
P(Finding of body mass index=Not Mentioned | RSV=False) = 0.9313307727331099
P(Finding of body mass index=Negated | RSV=False) = 3.5023407310552555E-5
P(Finding of body mass index=Present | RSV=False) = 0.06863420385957948
P(Finding of body mass index=Not Mentioned | RSV=True) = 0.9801324503311258
P(Finding of body mass index=Negated | RSV=True) = 6.622516556291391E-4
P(Finding of body mass index=Present | RSV=True) = 0.019205298013245033
P(Pupils equal=Not Mentioned | RSV=False) = 0.8772896552529273
P(Pupils equal=Negated | RSV=False) = 3.5023407310552555E-5
P(Pupils equal=Present | RSV=False) = 0.12267532133976207
P(Pupils equal=Not Mentioned | RSV=True) = 0.9543046357615894
P(Pupils equal=Negated | RSV=True) = 6.622516556291391E-4
P(Pupils equal=Present | RSV=True) = 0.045033112582781455
P(Does move=Not Mentioned | RSV=False) = 0.8210770865194905
P(Does move=Negated | RSV=False) = 1.4009362924221022E-4
P(Does move=Present | RSV=False) = 0.17878281985126726
P(Does move=Not Mentioned | RSV=True) = 0.562251655629139
P(Does move=Negated | RSV=True) = 6.622516556291391E-4
P(Does move=Present | RSV=True) = 0.4370860927152318
P(Feels warm=Not Mentioned | RSV=False) = 0.21802071050818964
P(Feels warm=Negated | RSV=False) = 0.007168124029559755
P(Feels warm=Present | RSV=False) = 0.7748111654622506
P(Feels warm=Not Mentioned | RSV=True) = 0.17218543046357615
P(Feels warm=Negated | RSV=True) = 0.001986754966887417
P(Feels warm=Present | RSV=True) = 0.8258278145695365
P(Eye symptom=Not Mentioned | RSV=False) = 0.888380400901269
P(Eye symptom=Negated | RSV=False) = 2.8018725848442044E-4
P(Eye symptom=Present | RSV=False) = 0.11133941184024657
P(Eye symptom=Not Mentioned | RSV=True) = 0.6019867549668875
P(Eye symptom=Negated | RSV=True) = 6.622516556291391E-4
P(Eye symptom=Present | RSV=True) = 0.3973509933774834
P(Skin symptom=Not Mentioned | RSV=False) = 0.8534970872199587
P(Skin symptom=Negated | RSV=False) = 5.720489860723583E-4
P(Skin symptom=Present | RSV=False) = 0.14593086379396897
P(Skin symptom=Not Mentioned | RSV=True) = 0.5231788079470199
P(Skin symptom=Negated | RSV=True) = 0.001986754966887417
P(Skin symptom=Present | RSV=True) = 0.47483443708609274
P(Discharge status=Not Mentioned | RSV=False) = 0.8072078172245117
P(Discharge status=Negated | RSV=False) = 2.3348938207035035E-5
P(Discharge status=Present | RSV=False) = 0.19276883383728124
P(Discharge status=Not Mentioned | RSV=True) = 0.9874172185430463
P(Discharge status=Negated | RSV=True) = 6.622516556291391E-4
P(Discharge status=Present | RSV=True) = 0.011920529801324504
P(Urine cocaine level result=Not Mentioned | RSV=False) = 0.9825933665666554
P(Urine cocaine level result=Negated | RSV=False) = 1.1674469103517518E-5
P(Urine cocaine level result=Present | RSV=False) = 0.017394958964241102
P(Urine cocaine level result=Not Mentioned | RSV=True) = 0.9966887417218543
P(Urine cocaine level result=Negated | RSV=True) = 6.622516556291391E-4
P(Urine cocaine level result=Present | RSV=True) = 0.0026490066225165563
P(Household composition=Not Mentioned | RSV=False) = 0.876717606266855
P(Household composition=Negated | RSV=False) = 0.0011440979721447167
P(Household composition=Present | RSV=False) = 0.12213829576100027
P(Household composition=Not Mentioned | RSV=True) = 0.8225165562913908
P(Household composition=Negated | RSV=True) = 0.0013245033112582781
P(Household composition=Present | RSV=True) = 0.176158940397351
P(Does speak=Not Mentioned | RSV=False) = 0.9672414396955299
P(Does speak=Negated | RSV=False) = 5.487000478653233E-4
P(Does speak=Present | RSV=False) = 0.03220986025660483
P(Does speak=Not Mentioned | RSV=True) = 0.9880794701986755
P(Does speak=Negated | RSV=True) = 6.622516556291391E-4
P(Does speak=Present | RSV=True) = 0.011258278145695364
P(Clouded consciousness=Not Mentioned | RSV=False) = 0.9499165275459098
P(Clouded consciousness=Negated | RSV=False) = 0.03354074973440583
P(Clouded consciousness=Present | RSV=False) = 0.016542722719684322
P(Clouded consciousness=Not Mentioned | RSV=True) = 0.9781456953642385
P(Clouded consciousness=Negated | RSV=True) = 0.008609271523178808
P(Clouded consciousness=Present | RSV=True) = 0.013245033112582781
P(Right lower quadrant pain=Not Mentioned | RSV=False) = 0.9925400142428523
P(Right lower quadrant pain=Negated | RSV=False) = 4.553042950371832E-4
P(Right lower quadrant pain=Present | RSV=False) = 0.007004681462110511
P(Right lower quadrant pain=Not Mentioned | RSV=True) = 0.9980132450331126
P(Right lower quadrant pain=Negated | RSV=True) = 6.622516556291391E-4
P(Right lower quadrant pain=Present | RSV=True) = 0.0013245033112582781
