===== Class Prior Probabilities =====
P(HMPV=False) = 0.9972732508256643
P(HMPV=True) = 0.002726749174335649

===== Conditional Probabilities =====
P(AGE=Not Mentioned | HMPV=False) = 1.1784809380708267E-4
P(1/3 meter (distance vision finding)=Present | HMPV=False) = 0.029556998574004456
P(1/3 meter (distance vision finding)=Not Mentioned | HMPV=True) = 0.9786324786324786
P(1/3 meter (distance vision finding)=Negated | HMPV=True) = 0.004273504273504274
P(1/3 meter (distance vision finding)=Present | HMPV=True) = 0.017094017094017096
P(Cardiovascular symptoms=Not Mentioned | HMPV=False) = 0.9169269206745784
P(Cardiovascular symptoms=Negated | HMPV=False) = 5.89254357535974E-5
P(Cardiovascular symptoms=Present | HMPV=False) = 0.08301415388966801
P(Cardiovascular symptoms=Not Mentioned | HMPV=True) = 0.7948717948717948
P(Cardiovascular symptoms=Negated | HMPV=True) = 0.004273504273504274
P(Cardiovascular symptoms=Present | HMPV=True) = 0.20085470085470086
P(Respiratory distress=Not Mentioned | HMPV=False) = 0.9368672881335958
P(Respiratory distress=Negated | HMPV=False) = 0.02471332775505875
P(Respiratory distress=Present | HMPV=False) = 0.0384193841113455
P(Respiratory distress=Not Mentioned | HMPV=True) = 0.7094017094017094
P(Respiratory distress=Negated | HMPV=True) = 0.05555555555555555
P(Respiratory distress=Present | HMPV=True) = 0.23504273504273504
P(History source=Not Mentioned | HMPV=False) = 0.8201949253414729
P(History source=Negated | HMPV=False) = 1.178508715071948E-5
P(History source=Present | HMPV=False) = 0.17979328957137639
P(History source=Not Mentioned | HMPV=True) = 0.6581196581196581
P(History source=Negated | HMPV=True) = 0.004273504273504274
P(History source=Present | HMPV=True) = 0.33760683760683763
P(Hospital course=Not Mentioned | HMPV=False) = 0.8036015226332599
P(Hospital course=Negated | HMPV=False) = 4.2426313742590125E-4
P(Hospital course=Present | HMPV=False) = 0.19597421422931421
P(Hospital course=Not Mentioned | HMPV=True) = 0.8632478632478633
P(Hospital course=Negated | HMPV=True) = 0.004273504273504274
P(Hospital course=Present | HMPV=True) = 0.13247863247863248
P(energy level=Not Mentioned | HMPV=False) = 0.9991986140737511
P(energy level=Negated | HMPV=False) = 1.178508715071948E-5
P(energy level=Present | HMPV=False) = 7.896008390982051E-4
P(energy level=Not Mentioned | HMPV=True) = 0.9871794871794872
P(energy level=Negated | HMPV=True) = 0.004273504273504274
P(energy level=Present | HMPV=True) = 0.008547008547008548
P(Hematocrit level=Not Mentioned | HMPV=False) = 0.9901712373163
P(Hematocrit level=Negated | HMPV=False) = 4.714034860287792E-5
P(Hematocrit level=Present | HMPV=False) = 0.009781622335097167
P(Hematocrit level=Not Mentioned | HMPV=True) = 0.9786324786324786
P(Hematocrit level=Negated | HMPV=True) = 0.004273504273504274
P(Hematocrit level=Present | HMPV=True) = 0.017094017094017096
P(Social warmth=Not Mentioned | HMPV=False) = 0.9583161467479052
P(Social warmth=Negated | HMPV=False) = 0.00678821019881442
P(Social warmth=Present | HMPV=False) = 0.03489564305328038
P(Social warmth=Not Mentioned | HMPV=True) = 0.9829059829059829
P(Social warmth=Negated | HMPV=True) = 0.004273504273504274
P(Social warmth=Present | HMPV=True) = 0.01282051282051282
P(Neurologic Deficits=Not Mentioned | HMPV=False) = 0.880817413644774
P(Neurologic Deficits=Negated | HMPV=False) = 0.007801727693776296
P(Neurologic Deficits=Present | HMPV=False) = 0.1113808586614498
P(Neurologic Deficits=Not Mentioned | HMPV=True) = 0.8974358974358975
P(Neurologic Deficits=Negated | HMPV=True) = 0.008547008547008548
P(Neurologic Deficits=Present | HMPV=True) = 0.09401709401709402
P(Normal reflex=Not Mentioned | HMPV=False) = 0.9939306801173795
P(Normal reflex=Negated | HMPV=False) = 1.178508715071948E-5
P(Normal reflex=Present | HMPV=False) = 0.006057534795469812
P(Normal reflex=Not Mentioned | HMPV=True) = 0.9871794871794872
P(Normal reflex=Negated | HMPV=True) = 0.004273504273504274
P(Normal reflex=Present | HMPV=True) = 0.008547008547008548
P(Mean Corpuscular Volume (result)=Not Mentioned | HMPV=False) = 0.7724417522067576
P(Mean Corpuscular Volume (result)=Negated | HMPV=False) = 5.89254357535974E-5
P(Mean Corpuscular Volume (result)=Present | HMPV=False) = 0.22749932235748882
P(Mean Corpuscular Volume (result)=Not Mentioned | HMPV=True) = 0.5641025641025641
P(Mean Corpuscular Volume (result)=Negated | HMPV=True) = 0.004273504273504274
P(Mean Corpuscular Volume (result)=Present | HMPV=True) = 0.43162393162393164
P(Observation of Sensation=Not Mentioned | HMPV=False) = 0.8011502245059102
P(Observation of Sensation=Negated | HMPV=False) = 0.0024159428658974934
P(Observation of Sensation=Present | HMPV=False) = 0.19643383262819228
P(Observation of Sensation=Not Mentioned | HMPV=True) = 0.9230769230769231
P(Observation of Sensation=Negated | HMPV=True) = 0.004273504273504274
P(Observation of Sensation=Present | HMPV=True) = 0.07264957264957266
P(None=Not Mentioned | HMPV=False) = 0.13291221288581428
P(None=Negated | HMPV=False) = 0.0017795481597586414
P(None=Present | HMPV=False) = 0.8653082389544271
P(None=Not Mentioned | HMPV=True) = 0.16666666666666666
P(None=Negated | HMPV=True) = 0.008547008547008548
P(None=Present | HMPV=True) = 0.8247863247863247
P(Patient currently pregnant=Not Mentioned | HMPV=False) = 0.9861996629465075
P(Patient currently pregnant=Negated | HMPV=False) = 0.0010606578435647532
P(Patient currently pregnant=Present | HMPV=False) = 0.012739679209927758
P(Patient currently pregnant=Not Mentioned | HMPV=True) = 0.9871794871794872
P(Patient currently pregnant=Negated | HMPV=True) = 0.004273504273504274
P(Patient currently pregnant=Present | HMPV=True) = 0.008547008547008548
P(Skin appearance normal (finding)=Not Mentioned | HMPV=False) = 0.20564977078005492
P(Skin appearance normal (finding)=Negated | HMPV=False) = 0.011820442412171638
P(Skin appearance normal (finding)=Present | HMPV=False) = 0.7825297868077734
P(Skin appearance normal (finding)=Not Mentioned | HMPV=True) = 0.19230769230769232
P(Skin appearance normal (finding)=Negated | HMPV=True) = 0.017094017094017096
P(Skin appearance normal (finding)=Present | HMPV=True) = 0.7905982905982906
P(Ability to balance=Not Mentioned | HMPV=False) = 0.9885448952895006
P(Ability to balance=Negated | HMPV=False) = 6.12824531837413E-4
P(Ability to balance=Present | HMPV=False) = 0.010842280178661921
P(Ability to balance=Not Mentioned | HMPV=True) = 0.9786324786324786
P(Ability to balance=Negated | HMPV=True) = 0.004273504273504274
P(Ability to balance=Present | HMPV=True) = 0.017094017094017096
P(Victim of abuse finding=Not Mentioned | HMPV=False) = 0.9809906544258895
P(Victim of abuse finding=Negated | HMPV=False) = 0.0012727894122777038
P(Victim of abuse finding=Present | HMPV=False) = 0.017736556161832815
P(Victim of abuse finding=Not Mentioned | HMPV=True) = 0.9914529914529915
P(Victim of abuse finding=Negated | HMPV=True) = 0.004273504273504274
P(Victim of abuse finding=Present | HMPV=True) = 0.004273504273504274
P(Persistent cough=Not Mentioned | HMPV=False) = 0.9981379562301863
P(Persistent cough=Negated | HMPV=False) = 4.714034860287792E-5
P(Persistent cough=Present | HMPV=False) = 0.0018149034212107998
P(Persistent cough=Not Mentioned | HMPV=True) = 0.9743589743589743
P(Persistent cough=Negated | HMPV=True) = 0.004273504273504274
P(Persistent cough=Present | HMPV=True) = 0.021367521367521368
P(Feeling relief=Not Mentioned | HMPV=False) = 0.9351466654095907
P(Feeling relief=Negated | HMPV=False) = 0.020317490247840384
P(Feeling relief=Present | HMPV=False) = 0.044535844342568916
P(Feeling relief=Not Mentioned | HMPV=True) = 0.9358974358974359
P(Feeling relief=Negated | HMPV=True) = 0.021367521367521368
P(Feeling relief=Present | HMPV=True) = 0.042735042735042736
P(Able to drink=Not Mentioned | HMPV=False) = 0.9960166405430568
P(Able to drink=Negated | HMPV=False) = 7.071052290431687E-5
P(Able to drink=Present | HMPV=False) = 0.003912648934038867
P(Able to drink=Not Mentioned | HMPV=True) = 0.9914529914529915
P(Able to drink=Negated | HMPV=True) = 0.004273504273504274
P(Able to drink=Present | HMPV=True) = 0.004273504273504274
P(Unable to feed self=Not Mentioned | HMPV=False) = 0.893168184978728
P(Unable to feed self=Negated | HMPV=False) = 7.188903161938883E-4
P(Unable to feed self=Present | HMPV=False) = 0.10611292470507819
P(Unable to feed self=Not Mentioned | HMPV=True) = 0.8675213675213675
P(Unable to feed self=Negated | HMPV=True) = 0.004273504273504274
P(Unable to feed self=Present | HMPV=True) = 0.1282051282051282
P(Mass of body structure=Not Mentioned | HMPV=False) = 0.8648604056426997
P(Mass of body structure=Negated | HMPV=False) = 0.006623218978704348
P(Mass of body structure=Present | HMPV=False) = 0.12851637537859592
P(Mass of body structure=Not Mentioned | HMPV=True) = 0.9401709401709402
P(Mass of body structure=Negated | HMPV=True) = 0.008547008547008548
P(Mass of body structure=Present | HMPV=True) = 0.05128205128205128
P(Mass of body region=Not Mentioned | HMPV=False) = 0.8699987036404134
P(Mass of body region=Negated | HMPV=False) = 0.006587863717252189
P(Mass of body region=Present | HMPV=False) = 0.12341343264233438
P(Mass of body region=Not Mentioned | HMPV=True) = 0.9401709401709402
P(Mass of body region=Negated | HMPV=True) = 0.008547008547008548
P(Mass of body region=Present | HMPV=True) = 0.05128205128205128
P(Finding of body mass index=Not Mentioned | HMPV=False) = 0.937527253014036
P(Finding of body mass index=Negated | HMPV=False) = 3.5355261452158435E-5
P(Finding of body mass index=Present | HMPV=False) = 0.0624373917245118
P(Finding of body mass index=Not Mentioned | HMPV=True) = 0.9145299145299145
P(Finding of body mass index=Negated | HMPV=True) = 0.004273504273504274
P(Finding of body mass index=Present | HMPV=True) = 0.0811965811965812
P(Hemodynamically stable=Not Mentioned | HMPV=False) = 0.9442683228642476
P(Hemodynamically stable=Negated | HMPV=False) = 2.71057004466548E-4
P(Hemodynamically stable=Present | HMPV=False) = 0.05546062013128587
P(Hemodynamically stable=Not Mentioned | HMPV=True) = 0.9273504273504274
P(Hemodynamically stable=Negated | HMPV=True) = 0.004273504273504274
P(Hemodynamically stable=Present | HMPV=True) = 0.06837606837606838
P(Pupils equal=Not Mentioned | HMPV=False) = 0.8864860405642699
P(Pupils equal=Negated | HMPV=False) = 3.5355261452158435E-5
P(Pupils equal=Present | HMPV=False) = 0.11347860417427787
P(Pupils equal=Not Mentioned | HMPV=True) = 0.9102564102564102
P(Pupils equal=Negated | HMPV=True) = 0.004273504273504274
P(Pupils equal=Present | HMPV=True) = 0.08547008547008547
P(Does move=Not Mentioned | HMPV=False) = 0.8474891871825392
P(Does move=Negated | HMPV=False) = 1.7677630726079218E-4
P(Does move=Present | HMPV=False) = 0.1523340365102
P(Does move=Not Mentioned | HMPV=True) = 0.7136752136752137
P(Does move=Negated | HMPV=True) = 0.004273504273504274
P(Does move=Present | HMPV=True) = 0.28205128205128205
P(Feels warm=Not Mentioned | HMPV=False) = 0.27177589478274194
P(Feels warm=Negated | HMPV=False) = 0.006458227758594275
P(Feels warm=Present | HMPV=False) = 0.7217658774586638
P(Feels warm=Not Mentioned | HMPV=True) = 0.27350427350427353
P(Feels warm=Negated | HMPV=True) = 0.008547008547008548
P(Feels warm=Present | HMPV=True) = 0.717948717948718
P(Eye symptom=Not Mentioned | HMPV=False) = 0.9124368024701542
P(Eye symptom=Negated | HMPV=False) = 1.7677630726079218E-4
P(Eye symptom=Present | HMPV=False) = 0.08738642122258494
P(Eye symptom=Not Mentioned | HMPV=True) = 0.7863247863247863
P(Eye symptom=Negated | HMPV=True) = 0.004273504273504274
P(Eye symptom=Present | HMPV=True) = 0.2094017094017094
P(Skin symptom=Not Mentioned | HMPV=False) = 0.8851071853676358
P(Skin symptom=Negated | HMPV=False) = 5.067587474809377E-4
P(Skin symptom=Present | HMPV=False) = 0.11438605588488326
P(Skin symptom=Not Mentioned | HMPV=True) = 0.7307692307692307
P(Skin symptom=Negated | HMPV=True) = 0.008547008547008548
P(Skin symptom=Present | HMPV=True) = 0.2606837606837607
P(Discharge status=Not Mentioned | HMPV=False) = 0.7972375755718714
P(Discharge status=Negated | HMPV=False) = 1.178508715071948E-5
P(Discharge status=Present | HMPV=False) = 0.20275063934097792
P(Discharge status=Not Mentioned | HMPV=True) = 0.9700854700854701
P(Discharge status=Negated | HMPV=True) = 0.004273504273504274
P(Discharge status=Present | HMPV=True) = 0.02564102564102564
P(Laboratory test finding=Not Mentioned | HMPV=False) = 0.6181396061423874
P(Laboratory test finding=Negated | HMPV=False) = 0.002604504260309005
P(Laboratory test finding=Present | HMPV=False) = 0.37925588959730355
P(Laboratory test finding=Not Mentioned | HMPV=True) = 0.49572649572649574
P(Laboratory test finding=Negated | HMPV=True) = 0.004273504273504274
P(Laboratory test finding=Present | HMPV=True) = 0.5
P(Urine cocaine level result=Not Mentioned | HMPV=False) = 0.9808256632057794
P(Urine cocaine level result=Negated | HMPV=False) = 1.178508715071948E-5
P(Urine cocaine level result=Present | HMPV=False) = 0.019162551707069875
P(Urine cocaine level result=Not Mentioned | HMPV=True) = 0.9914529914529915
P(Urine cocaine level result=Negated | HMPV=True) = 0.004273504273504274
P(Urine cocaine level result=Present | HMPV=True) = 0.004273504273504274
P(Follow-up status=Not Mentioned | HMPV=False) = 0.9575736862574099
P(Follow-up status=Negated | HMPV=False) = 0.0016145569396485687
P(Follow-up status=Present | HMPV=False) = 0.04081175680294156
P(Follow-up status=Not Mentioned | HMPV=True) = 0.9914529914529915
P(Follow-up status=Negated | HMPV=True) = 0.004273504273504274
P(Follow-up status=Present | HMPV=True) = 0.004273504273504274
P(Household composition=Not Mentioned | HMPV=False) = 0.8976700882703028
P(Household composition=Negated | HMPV=False) = 0.0011431534536197896
P(Household composition=Present | HMPV=False) = 0.10118675827607745
P(Household composition=Not Mentioned | HMPV=True) = 0.8589743589743589
P(Household composition=Negated | HMPV=True) = 0.004273504273504274
P(Household composition=Present | HMPV=True) = 0.13675213675213677
P(Observation of reflex=Not Mentioned | HMPV=False) = 0.9772547817991114
P(Observation of reflex=Negated | HMPV=False) = 2.357017430143896E-4
P(Observation of reflex=Present | HMPV=False) = 0.022509516457874208
P(Observation of reflex=Not Mentioned | HMPV=True) = 0.9871794871794872
P(Observation of reflex=Negated | HMPV=True) = 0.004273504273504274
P(Observation of reflex=Present | HMPV=True) = 0.008547008547008548
P(Does speak=Not Mentioned | HMPV=False) = 0.9694412690181844
P(Does speak=Negated | HMPV=False) = 6.010394446866934E-4
P(Does speak=Present | HMPV=False) = 0.029957691537128916
P(Does speak=Not Mentioned | HMPV=True) = 0.9829059829059829
P(Does speak=Negated | HMPV=True) = 0.004273504273504274
P(Does speak=Present | HMPV=True) = 0.01282051282051282
P(Gravidity=Not Mentioned | HMPV=False) = 0.9864000094280697
P(Gravidity=Negated | HMPV=False) = 9.192367977561194E-4
P(Gravidity=Present | HMPV=False) = 0.01268075377417416
P(Gravidity=Not Mentioned | HMPV=True) = 0.9871794871794872
P(Gravidity=Negated | HMPV=True) = 0.004273504273504274
P(Gravidity=Present | HMPV=True) = 0.008547008547008548
P(Clouded consciousness=Not Mentioned | HMPV=False) = 0.9397192792240698
P(Clouded consciousness=Negated | HMPV=False) = 0.04348697158615488
P(Clouded consciousness=Present | HMPV=False) = 0.016793749189775258
P(Clouded consciousness=Not Mentioned | HMPV=True) = 0.9743589743589743
P(Clouded consciousness=Negated | HMPV=True) = 0.021367521367521368
P(Clouded consciousness=Present | HMPV=True) = 0.004273504273504274
P(Patient Physiological Condition=Not Mentioned | HMPV=False) = 0.981850965787892
P(Patient Physiological Condition=Negated | HMPV=False) = 5.89254357535974E-5
P(Patient Physiological Condition=Present | HMPV=False) = 0.0180901087763544
P(Patient Physiological Condition=Not Mentioned | HMPV=True) = 0.9743589743589743
P(Patient Physiological Condition=Negated | HMPV=True) = 0.004273504273504274
P(Patient Physiological Condition=Present | HMPV=True) = 0.021367521367521368
P(Myotonus (finding)=Not Mentioned | HMPV=False) = 0.9913143907699198
P(Myotonus (finding)=Negated | HMPV=False) = 1.178508715071948E-4
P(Myotonus (finding)=Present | HMPV=False) = 0.008567758358573062
P(Myotonus (finding)=Not Mentioned | HMPV=True) = 0.9914529914529915
P(Myotonus (finding)=Negated | HMPV=True) = 0.004273504273504274
P(Myotonus (finding)=Present | HMPV=True) = 0.004273504273504274
P(Hypoxemia=Not Mentioned | HMPV=False) = 0.9975958422212532
P(Hypoxemia=Negated | HMPV=False) = 3.6533770167230384E-4
P(Hypoxemia=Present | HMPV=False) = 0.00203882007707447
P(Hypoxemia=Not Mentioned | HMPV=True) = 0.9316239316239316
P(Hypoxemia=Negated | HMPV=True) = 0.008547008547008548
P(Hypoxemia=Present | HMPV=True) = 0.05982905982905983
P(Memory observations=Not Mentioned | HMPV=False) = 0.9929760880581712
P(Memory observations=Negated | HMPV=False) = 4.8318857317949867E-4
P(Memory observations=Present | HMPV=False) = 0.006540723368649311
P(Memory observations=Not Mentioned | HMPV=True) = 0.9914529914529915
P(Memory observations=Negated | HMPV=True) = 0.004273504273504274
P(Memory observations=Present | HMPV=True) = 0.004273504273504274
P(Increased sweating=Not Mentioned | HMPV=False) = 0.969417698843883
P(Increased sweating=Negated | HMPV=False) = 0.004890811167548584
P(Increased sweating=Present | HMPV=False) = 0.025691489988568465
P(Increased sweating=Not Mentioned | HMPV=True) = 0.9615384615384616
P(Increased sweating=Negated | HMPV=True) = 0.01282051282051282
P(Increased sweating=Present | HMPV=True) = 0.02564102564102564
P(Intoxication=Not Mentioned | HMPV=False) = 0.9853864919331079
P(Intoxication=Negated | HMPV=False) = 6.363947061388519E-4
P(Intoxication=Present | HMPV=False) = 0.013977113360753303
P(Intoxication=Not Mentioned | HMPV=True) = 0.9871794871794872
P(Intoxication=Negated | HMPV=True) = 0.004273504273504274
P(Intoxication=Present | HMPV=True) = 0.008547008547008548
P(Chronic back pain=Not Mentioned | HMPV=False) = 0.9836540841219521
P(Chronic back pain=Negated | HMPV=False) = 1.649912201100727E-4
P(Chronic back pain=Present | HMPV=False) = 0.016180924657937846
P(Chronic back pain=Not Mentioned | HMPV=True) = 0.9829059829059829
P(Chronic back pain=Negated | HMPV=True) = 0.004273504273504274
P(Chronic back pain=Present | HMPV=True) = 0.01282051282051282
P(atypia morphology=Not Mentioned | HMPV=False) = 0.9846440314426125
P(atypia morphology=Negated | HMPV=False) = 6.246096189881324E-4
P(atypia morphology=Present | HMPV=False) = 0.01473135893839935
P(atypia morphology=Not Mentioned | HMPV=True) = 0.9529914529914529
P(atypia morphology=Negated | HMPV=True) = 0.004273504273504274
P(atypia morphology=Present | HMPV=True) = 0.042735042735042736
P(BODY ACHE=Not Mentioned | HMPV=False) = 0.9955334519698773
P(BODY ACHE=Negated | HMPV=False) = 3.5355261452158435E-5
P(BODY ACHE=Present | HMPV=False) = 0.004431192768670524
P(BODY ACHE=Not Mentioned | HMPV=True) = 0.9829059829059829
P(BODY ACHE=Negated | HMPV=True) = 0.004273504273504274
P(BODY ACHE=Present | HMPV=True) = 0.01282051282051282
P(FEVER HIGH (finding)=Not Mentioned | HMPV=False) = 0.9985386491933108
P(FEVER HIGH (finding)=Negated | HMPV=False) = 1.178508715071948E-5
P(FEVER HIGH (finding)=Present | HMPV=False) = 0.001449565719538496
P(FEVER HIGH (finding)=Not Mentioned | HMPV=True) = 0.9786324786324786
P(FEVER HIGH (finding)=Negated | HMPV=True) = 0.008547008547008548
P(FEVER HIGH (finding)=Present | HMPV=True) = 0.01282051282051282
P(surgical history=Not Mentioned | HMPV=False) = 0.7801845544647803
P(surgical history=Negated | HMPV=False) = 6.835350547417298E-4
P(surgical history=Present | HMPV=False) = 0.219131910480478
P(surgical history=Not Mentioned | HMPV=True) = 0.7222222222222222
P(surgical history=Negated | HMPV=True) = 0.004273504273504274
P(surgical history=Present | HMPV=True) = 0.27350427350427353
P(Current Medication=Not Mentioned | HMPV=False) = 0.9870010488727564
P(Current Medication=Negated | HMPV=False) = 9.428069720575584E-4
P(Current Medication=Present | HMPV=False) = 0.012056144155186027
P(Current Medication=Not Mentioned | HMPV=True) = 0.9871794871794872
P(Current Medication=Negated | HMPV=True) = 0.004273504273504274
P(Current Medication=Present | HMPV=True) = 0.008547008547008548
P(Oxygen saturation below reference range=Not Mentioned | HMPV=False) = 0.9980554606201313
P(Oxygen saturation below reference range=Negated | HMPV=False) = 1.649912201100727E-4
P(Oxygen saturation below reference range=Present | HMPV=False) = 0.0017795481597586414
P(Oxygen saturation below reference range=Not Mentioned | HMPV=True) = 0.9529914529914529
P(Oxygen saturation below reference range=Negated | HMPV=True) = 0.004273504273504274
P(Oxygen saturation below reference range=Present | HMPV=True) = 0.042735042735042736
P(Confirmation=Not Mentioned | HMPV=False) = 0.952859651397122
P(Confirmation=Negated | HMPV=False) = 5.89254357535974E-5
P(Confirmation=Present | HMPV=False) = 0.04708142316712432
P(Confirmation=Not Mentioned | HMPV=True) = 0.9572649572649573
P(Confirmation=Negated | HMPV=True) = 0.004273504273504274
P(Confirmation=Present | HMPV=True) = 0.038461538461538464
P(Syncopal Episode=Not Mentioned | HMPV=False) = 0.9851861454515456
P(Syncopal Episode=Negated | HMPV=False) = 8.83881536303961E-4
P(Syncopal Episode=Present | HMPV=False) = 0.013929973012150425
P(Syncopal Episode=Not Mentioned | HMPV=True) = 0.9914529914529915
P(Syncopal Episode=Negated | HMPV=True) = 0.004273504273504274
P(Syncopal Episode=Present | HMPV=True) = 0.004273504273504274
P(Completion Status=Not Mentioned | HMPV=False) = 0.9864235796023711
P(Completion Status=Negated | HMPV=False) = 1.0606578435647531E-4
P(Completion Status=Present | HMPV=False) = 0.013470354613272366
P(Completion Status=Not Mentioned | HMPV=True) = 0.9444444444444444
P(Completion Status=Negated | HMPV=True) = 0.004273504273504274
P(Completion Status=Present | HMPV=True) = 0.05128205128205128
P(Tube number=Not Mentioned | HMPV=False) = 0.9993518202067104
P(Tube number=Negated | HMPV=False) = 1.178508715071948E-5
P(Tube number=Present | HMPV=False) = 6.363947061388519E-4
P(Tube number=Not Mentioned | HMPV=True) = 0.9914529914529915
P(Tube number=Negated | HMPV=True) = 0.004273504273504274
P(Tube number=Present | HMPV=True) = 0.004273504273504274
P(Feeling tired=Not Mentioned | HMPV=False) = 0.9919743556503601
P(Feeling tired=Negated | HMPV=False) = 7.071052290431687E-5
P(Feeling tired=Present | HMPV=False) = 0.00795493382673565
P(Feeling tired=Not Mentioned | HMPV=True) = 0.9615384615384616
P(Feeling tired=Negated | HMPV=True) = 0.004273504273504274
P(Feeling tired=Present | HMPV=True) = 0.03418803418803419
P(Dry cough=Not Mentioned | HMPV=False) = 0.9866710664325362
P(Dry cough=Negated | HMPV=False) = 8.249561005503636E-5
P(Dry cough=Present | HMPV=False) = 0.013246437957408696
P(Dry cough=Not Mentioned | HMPV=True) = 0.9145299145299145
P(Dry cough=Negated | HMPV=True) = 0.004273504273504274
P(Dry cough=Present | HMPV=True) = 0.0811965811965812
P(Pelvic pain female=Not Mentioned | HMPV=False) = 0.9916679433844413
P(Pelvic pain female=Negated | HMPV=False) = 0.0014849209809906544
P(Pelvic pain female=Present | HMPV=False) = 0.006847135634568018
P(Pelvic pain female=Not Mentioned | HMPV=True) = 0.9914529914529915
P(Pelvic pain female=Negated | HMPV=True) = 0.004273504273504274
P(Pelvic pain female=Present | HMPV=True) = 0.004273504273504274
P(family issues=Not Mentioned | HMPV=False) = 0.9062496317160266
P(family issues=Negated | HMPV=False) = 0.09322003936219109
P(family issues=Present | HMPV=False) = 5.303289217823766E-4
P(family issues=Not Mentioned | HMPV=True) = 0.8461538461538461
P(family issues=Negated | HMPV=True) = 0.14957264957264957
P(family issues=Present | HMPV=True) = 0.004273504273504274
P(Increased work of breathing=Not Mentioned | HMPV=False) = 0.9955334519698773
P(Increased work of breathing=Negated | HMPV=False) = 0.0015320613295935323
P(Increased work of breathing=Present | HMPV=False) = 0.0029344867005291504
P(Increased work of breathing=Not Mentioned | HMPV=True) = 0.905982905982906
P(Increased work of breathing=Negated | HMPV=True) = 0.017094017094017096
P(Increased work of breathing=Present | HMPV=True) = 0.07692307692307693
P(Yellow color on exam=Not Mentioned | HMPV=False) = 0.9841726279565838
P(Yellow color on exam=Negated | HMPV=False) = 4.714034860287792E-5
P(Yellow color on exam=Present | HMPV=False) = 0.015780231694813383
P(Yellow color on exam=Not Mentioned | HMPV=True) = 0.9487179487179487
P(Yellow color on exam=Negated | HMPV=True) = 0.004273504273504274
P(Yellow color on exam=Present | HMPV=True) = 0.04700854700854701
P(Rhythm=Not Mentioned | HMPV=False) = 0.23114091428706116
P(Rhythm=Negated | HMPV=False) = 0.001767763072607922
P(Rhythm=Present | HMPV=False) = 0.767091322640331
P(Rhythm=Not Mentioned | HMPV=True) = 0.32905982905982906
P(Rhythm=Negated | HMPV=True) = 0.008547008547008548
P(Rhythm=Present | HMPV=True) = 0.6623931623931624
P(Rupture of Membranes=Not Mentioned | HMPV=False) = 0.8759619577386775
P(Rupture of Membranes=Negated | HMPV=False) = 0.0015320613295935323
P(Rupture of Membranes=Present | HMPV=False) = 0.12250598093172899
P(Rupture of Membranes=Not Mentioned | HMPV=True) = 0.811965811965812
P(Rupture of Membranes=Negated | HMPV=True) = 0.004273504273504274
P(Rupture of Membranes=Present | HMPV=True) = 0.18376068376068377
P(Rhinorrhea=Not Mentioned | HMPV=False) = 0.8854018125464038
P(Rhinorrhea=Negated | HMPV=False) = 0.05820654543740351
P(Rhinorrhea=Present | HMPV=False) = 0.05639164201619271
P(Rhinorrhea=Not Mentioned | HMPV=True) = 0.811965811965812
P(Rhinorrhea=Negated | HMPV=True) = 0.0811965811965812
P(Rhinorrhea=Present | HMPV=True) = 0.10683760683760683
P(Platelet morphology - result=Not Mentioned | HMPV=False) = 0.9948381318279849
P(Platelet morphology - result=Negated | HMPV=False) = 1.178508715071948E-5
P(Platelet morphology - result=Present | HMPV=False) = 0.005150083084864413
P(Platelet morphology - result=Not Mentioned | HMPV=True) = 0.9401709401709402
P(Platelet morphology - result=Negated | HMPV=True) = 0.004273504273504274
P(Platelet morphology - result=Present | HMPV=True) = 0.05555555555555555
P(Family history of asthma=Not Mentioned | HMPV=False) = 0.9936478380257622
P(Family history of asthma=Negated | HMPV=False) = 4.8318857317949867E-4
P(Family history of asthma=Present | HMPV=False) = 0.005868973401058301
P(Family history of asthma=Not Mentioned | HMPV=True) = 0.9444444444444444
P(Family history of asthma=Negated | HMPV=True) = 0.008547008547008548
P(Family history of asthma=Present | HMPV=True) = 0.04700854700854701
P(Total protein result=Not Mentioned | HMPV=False) = 0.863505120620367
P(Total protein result=Negated | HMPV=False) = 1.178508715071948E-5
P(Total protein result=Present | HMPV=False) = 0.1364830942924823
P(Total protein result=Not Mentioned | HMPV=True) = 0.7222222222222222
P(Total protein result=Negated | HMPV=True) = 0.004273504273504274
P(Total protein result=Present | HMPV=True) = 0.27350427350427353
P(Morphology within normal limits=Not Mentioned | HMPV=False) = 0.902996947662428
P(Morphology within normal limits=Negated | HMPV=False) = 5.185438346316571E-4
P(Morphology within normal limits=Present | HMPV=False) = 0.09648450850294038
P(Morphology within normal limits=Not Mentioned | HMPV=True) = 0.8717948717948718
P(Morphology within normal limits=Negated | HMPV=True) = 0.004273504273504274
P(Morphology within normal limits=Present | HMPV=True) = 0.12393162393162394
P(Cough with fever=Not Mentioned | HMPV=False) = 0.9983854430603515
P(Cough with fever=Negated | HMPV=False) = 4.4783331172734025E-4
P(Cough with fever=Present | HMPV=False) = 0.0011667236279212284
P(Cough with fever=Not Mentioned | HMPV=True) = 0.9700854700854701
P(Cough with fever=Negated | HMPV=True) = 0.004273504273504274
P(Cough with fever=Present | HMPV=True) = 0.02564102564102564
P(Deterioration of status=Not Mentioned | HMPV=False) = 0.883751900345303
P(Deterioration of status=Negated | HMPV=False) = 0.006682144414457945
