Feature (description),Attribute,M,T
C_D_C1557397 (Adverse Event Associated with Pain),N,0.1083,0.0295
C_D_C1557397 (Adverse Event Associated with Pain),P,0.4204,0.0723
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),M,0.3075,0.0818
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),N,0.0004,0.001
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),P,0.6921,0.9172
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),M,0.9844,0.8582
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),N,0,0.001
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),P,0.0156,0.1408
C_D_C1642390 (Pupil equal round and reacting to light),M,0.7936,0.9496
C_D_C1642390 (Pupil equal round and reacting to light),N,0.0006,0.001
C_D_C1642390 (Pupil equal round and reacting to light),P,0.2058,0.0495
C_D_C1659989 (Respiratory problem),M,0.9991,0.9391
C_D_C1659989 (Respiratory problem),N,0.0001,0.0029
C_D_C1659989 (Respiratory problem),P,0.0008,0.058
C_D_C1704632 (Disease Response),M,0.898,0.5024
C_D_C1704632 (Disease Response),N,0.0016,0.0076
C_D_C1704632 (Disease Response),P,0.1004,0.49
C_D_C1706277 (None Device),M,0.233,0.0599
C_D_C1706277 (None Device),N,0.0008,0.0019
C_D_C1706277 (None Device),P,0.7663,0.9382
C_D_C1709157 (Negative Surgical Margin),M,0.1816,0.4396
C_D_C1709157 (Negative Surgical Margin),N,0.0186,0.0143
C_D_C1709157 (Negative Surgical Margin),P,0.7998,0.5461
C_D_C1866503 (ACUTE INSULIN RESPONSE),M,0.7399,0.8877
C_D_C1866503 (ACUTE INSULIN RESPONSE),N,0.0043,0.0038
C_D_C1866503 (ACUTE INSULIN RESPONSE),P,0.2558,0.1085
C_D_C1873497 (Normal assessment finding),M,0.2051,0.0828
C_D_C1873497 (Normal assessment finding),N,0.0115,0.0095
C_D_C1873497 (Normal assessment finding),P,0.7834,0.9077
C_D_C1880851 (Fracture of Medical Device Material),M,0.872,0.9952
C_D_C1880851 (Fracture of Medical Device Material),N,0.0391,0.0019
C_D_C1880851 (Fracture of Medical Device Material),P,0.0889,0.0029
C_D_C1881674 (Medical Device Emits Smoke),M,0.7526,0.8896
C_D_C1881674 (Medical Device Emits Smoke),N,0.0272,0.0266
C_D_C1881674 (Medical Device Emits Smoke),P,0.2202,0.0837
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),M,0.4713,0.8982
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),N,0.1083,0.0295
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),P,0.4204,0.0723
C_D_C1961028 (Oriented to place),M,0.6993,0.9619
C_D_C1961028 (Oriented to place),N,0.0014,0.001
C_D_C1961028 (Oriented to place),P,0.2993,0.0371
C_D_C1961131 ('Cough  CTCAE'),M,0.7533,0.2607
C_D_C1961131 ('Cough  CTCAE'),N,0.1113,0.0181
C_D_C1961131 ('Cough  CTCAE'),P,0.1354,0.7212
C_D_C1963065 ('Apnea  CTCAE'),M,0.9853,0.9115
C_D_C1963065 ('Apnea  CTCAE'),N,0.0017,0.0266
C_D_C1963065 ('Apnea  CTCAE'),P,0.0129,0.0618
C_D_C1963071 ('Back Pain  CTCAE 3.0'),M,0.843,0.9743
C_D_C1963071 ('Back Pain  CTCAE 3.0'),N,0.0261,0.0057
C_D_C1963071 ('Back Pain  CTCAE 3.0'),P,0.1309,0.02
C_D_C1963076 ('Platelets  CTCAE'),M,0.8374,0.726
C_D_C1963076 ('Platelets  CTCAE'),N,0.0001,0.001
C_D_C1963076 ('Platelets  CTCAE'),P,0.1625,0.2731
C_D_C1963090 ('Dehydration  CTCAE'),M,0.9576,0.8211
C_D_C1963090 ('Dehydration  CTCAE'),N,0.0013,0.0048
C_D_C1963090 ('Dehydration  CTCAE'),P,0.0411,0.1741
C_D_C1963091 ('Diarrhea  CTCAE'),M,0.7482,0.6746
C_D_C1963091 ('Diarrhea  CTCAE'),N,0.0663,0.1113
C_D_C1963091 ('Diarrhea  CTCAE'),P,0.1855,0.2141
C_D_C1963100 ('Dyspnea  CTCAE'),M,0.9702,0.9515
C_D_C1963100 ('Dyspnea  CTCAE'),N,0.0035,0.0029
C_D_C1963100 ('Dyspnea  CTCAE'),P,0.0263,0.0457
C_D_C1963113 ('Fracture  CTCAE'),M,0.872,0.9952
C_D_C1963113 ('Fracture  CTCAE'),N,0.0391,0.0019
C_D_C1963113 ('Fracture  CTCAE'),P,0.0889,0.0029
C_D_C1963138 ('Hypertension  CTCAE'),M,0.7979,0.9619
C_D_C1963138 ('Hypertension  CTCAE'),N,0.0055,0.0019
C_D_C1963138 ('Hypertension  CTCAE'),P,0.1966,0.0362
C_D_C1963140 ('Hypoxia  CTCAE'),M,0.9901,0.8953
C_D_C1963140 ('Hypoxia  CTCAE'),N,0.0027,0.02
C_D_C1963140 ('Hypoxia  CTCAE'),P,0.0072,0.0847
C_D_C1963177 ('Muscle Pain  CTCAE 3'),M,0.9853,0.9905
C_D_C1963177 ('Muscle Pain  CTCAE 3'),N,0.0066,0.0057
C_D_C1963177 ('Muscle Pain  CTCAE 3'),P,0.0081,0.0038
C_D_C1963179 ('Nausea  CTCAE 3.0'),M,0.6618,0.9496
C_D_C1963179 ('Nausea  CTCAE 3.0'),N,0.1144,0.0247
C_D_C1963179 ('Nausea  CTCAE 3.0'),P,0.2238,0.0257
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),M,0.9822,0.9657
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),N,0.0001,0.001
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),P,0.0177,0.0333
C_D_C1963281 ('Vomiting  CTCAE'),M,0.7661,0.6708
C_D_C1963281 ('Vomiting  CTCAE'),N,0.1211,0.1893
C_D_C1963281 ('Vomiting  CTCAE'),P,0.1128,0.1399
C_D_C1998827 (Respiratory Status),M,0.9967,0.9305
C_D_C1998827 (Respiratory Status),N,0,0.001
C_D_C1998827 (Respiratory Status),P,0.0032,0.0685
C_D_C1999266 ('Depression  CTCAE'),M,0.9179,0.9914
C_D_C1999266 ('Depression  CTCAE'),N,0.0053,0.0019
C_D_C1999266 ('Depression  CTCAE'),P,0.0768,0.0067
C_D_C2004062 (History of previous events),M,0.6213,0.1541
C_D_C2004062 (History of previous events),N,0.0281,0.0266
C_D_C2004062 (History of previous events),P,0.3506,0.8192
C_D_C2010848 (jaundice),M,0.9337,0.8287
C_D_C2010848 (jaundice),N,0.0535,0.1598
C_D_C2010848 (jaundice),P,0.0128,0.0114
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),M,0.9822,0.9657
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),N,0.0001,0.001
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),P,0.0177,0.0333
C_D_C2364135 (Discomfort),M,0.9091,0.9886
C_D_C2364135 (Discomfort),N,0.0045,0.001
C_D_C2364135 (Discomfort),P,0.0864,0.0105
C_D_C2826600 (Tissue Congestion),M,0.9623,0.6784
C_D_C2826600 (Tissue Congestion),N,0.0023,0.0038
C_D_C2826600 (Tissue Congestion),P,0.0354,0.3178
C_D_C2926602 ('Discharge  body substance'),M,0.4436,0.4805
C_D_C2926602 ('Discharge  body substance'),N,0.1282,0.3616
C_D_C2926602 ('Discharge  body substance'),P,0.4282,0.1579
C_D_C2957312 (Head bobbing),M,0.9998,0.9629
C_D_C2957312 (Head bobbing),N,0,0.0048
C_D_C2957312 (Head bobbing),P,0.0002,0.0324
C_D_C3160712 ('Palpitations  CTCAE'),M,0.9057,0.9886
C_D_C3160712 ('Palpitations  CTCAE'),N,0.0355,0.0057
C_D_C3160712 ('Palpitations  CTCAE'),P,0.0588,0.0057
C_D_C3539909 (Allergic disposition),M,0.921,0.7383
C_D_C3539909 (Allergic disposition),N,0.0095,0.0019
C_D_C3539909 (Allergic disposition),P,0.0695,0.2598
C_D_C3714552 (Weakness),M,0.7966,0.9676
C_D_C3714552 (Weakness),N,0.0373,0.0019
C_D_C3714552 (Weakness),P,0.166,0.0304
C_D_C3812660 (Skin Bruise),M,0.9534,0.9981
C_D_C3812660 (Skin Bruise),N,0.0119,0.001
C_D_C3812660 (Skin Bruise),P,0.0348,0.001
C_D_C3814420 (Full Term Birth),M,0.9821,0.7127
C_D_C3814420 (Full Term Birth),N,0,0.0029
C_D_C3814420 (Full Term Birth),P,0.0179,0.2845
C_D_C3827868 (Tachycardia by ECG Finding),M,0.9553,0.8563
C_D_C3827868 (Tachycardia by ECG Finding),N,0.0074,0.0057
C_D_C3827868 (Tachycardia by ECG Finding),P,0.0373,0.138
C_D_C3829431 (Karnofsky Performance Status 100),M,0.7404,0.6337
C_D_C3829431 (Karnofsky Performance Status 100),N,0.001,0.0019
C_D_C3829431 (Karnofsky Performance Status 100),P,0.2586,0.3644
C_D_C3835651 (Resident - answer to question),M,0.5593,0.2255
C_D_C3835651 (Resident - answer to question),N,0.0029,0.001
C_D_C3835651 (Resident - answer to question),P,0.4378,0.7735
C_D_C3842982 (Numbness or tingling),M,0.961,0.9981
C_D_C3842982 (Numbness or tingling),N,0.0179,0.001
C_D_C3842982 (Numbness or tingling),P,0.0211,0.001
C_D_C4018905 (Too early),M,0.9932,0.9401
C_D_C4018905 (Too early),N,0.0002,0.001
C_D_C4018905 (Too early),P,0.0065,0.059
C_D_C4049863 (Radiologic Impression),M,0.247,0.0752
C_D_C4049863 (Radiologic Impression),N,0.0022,0.0029
C_D_C4049863 (Radiologic Impression),P,0.7508,0.922
C_D_C4050154 (No Hand Mobility),M,0.233,0.0599
C_D_C4050154 (No Hand Mobility),N,0.0008,0.0019
C_D_C4050154 (No Hand Mobility),P,0.7663,0.9382
C_D_C4050155 (No Support Needed),M,0.233,0.0599
C_D_C4050155 (No Support Needed),N,0.0008,0.0019
C_D_C4050155 (No Support Needed),P,0.7663,0.9382
C_D_C4054315 (Organomegaly),M,0.7528,0.5909
C_D_C4054315 (Organomegaly),N,0.24,0.4063
C_D_C4054315 (Organomegaly),P,0.0072,0.0029
C_D_C4068744 (Reactive to light),M,0.7868,0.9543
C_D_C4068744 (Reactive to light),N,0.0002,0.001
C_D_C4068744 (Reactive to light),P,0.213,0.0447
C_D_C4084859 (Peribronchial Cuffing),M,0.9995,0.96
C_D_C4084859 (Peribronchial Cuffing),N,0,0.001
C_D_C4084859 (Peribronchial Cuffing),P,0.0005,0.039
C_D_C4282165 (Swollen Lymph Node),M,0.602,0.5347
C_D_C4282165 (Swollen Lymph Node),N,0.3326,0.4586
C_D_C4282165 (Swollen Lymph Node),P,0.0654,0.0067
C_D_C4283785 (Complete Pharyngeal Contraction),M,0.9511,0.8373
C_D_C4283785 (Complete Pharyngeal Contraction),N,0.0024,0.0038
C_D_C4283785 (Complete Pharyngeal Contraction),P,0.0465,0.1589
C_D_C4283904 (Laboratory observation),M,0.867,0.726
C_D_C4283904 (Laboratory observation),N,0.0051,0.0029
C_D_C4283904 (Laboratory observation),P,0.1279,0.2712
C_D_C4318482 (Crutches Usually Used),M,0.9801,0.9981
C_D_C4318482 (Crutches Usually Used),N,0.0005,0.001
C_D_C4318482 (Crutches Usually Used),P,0.0194,0.001
C_D_C4321237 (High Level),M,0.9392,0.7127
C_D_C4321237 (High Level),N,0.0018,0.001
C_D_C4321237 (High Level),P,0.059,0.2864
C_D_C4321351 (Low Level),M,0.9033,0.7488
C_D_C4321351 (Low Level),N,0.0082,0.0048
C_D_C4321351 (Low Level),P,0.0885,0.2464
C_D_C4520890 (Nasal (intended site)),M,0.9805,0.8706
C_D_C4520890 (Nasal (intended site)),N,0.0021,0.0086
C_D_C4520890 (Nasal (intended site)),P,0.0174,0.1208
C_D_C4521903 (Rectal (intended site)),M,0.928,0.3834
C_D_C4521903 (Rectal (intended site)),N,0.0013,0.0029
C_D_C4521903 (Rectal (intended site)),P,0.0707,0.6137
C_D_C4522216 (Influenza B (result)),M,1,0.9867
C_D_C4522216 (Influenza B (result)),N,0,0.0095
C_D_C4522216 (Influenza B (result)),P,0,0.0038
C_D_C4534306 (Supplemental oxygen),M,0.9929,0.9638
C_D_C4534306 (Supplemental oxygen),N,0.0014,0.0029
C_D_C4534306 (Supplemental oxygen),P,0.0056,0.0333
C_D_C4534363 (At home),M,0.7768,0.5471
C_D_C4534363 (At home),N,0.0049,0.0038
C_D_C4534363 (At home),P,0.2183,0.4491
C_D_C4552646 ('Myalgia  CTCAE 5'),M,0.9974,0.9962
C_D_C4552646 ('Myalgia  CTCAE 5'),N,0.0011,0.001
C_D_C4552646 ('Myalgia  CTCAE 5'),P,0.0015,0.0029
C_D_C4552662 ('Rhinorrhea  CTCAE'),M,0.9673,0.7774
C_D_C4552662 ('Rhinorrhea  CTCAE'),N,0.0055,0.0076
C_D_C4552662 ('Rhinorrhea  CTCAE'),P,0.0272,0.215
C_D_C4552740 ('Fever  CTCAE'),M,0.6164,0.2445
C_D_C4552740 ('Fever  CTCAE'),N,0.2359,0.2198
C_D_C4552740 ('Fever  CTCAE'),P,0.1476,0.5357
C_D_C4552746 ('Sore Throat  CTCAE'),M,0.8969,0.9657
C_D_C4552746 ('Sore Throat  CTCAE'),N,0.0506,0.0124
C_D_C4552746 ('Sore Throat  CTCAE'),P,0.0525,0.0219
C_D_C4552837 ('Sepsis  CTCAE'),M,0.9891,0.9324
C_D_C4552837 ('Sepsis  CTCAE'),N,0.001,0.0038
C_D_C4552837 ('Sepsis  CTCAE'),P,0.0099,0.0637
C_D_C4552844 ('Meningitis  CTCAE'),M,0.9775,0.9496
C_D_C4552844 ('Meningitis  CTCAE'),N,0.0016,0.0019
C_D_C4552844 ('Meningitis  CTCAE'),P,0.0209,0.0485
C_D_C4552901 ('Bronchospasm  CTCAE'),M,0.9954,0.9791
C_D_C4552901 ('Bronchospasm  CTCAE'),N,0.0003,0.001
C_D_C4552901 ('Bronchospasm  CTCAE'),P,0.0044,0.02
C_D_C4552938 ('Productive Cough  CTCAE'),M,0.9826,0.9819
C_D_C4552938 ('Productive Cough  CTCAE'),N,0.0019,0.0038
C_D_C4552938 ('Productive Cough  CTCAE'),P,0.0156,0.0143
C_D_C4552989 ('Malaise  CTCAE'),M,0.9893,0.9962
C_D_C4552989 ('Malaise  CTCAE'),N,0.0021,0.001
C_D_C4552989 ('Malaise  CTCAE'),P,0.0086,0.0029
C_D_C4553004 ('Pain  CTCAE'),M,0.4713,0.8982
C_D_C4553004 ('Pain  CTCAE'),N,0.1083,0.0295
C_D_C4553004 ('Pain  CTCAE'),P,0.4204,0.0723
C_D_C4553185 ('Chills  CTCAE'),M,0.6507,0.9477
C_D_C4553185 ('Chills  CTCAE'),N,0.0673,0.0114
C_D_C4553185 ('Chills  CTCAE'),P,0.282,0.0409
C_D_C4553197 ('Headache  CTCAE'),M,0.7566,0.9467
C_D_C4553197 ('Headache  CTCAE'),N,0.1118,0.0409
C_D_C4553197 ('Headache  CTCAE'),P,0.1316,0.0124
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),M,0.9822,0.9657
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),N,0.0001,0.001
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),P,0.0177,0.0333
C_D_C4553726 ('Fall  CTCAE'),M,0.9242,0.9952
C_D_C4553726 ('Fall  CTCAE'),N,0.0061,0.001
C_D_C4553726 ('Fall  CTCAE'),P,0.0697,0.0038
C_D_C4553767 ('Nausea  CTCAE 5.0'),M,0.6618,0.9496
C_D_C4553767 ('Nausea  CTCAE 5.0'),N,0.1144,0.0247
C_D_C4553767 ('Nausea  CTCAE 5.0'),P,0.2238,0.0257
C_D_C4553925 ('Wheezing  CTCAE'),M,0.9272,0.6775
C_D_C4553925 ('Wheezing  CTCAE'),N,0.0442,0.0837
C_D_C4553925 ('Wheezing  CTCAE'),P,0.0287,0.2388
C_D_C4553945 ('Back Pain  CTCAE 5.0'),M,0.843,0.9743
C_D_C4553945 ('Back Pain  CTCAE 5.0'),N,0.0261,0.0057
C_D_C4553945 ('Back Pain  CTCAE 5.0'),P,0.1309,0.02
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),M,0.9998,0.9962
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),N,0,0.001
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),P,0.0002,0.0029
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),M,0.6511,0.8858
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),N,0.129,0.0742
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),P,0.2199,0.04
C_D_C4554464 (TM genotype),M,0.9912,0.9201
C_D_C4554464 (TM genotype),N,0,0.001
C_D_C4554464 (TM genotype),P,0.0088,0.079
C_D_C4554631 ('Nasal Congestion  CTCAE'),M,0.9422,0.5861
C_D_C4554631 ('Nasal Congestion  CTCAE'),N,0.0265,0.0181
C_D_C4554631 ('Nasal Congestion  CTCAE'),P,0.0313,0.3958
C_D_C4554645 ('Fatigue  CTCAE 5.0'),M,0.9587,0.9686
C_D_C4554645 ('Fatigue  CTCAE 5.0'),N,0.0086,0.0038
C_D_C4554645 ('Fatigue  CTCAE 5.0'),P,0.0327,0.0276
C_D_C4684400 (Rous Sarcoma Virus Positive),M,1,0.8849
C_D_C4684400 (Rous Sarcoma Virus Positive),N,0,0.0019
C_D_C4684400 (Rous Sarcoma Virus Positive),P,0,0.1132
C_D_C4698447 (Patient age),M,0.9281,0.7364
C_D_C4698447 (Patient age),N,0.0001,0.001
C_D_C4698447 (Patient age),P,0.0718,0.2626
C_D_C4722210 (Mild Hallucination),M,0.6977,0.588
C_D_C4722210 (Mild Hallucination),N,0.0018,0.0029
C_D_C4722210 (Mild Hallucination),P,0.3005,0.4091
C_D_C4747995 (Nasal secretions),M,0.9996,0.9734
C_D_C4747995 (Nasal secretions),N,0,0.001
C_D_C4747995 (Nasal secretions),P,0.0004,0.0257
C_D_C4761314 (Epidermal cGVHD Score 2),M,0.6958,0.5861
C_D_C4761314 (Epidermal cGVHD Score 2),N,0.0018,0.0029
C_D_C4761314 (Epidermal cGVHD Score 2),P,0.3024,0.411
C_D_C4761390 (Round Nodule),M,0.7867,0.9515
C_D_C4761390 (Round Nodule),N,0.0006,0.001
C_D_C4761390 (Round Nodule),P,0.2128,0.0476
C_D_C4761489 (Epidermal cGVHD Score 0),M,0.1814,0.4386
C_D_C4761489 (Epidermal cGVHD Score 0),N,0.0186,0.0143
C_D_C4761489 (Epidermal cGVHD Score 0),P,0.8,0.5471
C_D_C5200925 (Normal Gait),M,0.2031,0.0828
C_D_C5200925 (Normal Gait),N,0.0112,0.0095
C_D_C5200925 (Normal Gait),P,0.7858,0.9077
C_D_C5200928 (High (finding)),M,0.9394,0.7127
C_D_C5200928 (High (finding)),N,0.0017,0.001
C_D_C5200928 (High (finding)),P,0.0588,0.2864
C_D_C5200984 (None (no infant feeding)),M,0.233,0.0599
C_D_C5200984 (None (no infant feeding)),N,0.0008,0.0019
C_D_C5200984 (None (no infant feeding)),P,0.7663,0.9382
C_D_C5202633 (Normal Immune Presence),M,0.2051,0.0828
C_D_C5202633 (Normal Immune Presence),N,0.0115,0.0095
C_D_C5202633 (Normal Immune Presence),P,0.7834,0.9077
C_D_C5202819 (No Effort),M,0.233,0.0599
C_D_C5202819 (No Effort),N,0.0008,0.0019
C_D_C5202819 (No Effort),P,0.7663,0.9382
C_D_C5202936 (IPSS-R Risk Category High),M,0.9366,0.7108
C_D_C5202936 (IPSS-R Risk Category High),N,0.0021,0.001
C_D_C5202936 (IPSS-R Risk Category High),P,0.0613,0.2883
C_D_C5203106 (IPSS-R Risk Category Low),M,0.896,0.7269
C_D_C5203106 (IPSS-R Risk Category Low),N,0.0085,0.0067
C_D_C5203106 (IPSS-R Risk Category Low),P,0.0954,0.2664
L_D_11277-1 (Epithelial cells.squamous),H,0.0007,0.0029
L_D_11277-1 (Epithelial cells.squamous),L,0,0.001
L_D_11277-1 (Epithelial cells.squamous),M,0.9961,0.98
L_D_11277-1 (Epithelial cells.squamous),N,0.0032,0.0162
L_D_14627-4 (Bicarbonate),H,0.0014,0.0219
L_D_14627-4 (Bicarbonate),L,0.0013,0.019
L_D_14627-4 (Bicarbonate),M,0.9954,0.9144
L_D_14627-4 (Bicarbonate),N,0.0019,0.0447
L_D_1742-6 (Alanine aminotransferase),H,0.0045,0.0086
L_D_1742-6 (Alanine aminotransferase),L,0.0121,0.0257
L_D_1742-6 (Alanine aminotransferase),M,0.9467,0.9078
L_D_1742-6 (Alanine aminotransferase),N,0.0367,0.058
L_D_1751-7 (Albumin),H,0.0003,0.001
L_D_1751-7 (Albumin),L,0.0136,0.0485
L_D_1751-7 (Albumin),M,0.9486,0.9049
L_D_1751-7 (Albumin),N,0.0376,0.0456
L_D_17861-6 (Calcium),H,0.0005,0.0019
L_D_17861-6 (Calcium),L,0.0096,0.0266
L_D_17861-6 (Calcium),M,0.9238,0.7443
L_D_17861-6 (Calcium),N,0.066,0.2272
L_D_19123-9 (Magnesium),H,0.001,0.0057
L_D_19123-9 (Magnesium),L,0.0025,0.0019
L_D_19123-9 (Magnesium),M,0.9728,0.8422
L_D_19123-9 (Magnesium),N,0.0237,0.1502
L_D_1920-8 (Aspartate aminotransferase),H,0.0092,0.0143
L_D_1920-8 (Aspartate aminotransferase),L,0.0074,0.0095
L_D_1920-8 (Aspartate aminotransferase),M,0.9477,0.9059
L_D_1920-8 (Aspartate aminotransferase),N,0.0357,0.0703
L_D_19218-7 (Oxygen content),H,0,0.001
L_D_19218-7 (Oxygen content),L,0.0004,0.0029
L_D_19218-7 (Oxygen content),M,0.9994,0.9895
L_D_19218-7 (Oxygen content),N,0.0002,0.0067
L_D_19220-3 (Oxygen content),H,0,0.0019
L_D_19220-3 (Oxygen content),L,0,0.0019
L_D_19220-3 (Oxygen content),M,0.9999,0.9876
L_D_19220-3 (Oxygen content),N,0,0.0086
L_D_1925-7 (Base excess),H,0.0007,0.0029
L_D_1925-7 (Base excess),L,0,0.001
L_D_1925-7 (Base excess),M,0.9986,0.9933
L_D_1925-7 (Base excess),N,0.0007,0.0029
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),H,0.0012,0.0352
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),L,0.0001,0.0067
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),M,0.9978,0.9183
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),N,0.0009,0.0399
L_D_1927-3 (Base excess),H,0.0002,0.0086
L_D_1927-3 (Base excess),L,0,0.001
L_D_1927-3 (Base excess),M,0.9997,0.9857
L_D_1927-3 (Base excess),N,0.0001,0.0048
L_D_1960-4 (Bicarbonate),H,0.0003,0.0038
L_D_1960-4 (Bicarbonate),L,0.0006,0.0048
L_D_1960-4 (Bicarbonate),M,0.9986,0.9867
L_D_1960-4 (Bicarbonate),N,0.0005,0.0048
L_D_1963-8 (Bicarbonate),H,0.0016,0.0067
L_D_1963-8 (Bicarbonate),L,0.0049,0.0238
L_D_1963-8 (Bicarbonate),M,0.9078,0.7443
L_D_1963-8 (Bicarbonate),N,0.0856,0.2253
L_D_1975-2 (Bilirubin),H,0.0042,0.0086
L_D_1975-2 (Bilirubin),L,0.0013,0.0067
L_D_1975-2 (Bilirubin),M,0.9513,0.9097
L_D_1975-2 (Bilirubin),N,0.0431,0.0751
L_D_1988-5 (C reactive protein),H,0.0013,0.0399
L_D_1988-5 (C reactive protein),L,0.0004,0.0114
L_D_1988-5 (C reactive protein),M,0.9975,0.8973
L_D_1988-5 (C reactive protein),N,0.0008,0.0513
L_D_1994-3 (Calcium.ionized),H,0.0003,0.0114
L_D_1994-3 (Calcium.ionized),L,0.0022,0.0048
L_D_1994-3 (Calcium.ionized),M,0.9915,0.8916
L_D_1994-3 (Calcium.ionized),N,0.006,0.0922
L_D_2019-8 (Carbon dioxide),H,0.0005,0.0086
L_D_2019-8 (Carbon dioxide),L,0.0004,0.001
L_D_2019-8 (Carbon dioxide),M,0.998,0.9857
L_D_2019-8 (Carbon dioxide),N,0.0011,0.0048
L_D_2021-4 (Carbon dioxide),H,0.001,0.0209
L_D_2021-4 (Carbon dioxide),L,0.0022,0.0361
L_D_2021-4 (Carbon dioxide),M,0.9947,0.8954
L_D_2021-4 (Carbon dioxide),N,0.0021,0.0475
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),H,0.0016,0.0057
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),L,0,0.0019
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),M,0.9981,0.9857
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),N,0.0003,0.0067
L_D_20570-8 (Hematocrit),H,0,0.0038
L_D_20570-8 (Hematocrit),L,0.0014,0.0228
L_D_20570-8 (Hematocrit),M,0.9967,0.8992
L_D_20570-8 (Hematocrit),N,0.0018,0.0741
L_D_2075-0 (Chloride),H,0.0117,0.0466
L_D_2075-0 (Chloride),L,0.0042,0.0076
L_D_2075-0 (Chloride),M,0.9113,0.7481
L_D_2075-0 (Chloride),N,0.0728,0.1977
L_D_2157-6 (Creatine kinase),H,0.0013,0.001
L_D_2157-6 (Creatine kinase),L,0.0002,0.001
L_D_2157-6 (Creatine kinase),M,0.995,0.9914
L_D_2157-6 (Creatine kinase),N,0.0036,0.0067
L_D_2160-0 (Creatinine),H,0.0085,0.0095
L_D_2160-0 (Creatinine),L,0.0019,0.0048
L_D_2160-0 (Creatinine),M,0.9076,0.7452
L_D_2160-0 (Creatinine),N,0.082,0.2405
L_D_2339-0 (Glucose),H,0.016,0.0808
L_D_2339-0 (Glucose),L,0.0005,0.001
L_D_2339-0 (Glucose),M,0.9687,0.8061
L_D_2339-0 (Glucose),N,0.0149,0.1122
L_D_2342-4 (Glucose),H,0.0001,0.0029
L_D_2342-4 (Glucose),L,0,0.001
L_D_2342-4 (Glucose),M,0.9991,0.9753
L_D_2342-4 (Glucose),N,0.0008,0.0209
L_D_2345-7 (Glucose),H,0.04,0.0618
L_D_2345-7 (Glucose),L,0.001,0.0029
L_D_2345-7 (Glucose),M,0.9086,0.7367
L_D_2345-7 (Glucose),N,0.0503,0.1987
L_D_2614-6 (Methemoglobin/Hemoglobin.total),H,0.0005,0.0067
L_D_2614-6 (Methemoglobin/Hemoglobin.total),L,0,0.001
L_D_2614-6 (Methemoglobin/Hemoglobin.total),M,0.9992,0.9895
L_D_2614-6 (Methemoglobin/Hemoglobin.total),N,0.0002,0.0029
L_D_26450-7 (Eosinophils/100 leukocytes),H,0.0014,0.0019
L_D_26450-7 (Eosinophils/100 leukocytes),L,0.0023,0.0067
L_D_26450-7 (Eosinophils/100 leukocytes),M,0.9759,0.9667
L_D_26450-7 (Eosinophils/100 leukocytes),N,0.0204,0.0247
L_D_26485-3 (Monocytes/100 leukocytes),H,0.0019,0.0029
L_D_26485-3 (Monocytes/100 leukocytes),L,0.001,0.001
L_D_26485-3 (Monocytes/100 leukocytes),M,0.9738,0.9648
L_D_26485-3 (Monocytes/100 leukocytes),N,0.0233,0.0314
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),H,0.004,0.0105
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),L,0.0013,0.0038
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),M,0.9765,0.9677
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),N,0.0182,0.0181
L_D_2703-7 (Oxygen),H,0.0008,0.0067
L_D_2703-7 (Oxygen),L,0.0002,0.0019
L_D_2703-7 (Oxygen),M,0.9985,0.9857
L_D_2703-7 (Oxygen),N,0.0005,0.0057
L_D_2705-2 (Oxygen),H,0.0018,0.0133
