Feature (description),Attribute,M,T
C_D_C0424755 (Fever symptoms (finding)),P,0.1284,0.3333
C_D_C0424768 (Prolonged fever),M,0.9997,0.9683
C_D_C0424768 (Prolonged fever),N,0,0.0159
C_D_C0424768 (Prolonged fever),P,0.0003,0.0159
C_D_C0424945 (Social and personal history),M,0.0807,0.1111
C_D_C0424945 (Social and personal history),N,0.0302,0.0317
C_D_C0424945 (Social and personal history),P,0.8892,0.8571
C_D_C0425293 (Never smoked tobacco),M,0.8906,0.9365
C_D_C0425293 (Never smoked tobacco),N,0.0074,0.0159
C_D_C0425293 (Never smoked tobacco),P,0.1019,0.0476
C_D_C0425452 (No obstruction of airway),M,0.6954,0.6349
C_D_C0425452 (No obstruction of airway),N,0.0001,0.0159
C_D_C0425452 (No obstruction of airway),P,0.3045,0.3492
C_D_C0425470 (Intercostal Retractions),M,0.8676,0.7937
C_D_C0425470 (Intercostal Retractions),N,0.118,0.0635
C_D_C0425470 (Intercostal Retractions),P,0.0145,0.1429
C_D_C0425542 (Added respiratory sounds),M,0.9978,0.9683
C_D_C0425542 (Added respiratory sounds),N,0.0017,0.0159
C_D_C0425542 (Added respiratory sounds),P,0.0005,0.0159
C_D_C0425710 (Peripheral perfusion),M,0.6927,0.6984
C_D_C0425710 (Peripheral perfusion),N,0.0001,0.0159
C_D_C0425710 (Peripheral perfusion),P,0.3073,0.2857
C_D_C0425932 (Date of last menstrual period),M,0.9779,0.9683
C_D_C0425932 (Date of last menstrual period),N,0.0002,0.0159
C_D_C0425932 (Date of last menstrual period),P,0.0219,0.0159
C_D_C0426317 (Genitourinary symptoms),M,0.9017,0.8571
C_D_C0426317 (Genitourinary symptoms),N,0.0002,0.0159
C_D_C0426317 (Genitourinary symptoms),P,0.0981,0.127
C_D_C0426576 (Gastrointestinal symptom),M,0.8487,0.8254
C_D_C0426576 (Gastrointestinal symptom),N,0.0002,0.0159
C_D_C0426576 (Gastrointestinal symptom),P,0.1511,0.1587
C_D_C0428167 (Inspired fraction of oxygen),M,0.5494,0.4286
C_D_C0428167 (Inspired fraction of oxygen),N,0.0004,0.0317
C_D_C0428167 (Inspired fraction of oxygen),P,0.4501,0.5397
C_D_C0438105 (Examination finding),M,0.9637,0.9524
C_D_C0438105 (Examination finding),N,0,0.0159
C_D_C0438105 (Examination finding),P,0.0363,0.0317
C_D_C0438141 (Urine screening normal),M,0.9958,0.9683
C_D_C0438141 (Urine screening normal),N,0,0.0159
C_D_C0438141 (Urine screening normal),P,0.0042,0.0159
C_D_C0442757 (3/4),M,0.9957,0.9206
C_D_C0442757 (3/4),N,0,0.0159
C_D_C0442757 (3/4),P,0.0043,0.0635
C_D_C0442797 (Decreasing),M,0.9923,0.9365
C_D_C0442797 (Decreasing),N,0.0003,0.0159
C_D_C0442797 (Decreasing),P,0.0074,0.0476
C_D_C0455204 (Homicidal thoughts),M,0.9724,0.9683
C_D_C0455204 (Homicidal thoughts),N,0.0085,0.0159
C_D_C0455204 (Homicidal thoughts),P,0.0191,0.0159
C_D_C0455458 (PMH - past medical history),M,0.4741,0.4127
C_D_C0455458 (PMH - past medical history),N,0.0401,0.0159
C_D_C0455458 (PMH - past medical history),P,0.4858,0.5714
C_D_C0455542 (H/O: pneumonia),M,0.999,0.9683
C_D_C0455542 (H/O: pneumonia),N,0.0001,0.0159
C_D_C0455542 (H/O: pneumonia),P,0.0009,0.0159
C_D_C0455544 (H/O: asthma),M,0.9718,0.9365
C_D_C0455544 (H/O: asthma),N,0.0035,0.0317
C_D_C0455544 (H/O: asthma),P,0.0246,0.0317
C_D_C0455899 (Red throat),M,0.7999,0.8254
C_D_C0455899 (Red throat),N,0.1039,0.0794
C_D_C0455899 (Red throat),P,0.0962,0.0952
C_D_C0455900 (Moist oral mucosa),M,0.9971,0.9683
C_D_C0455900 (Moist oral mucosa),N,0,0.0159
C_D_C0455900 (Moist oral mucosa),P,0.0029,0.0159
C_D_C0456984 (Test Result),M,0.9634,0.9524
C_D_C0456984 (Test Result),N,0.0033,0.0159
C_D_C0456984 (Test Result),P,0.0333,0.0317
C_D_C0457096 (Yellow sputum),M,0.9966,0.9206
C_D_C0457096 (Yellow sputum),N,0,0.0159
C_D_C0457096 (Yellow sputum),P,0.0034,0.0635
C_D_C0459424 (Abnormal result),M,0.9994,0.9683
C_D_C0459424 (Abnormal result),N,0,0.0159
C_D_C0459424 (Abnormal result),P,0.0005,0.0159
C_D_C0460139 (Pressure (finding)),M,0.9585,0.9048
C_D_C0460139 (Pressure (finding)),N,0.0007,0.0159
C_D_C0460139 (Pressure (finding)),P,0.0408,0.0794
C_D_C0475806 (1/3 meter (distance vision finding)),M,0.9697,0.9206
C_D_C0475806 (1/3 meter (distance vision finding)),N,0.0005,0.0159
C_D_C0475806 (1/3 meter (distance vision finding)),P,0.0298,0.0635
C_D_C0476270 (Cardiovascular symptoms),M,0.8915,0.8413
C_D_C0476270 (Cardiovascular symptoms),N,0.0001,0.0159
C_D_C0476270 (Cardiovascular symptoms),P,0.1084,0.1429
C_D_C0476273 (Respiratory distress),M,0.9293,0.7778
C_D_C0476273 (Respiratory distress),N,0.0259,0.0476
C_D_C0476273 (Respiratory distress),P,0.0448,0.1746
C_D_C0489543 (History source),M,0.7615,0.7619
C_D_C0489543 (History source),N,0,0.0159
C_D_C0489543 (History source),P,0.2385,0.2222
C_D_C0489547 (Hospital course),M,0.7824,0.7778
C_D_C0489547 (Hospital course),N,0.0008,0.0159
C_D_C0489547 (Hospital course),P,0.2168,0.2063
C_D_C0489749 (Rectal temperature),M,0.9987,0.9683
C_D_C0489749 (Rectal temperature),N,0,0.0159
C_D_C0489749 (Rectal temperature),P,0.0013,0.0159
C_D_C0516979 (energy level),M,0.999,0.9683
C_D_C0516979 (energy level),N,0,0.0159
C_D_C0516979 (energy level),P,0.001,0.0159
C_D_C0518610 (Social warmth),M,0.9561,0.9683
C_D_C0518610 (Social warmth),N,0.0076,0.0159
C_D_C0518610 (Social warmth),P,0.0363,0.0159
C_D_C0521654 (Neurologic Deficits),M,0.8483,0.9048
C_D_C0521654 (Neurologic Deficits),N,0.008,0.0159
C_D_C0521654 (Neurologic Deficits),P,0.1437,0.0794
C_D_C0524587 (Mean Corpuscular Volume (result)),M,0.7835,0.381
C_D_C0524587 (Mean Corpuscular Volume (result)),N,0,0.0159
C_D_C0524587 (Mean Corpuscular Volume (result)),P,0.2164,0.6032
C_D_C0542538 (Observation of Sensation),M,0.7916,0.873
C_D_C0542538 (Observation of Sensation),N,0.0023,0.0159
C_D_C0542538 (Observation of Sensation),P,0.2061,0.1111
C_D_C0547030 (Visual disturbance),M,0.9797,0.9524
C_D_C0547030 (Visual disturbance),N,0.0134,0.0317
C_D_C0547030 (Visual disturbance),P,0.0069,0.0159
C_D_C0549206 (Patient currently pregnant),M,0.9856,0.9683
C_D_C0549206 (Patient currently pregnant),N,0.001,0.0159
C_D_C0549206 (Patient currently pregnant),P,0.0134,0.0159
C_D_C0558145 (Skin appearance normal (finding)),M,0.1495,0.127
C_D_C0558145 (Skin appearance normal (finding)),N,0.012,0.0635
C_D_C0558145 (Skin appearance normal (finding)),P,0.8385,0.8095
C_D_C0559474 (Family social history),M,0.9956,0.9683
C_D_C0559474 (Family social history),N,0.0001,0.0159
C_D_C0559474 (Family social history),P,0.0043,0.0159
C_D_C0562381 (Victim of abuse finding),M,0.9804,0.9524
C_D_C0562381 (Victim of abuse finding),N,0.0014,0.0159
C_D_C0562381 (Victim of abuse finding),P,0.0183,0.0317
C_D_C0562483 (Persistent cough),M,0.998,0.9365
C_D_C0562483 (Persistent cough),N,0,0.0159
C_D_C0562483 (Persistent cough),P,0.002,0.0476
C_D_C0566275 (Able to drink),M,0.9955,0.9683
C_D_C0566275 (Able to drink),N,0.0001,0.0159
C_D_C0566275 (Able to drink),P,0.0044,0.0159
C_D_C0576709 (Normal sensation),M,0.9839,0.9524
C_D_C0576709 (Normal sensation),N,0,0.0159
C_D_C0576709 (Normal sensation),P,0.016,0.0317
C_D_C0577559 (Mass of body structure),M,0.8605,0.8413
C_D_C0577559 (Mass of body structure),N,0.007,0.0159
C_D_C0577559 (Mass of body structure),P,0.1325,0.1429
C_D_C0577573 (Mass of body region),M,0.8661,0.8413
C_D_C0577573 (Mass of body region),N,0.007,0.0159
C_D_C0577573 (Mass of body region),P,0.1269,0.1429
C_D_C0577962 (Expiratory crackles),M,0.9998,0.9683
C_D_C0577962 (Expiratory crackles),N,0,0.0159
C_D_C0577962 (Expiratory crackles),P,0.0002,0.0159
C_D_C0578022 (Finding of body mass index),M,0.9313,0.8095
C_D_C0578022 (Finding of body mass index),N,0,0.0159
C_D_C0578022 (Finding of body mass index),P,0.0686,0.1746
C_D_C0578617 (Pupils equal),M,0.8773,0.7778
C_D_C0578617 (Pupils equal),N,0,0.0159
C_D_C0578617 (Pupils equal),P,0.1227,0.2063
C_D_C0578671 (Does move),M,0.8211,0.8571
C_D_C0578671 (Does move),N,0.0001,0.0159
C_D_C0578671 (Does move),P,0.1788,0.127
C_D_C0582051 (Feels warm),M,0.218,0.1746
C_D_C0582051 (Feels warm),N,0.0072,0.0159
C_D_C0582051 (Feels warm),P,0.7748,0.8095
C_D_C0586406 (Eye symptom),M,0.8884,0.8254
C_D_C0586406 (Eye symptom),N,0.0003,0.0159
C_D_C0586406 (Eye symptom),P,0.1113,0.1587
C_D_C0586407 (Skin symptom),M,0.8535,0.8095
C_D_C0586407 (Skin symptom),N,0.0006,0.0159
C_D_C0586407 (Skin symptom),P,0.1459,0.1746
C_D_C0586514 (Discharge status),M,0.8072,0.9683
C_D_C0586514 (Discharge status),N,0,0.0159
C_D_C0586514 (Discharge status),P,0.1928,0.0159
C_D_C0587366 (Urine cocaine level result),M,0.9826,0.9524
C_D_C0587366 (Urine cocaine level result),N,0,0.0159
C_D_C0587366 (Urine cocaine level result),P,0.0174,0.0317
C_D_C0595998 (Household composition),M,0.8767,0.7937
C_D_C0595998 (Household composition),N,0.0011,0.0159
C_D_C0595998 (Household composition),P,0.1221,0.1905
C_D_C0600116 (Does speak),M,0.9672,0.9048
C_D_C0600116 (Does speak),N,0.0005,0.0159
C_D_C0600116 (Does speak),P,0.0322,0.0794
C_D_C0683369 (Clouded consciousness),M,0.9499,0.873
C_D_C0683369 (Clouded consciousness),N,0.0335,0.0952
C_D_C0683369 (Clouded consciousness),P,0.0165,0.0317
C_D_C0694551 (Right lower quadrant pain),M,0.9925,0.9683
C_D_C0694551 (Right lower quadrant pain),N,0.0005,0.0159
C_D_C0694551 (Right lower quadrant pain),P,0.007,0.0159
C_D_C0700153 (Myotonus (finding)),M,0.9912,0.9683
C_D_C0700153 (Myotonus (finding)),N,0.0001,0.0159
C_D_C0700153 (Myotonus (finding)),P,0.0087,0.0159
C_D_C0700292 (Hypoxemia),M,0.9971,0.9524
C_D_C0700292 (Hypoxemia),N,0.0004,0.0159
C_D_C0700292 (Hypoxemia),P,0.0025,0.0317
C_D_C0700590 (Increased sweating),M,0.9712,0.9524
C_D_C0700590 (Increased sweating),N,0.0048,0.0159
C_D_C0700590 (Increased sweating),P,0.024,0.0317
C_D_C0728731 (Prematurity of fetus),M,0.9984,0.9524
C_D_C0728731 (Prematurity of fetus),N,0,0.0159
C_D_C0728731 (Prematurity of fetus),P,0.0015,0.0317
C_D_C0728899 (Intoxication),M,0.9862,0.9683
C_D_C0728899 (Intoxication),N,0.0006,0.0159
C_D_C0728899 (Intoxication),P,0.0132,0.0159
C_D_C0741302 (atypia morphology),M,0.9837,0.9206
C_D_C0741302 (atypia morphology),N,0.0006,0.0159
C_D_C0741302 (atypia morphology),P,0.0158,0.0635
C_D_C0743973 (FEVER HIGH (finding)),M,0.9981,0.9683
C_D_C0743973 (FEVER HIGH (finding)),N,0,0.0159
C_D_C0743973 (FEVER HIGH (finding)),P,0.0019,0.0159
C_D_C0744689 (heart size),M,0.9958,0.9365
C_D_C0744689 (heart size),N,0,0.0159
C_D_C0744689 (heart size),P,0.0042,0.0476
C_D_C0744961 (surgical history),M,0.7707,0.8095
C_D_C0744961 (surgical history),N,0.0007,0.0159
C_D_C0744961 (surgical history),P,0.2287,0.1746
C_D_C0746674 (Generalized muscle weakness),M,0.9854,0.873
C_D_C0746674 (Generalized muscle weakness),N,0.0003,0.0159
C_D_C0746674 (Generalized muscle weakness),P,0.0143,0.1111
C_D_C0746857 (Focal Neurologic Deficits),M,0.9602,0.9365
C_D_C0746857 (Focal Neurologic Deficits),N,0.0369,0.0476
C_D_C0746857 (Focal Neurologic Deficits),P,0.0029,0.0159
C_D_C0746961 (Oxygen saturation below reference range),M,0.9978,0.9524
C_D_C0746961 (Oxygen saturation below reference range),N,0.0002,0.0159
C_D_C0746961 (Oxygen saturation below reference range),P,0.002,0.0317
C_D_C0750280 (Visual changes),M,0.974,0.9524
C_D_C0750280 (Visual changes),N,0.0097,0.0159
C_D_C0750280 (Visual changes),P,0.0163,0.0317
C_D_C0751054 ('Consciousness  Level Altered'),M,0.9913,0.9683
C_D_C0751054 ('Consciousness  Level Altered'),N,0.0063,0.0159
C_D_C0751054 ('Consciousness  Level Altered'),P,0.0024,0.0159
C_D_C0805732 (Completion Status),M,0.9848,0.873
C_D_C0805732 (Completion Status),N,0.0002,0.0159
C_D_C0805732 (Completion Status),P,0.0151,0.1111
C_D_C0808334 (Tube number),M,0.9992,0.9683
C_D_C0808334 (Tube number),N,0,0.0159
C_D_C0808334 (Tube number),P,0.0008,0.0159
C_D_C0849970 (Feeling tired),M,0.9905,0.9524
C_D_C0849970 (Feeling tired),N,0.0001,0.0159
C_D_C0849970 (Feeling tired),P,0.0094,0.0317
C_D_C0850149 (Dry cough),M,0.9858,0.8254
C_D_C0850149 (Dry cough),N,0.0001,0.0159
C_D_C0850149 (Dry cough),P,0.0141,0.1587
C_D_C0851511 (family issues),M,0.9071,0.8571
C_D_C0851511 (family issues),N,0.0923,0.127
C_D_C0851511 (family issues),P,0.0005,0.0159
C_D_C0853697 (Neutrophil count decreased),M,0.9974,0.9365
C_D_C0853697 (Neutrophil count decreased),N,0.0006,0.0159
C_D_C0853697 (Neutrophil count decreased),P,0.0021,0.0476
C_D_C0859927 (Increased work of breathing),M,0.9952,0.8571
C_D_C0859927 (Increased work of breathing),N,0.0016,0.0317
C_D_C0859927 (Increased work of breathing),P,0.0032,0.1111
C_D_C0860864 (Decreased albumin),M,0.9988,0.9683
C_D_C0860864 (Decreased albumin),N,0,0.0159
C_D_C0860864 (Decreased albumin),P,0.0012,0.0159
C_D_C0860901 (Decreased total protein),M,0.9973,0.9365
C_D_C0860901 (Decreased total protein),N,0,0.0159
C_D_C0860901 (Decreased total protein),P,0.0026,0.0476
C_D_C0863146 (Yellow color on exam),M,0.9796,0.9524
C_D_C0863146 (Yellow color on exam),N,0.0001,0.0159
C_D_C0863146 (Yellow color on exam),P,0.0203,0.0317
C_D_C0871269 (Rhythm),M,0.1797,0.2857
C_D_C0871269 (Rhythm),N,0.0017,0.0159
C_D_C0871269 (Rhythm),P,0.8186,0.6984
C_D_C0948106 (Rupture of Membranes),M,0.847,0.8571
C_D_C0948106 (Rupture of Membranes),N,0.0017,0.0159
C_D_C0948106 (Rupture of Membranes),P,0.1513,0.127
C_D_C1112320 (temperature intolerance),M,0.9992,0.9524
C_D_C1112320 (temperature intolerance),N,0,0.0159
C_D_C1112320 (temperature intolerance),P,0.0008,0.0317
C_D_C1116171 (Vaccinated at),M,0.9988,0.9683
C_D_C1116171 (Vaccinated at),N,0,0.0159
C_D_C1116171 (Vaccinated at),P,0.0012,0.0159
C_D_C1260880 (Rhinorrhea),M,0.9017,0.7619
C_D_C1260880 (Rhinorrhea),N,0.0419,0.0635
C_D_C1260880 (Rhinorrhea),P,0.0565,0.1746
C_D_C1261031 (Platelet morphology - result),M,0.9928,0.9206
C_D_C1261031 (Platelet morphology - result),N,0,0.0159
C_D_C1261031 (Platelet morphology - result),P,0.0072,0.0635
C_D_C1261327 (Family history of asthma),M,0.9919,0.9683
C_D_C1261327 (Family history of asthma),N,0.0006,0.0159
C_D_C1261327 (Family history of asthma),P,0.0075,0.0159
C_D_C1273937 (Not significant),M,0.968,0.9365
C_D_C1273937 (Not significant),N,0,0.0159
C_D_C1273937 (Not significant),P,0.032,0.0476
C_D_C1277295 (Cough with fever),M,0.998,0.9524
C_D_C1277295 (Cough with fever),N,0.0005,0.0159
C_D_C1277295 (Cough with fever),P,0.0014,0.0317
C_D_C1279889 (Deterioration of status),M,0.8816,0.8254
C_D_C1279889 (Deterioration of status),N,0.0068,0.0159
C_D_C1279889 (Deterioration of status),P,0.1116,0.1587
C_D_C1299487 (Patient name),M,0.9531,0.9524
C_D_C1299487 (Patient name),N,0,0.0159
C_D_C1299487 (Patient name),P,0.0468,0.0317
C_D_C1304698 (Liquid (finding)),M,0.9853,0.9524
C_D_C1304698 (Liquid (finding)),N,0.0002,0.0159
C_D_C1304698 (Liquid (finding)),P,0.0145,0.0317
C_D_C1314687 (Sexual intercourse - finding),M,0.0733,0.0952
C_D_C1314687 (Sexual intercourse - finding),N,0.0067,0.0159
C_D_C1314687 (Sexual intercourse - finding),P,0.92,0.8889
C_D_C1320474 (Nuchal Rigidity),M,0.9923,0.9524
C_D_C1320474 (Nuchal Rigidity),N,0.0067,0.0317
C_D_C1320474 (Nuchal Rigidity),P,0.001,0.0159
C_D_C1321013 (Hydration status),M,0.9726,0.8889
C_D_C1321013 (Hydration status),N,0.0003,0.0159
C_D_C1321013 (Hydration status),P,0.0272,0.0952
C_D_C1330956 (Base excess result),M,0.9934,0.873
C_D_C1330956 (Base excess result),N,0,0.0159
C_D_C1330956 (Base excess result),P,0.0066,0.1111
C_D_C1363945 (Therapy Object (animal model)),M,0.867,0.7778
C_D_C1363945 (Therapy Object (animal model)),N,0.0007,0.0159
C_D_C1363945 (Therapy Object (animal model)),P,0.1323,0.2063
C_D_C1444775 (Sharp sensation quality),M,0.9525,0.9683
C_D_C1444775 (Sharp sensation quality),N,0.0008,0.0159
C_D_C1444775 (Sharp sensation quality),P,0.0467,0.0159
C_D_C1446409 (Positive),M,0.8254,0.8571
C_D_C1446409 (Positive),N,0.0625,0.0476
C_D_C1446409 (Positive),P,0.1122,0.0952
C_D_C1446787 (Cramping sensation quality),M,0.9834,0.9683
C_D_C1446787 (Cramping sensation quality),N,0.0005,0.0159
C_D_C1446787 (Cramping sensation quality),P,0.0161,0.0159
C_D_C1455844 (Hearing examination finding),M,0.9801,0.9365
C_D_C1455844 (Hearing examination finding),N,0.0007,0.0159
C_D_C1455844 (Hearing examination finding),P,0.0192,0.0476
C_D_C1457868 (Worse),M,0.8644,0.8254
C_D_C1457868 (Worse),N,0.0068,0.0159
C_D_C1457868 (Worse),P,0.1288,0.1587
C_D_C1457887 (Symptoms),M,0.4592,0.4286
C_D_C1457887 (Symptoms),N,0.0592,0.0476
C_D_C1457887 (Symptoms),P,0.4816,0.5238
C_D_C1504561 (Hypophagia),M,0.9965,0.9365
C_D_C1504561 (Hypophagia),N,0,0.0159
C_D_C1504561 (Hypophagia),P,0.0035,0.0476
C_D_C1509143 (Physical assessment findings),M,0.8391,0.7937
C_D_C1509143 (Physical assessment findings),N,0.0106,0.0159
C_D_C1509143 (Physical assessment findings),P,0.1503,0.1905
C_D_C1513302 (Mild Adverse Event),M,0.6884,0.4921
C_D_C1513302 (Mild Adverse Event),N,0.0019,0.0159
C_D_C1513302 (Mild Adverse Event),P,0.3097,0.4921
C_D_C1513916 (Negative Finding),M,0.1518,0.3492
C_D_C1513916 (Negative Finding),N,0.007,0.0159
C_D_C1513916 (Negative Finding),P,0.8412,0.6349
C_D_C1514241 (Positive Finding),M,0.8586,0.8571
C_D_C1514241 (Positive Finding),N,0.0618,0.0476
C_D_C1514241 (Positive Finding),P,0.0796,0.0952
C_D_C1519353 (Skin Papule),M,0.9937,0.9683
C_D_C1519353 (Skin Papule),N,0.0001,0.0159
C_D_C1519353 (Skin Papule),P,0.0063,0.0159
C_D_C1519885 (Vaccinated (qualifier)),M,0.9988,0.9683
C_D_C1519885 (Vaccinated (qualifier)),N,0,0.0159
C_D_C1519885 (Vaccinated (qualifier)),P,0.0012,0.0159
C_D_C1546419 (Ambulatory Status - Oxygen therapy),M,0.9141,0.8095
C_D_C1546419 (Ambulatory Status - Oxygen therapy),N,0,0.0159
C_D_C1546419 (Ambulatory Status - Oxygen therapy),P,0.0859,0.1746
C_D_C1548428 (Referral type - Psychiatric),M,0.5058,0.5238
C_D_C1548428 (Referral type - Psychiatric),N,0.0012,0.0159
C_D_C1548428 (Referral type - Psychiatric),P,0.493,0.4603
C_D_C1550457 (Normal Observation Interpretation),M,0.151,0.127
C_D_C1550457 (Normal Observation Interpretation),N,0.012,0.0635
C_D_C1550457 (Normal Observation Interpretation),P,0.837,0.8095
C_D_C1551394 (normal Device Alert Level),M,0.151,0.127
C_D_C1551394 (normal Device Alert Level),N,0.012,0.0635
C_D_C1551394 (normal Device Alert Level),P,0.837,0.8095
C_D_C1551395 (Device Alert Level - Serious),M,0.981,0.9683
C_D_C1551395 (Device Alert Level - Serious),N,0.0022,0.0159
C_D_C1551395 (Device Alert Level - Serious),P,0.0168,0.0159
C_D_C1551396 (DeviceAlertLevel - Critical),M,0.9908,0.8413
C_D_C1551396 (DeviceAlertLevel - Critical),N,0.0003,0.0159
C_D_C1551396 (DeviceAlertLevel - Critical),P,0.009,0.1429
C_D_C1552745 (Equipment Alert Level - Serious),M,0.981,0.9683
C_D_C1552745 (Equipment Alert Level - Serious),N,0.0022,0.0159
C_D_C1552745 (Equipment Alert Level - Serious),P,0.0168,0.0159
C_D_C1555319 (discharge diagnosis),M,0.9719,0.9683
C_D_C1555319 (discharge diagnosis),N,0.0002,0.0159
C_D_C1555319 (discharge diagnosis),P,0.0279,0.0159
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),M,0.824,0.8095
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),N,0.0076,0.0159
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),P,0.1684,0.1746
C_D_C1557397 (Adverse Event Associated with Pain),M,0.4725,0.8254
C_D_C1557397 (Adverse Event Associated with Pain),N,0.1152,0.0635
C_D_C1557397 (Adverse Event Associated with Pain),P,0.4123,0.1111
C_D_C1559138 ('Pruritus  CTCAE'),M,0.9737,0.9365
C_D_C1559138 ('Pruritus  CTCAE'),N,0.0112,0.0476
C_D_C1559138 ('Pruritus  CTCAE'),P,0.0151,0.0159
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),M,0.2082,0.2063
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),N,0.0007,0.0159
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),P,0.7911,0.7778
C_D_C1560435 ('Gastritis  CTCAE'),M,0.9749,0.9524
C_D_C1560435 ('Gastritis  CTCAE'),N,0.0004,0.0159
C_D_C1560435 ('Gastritis  CTCAE'),P,0.0247,0.0317
C_D_C1561534 ('Lipase  CTCAE'),M,0.9279,0.873
C_D_C1561534 ('Lipase  CTCAE'),N,0.0004,0.0159
C_D_C1561534 ('Lipase  CTCAE'),P,0.0717,0.1111
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),M,0.9854,0.9048
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),N,0,0.0159
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),P,0.0146,0.0794
C_D_C1578513 (Query Status Code - new),M,0.7728,0.6349
C_D_C1578513 (Query Status Code - new),N,0.0746,0.1429
C_D_C1578513 (Query Status Code - new),P,0.1526,0.2222
C_D_C1642390 (Pupil equal round and reacting to light),M,0.8648,0.8095
C_D_C1642390 (Pupil equal round and reacting to light),N,0,0.0159
C_D_C1642390 (Pupil equal round and reacting to light),P,0.1352,0.1746
C_D_C1659989 (Respiratory problem),M,0.9978,0.9683
C_D_C1659989 (Respiratory problem),N,0.0001,0.0159
C_D_C1659989 (Respiratory problem),P,0.0021,0.0159
C_D_C1704258 (Abnormality),M,0.939,0.9206
C_D_C1704258 (Abnormality),N,0.0036,0.0159
C_D_C1704258 (Abnormality),P,0.0574,0.0635
C_D_C1704632 (Disease Response),M,0.8752,0.8413
C_D_C1704632 (Disease Response),N,0.0022,0.0159
C_D_C1704632 (Disease Response),P,0.1225,0.1429
C_D_C1706353 (Crack),M,0.908,0.873
C_D_C1706353 (Crack),N,0.0004,0.0159
C_D_C1706353 (Crack),P,0.0916,0.1111
C_D_C1709157 (Negative Surgical Margin),M,0.1801,0.5556
C_D_C1709157 (Negative Surgical Margin),N,0.0195,0.0159
C_D_C1709157 (Negative Surgical Margin),P,0.8004,0.4286
C_D_C1761613 (Conjunctival hyperemia),M,0.9655,0.9683
C_D_C1761613 (Conjunctival hyperemia),N,0.0272,0.0159
C_D_C1761613 (Conjunctival hyperemia),P,0.0073,0.0159
C_D_C1846718 (CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS),M,0.9746,0.7937
C_D_C1846718 (CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS),N,0,0.0159
C_D_C1846718 (CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS),P,0.0254,0.1905
C_D_C1858120 (Generalized hypotonia),M,0.9992,0.9524
C_D_C1858120 (Generalized hypotonia),N,0,0.0159
C_D_C1858120 (Generalized hypotonia),P,0.0008,0.0317
C_D_C1858724 (CARONTE),M,0.9703,0.9683
C_D_C1858724 (CARONTE),N,0.0021,0.0159
C_D_C1858724 (CARONTE),P,0.0276,0.0159
C_D_C1866503 (ACUTE INSULIN RESPONSE),M,0.7086,0.7302
C_D_C1866503 (ACUTE INSULIN RESPONSE),N,0.0049,0.0159
C_D_C1866503 (ACUTE INSULIN RESPONSE),P,0.2865,0.254
C_D_C1873497 (Normal assessment finding),M,0.151,0.127
C_D_C1873497 (Normal assessment finding),N,0.012,0.0635
C_D_C1873497 (Normal assessment finding),P,0.837,0.8095
C_D_C1880851 (Fracture of Medical Device Material),M,0.8656,0.9683
C_D_C1880851 (Fracture of Medical Device Material),N,0.0391,0.0159
C_D_C1880851 (Fracture of Medical Device Material),P,0.0953,0.0159
C_D_C1881674 (Medical Device Emits Smoke),M,0.6658,0.6984
C_D_C1881674 (Medical Device Emits Smoke),N,0.029,0.0317
C_D_C1881674 (Medical Device Emits Smoke),P,0.3052,0.2698
C_D_C1881706 (Medical Device Material Crack),M,0.9084,0.873
C_D_C1881706 (Medical Device Material Crack),N,0.0004,0.0159
C_D_C1881706 (Medical Device Material Crack),P,0.0912,0.1111
C_D_C1882136 (Obstruction within Medical Device),M,0.98,0.9683
C_D_C1882136 (Obstruction within Medical Device),N,0.0041,0.0159
C_D_C1882136 (Obstruction within Medical Device),P,0.016,0.0159
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),M,0.4725,0.8254
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),N,0.1152,0.0635
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),P,0.4123,0.1111
C_D_C1959629 ('Seizure  CTCAE 3.0'),M,0.9467,0.9524
C_D_C1959629 ('Seizure  CTCAE 3.0'),N,0.0141,0.0159
C_D_C1959629 ('Seizure  CTCAE 3.0'),P,0.0392,0.0317
C_D_C1959630 ('Eye Pain  CTCAE 3.0'),M,0.953,0.873
C_D_C1959630 ('Eye Pain  CTCAE 3.0'),N,0.0089,0.0476
C_D_C1959630 ('Eye Pain  CTCAE 3.0'),P,0.0381,0.0794
C_D_C1961028 (Oriented to place),M,0.6312,0.6349
C_D_C1961028 (Oriented to place),N,0.0008,0.0317
C_D_C1961028 (Oriented to place),P,0.3681,0.3333
C_D_C1961131 ('Cough  CTCAE'),M,0.696,0.2857
