Feature (description),Attribute,M,T
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),P,0.165,0.2991
C_D_C1557397 (Adverse Event Associated with Pain),M,0.4713,0.7465
C_D_C1557397 (Adverse Event Associated with Pain),N,0.1083,0.0452
C_D_C1557397 (Adverse Event Associated with Pain),P,0.4204,0.2083
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),M,0.3075,0.205
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),N,0.0004,0.0015
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),P,0.6921,0.7936
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),M,0.9844,0.9403
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),N,0,0.0004
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),P,0.0156,0.0593
C_D_C1642390 (Pupil equal round and reacting to light),M,0.7936,0.8688
C_D_C1642390 (Pupil equal round and reacting to light),N,0.0006,0.0004
C_D_C1642390 (Pupil equal round and reacting to light),P,0.2058,0.1308
C_D_C1659989 (Respiratory problem),M,0.9991,0.9893
C_D_C1659989 (Respiratory problem),N,0.0001,0.0004
C_D_C1659989 (Respiratory problem),P,0.0008,0.0104
C_D_C1704632 (Disease Response),M,0.898,0.7995
C_D_C1704632 (Disease Response),N,0.0016,0.0022
C_D_C1704632 (Disease Response),P,0.1004,0.1983
C_D_C1706277 (None Device),M,0.233,0.1234
C_D_C1706277 (None Device),N,0.0008,0.0019
C_D_C1706277 (None Device),P,0.7663,0.8747
C_D_C1709157 (Negative Surgical Margin),M,0.1816,0.222
C_D_C1709157 (Negative Surgical Margin),N,0.0186,0.0145
C_D_C1709157 (Negative Surgical Margin),P,0.7998,0.7635
C_D_C1866503 (ACUTE INSULIN RESPONSE),M,0.7399,0.7913
C_D_C1866503 (ACUTE INSULIN RESPONSE),N,0.0043,0.0019
C_D_C1866503 (ACUTE INSULIN RESPONSE),P,0.2558,0.2068
C_D_C1873497 (Normal assessment finding),M,0.2051,0.1338
C_D_C1873497 (Normal assessment finding),N,0.0115,0.01
C_D_C1873497 (Normal assessment finding),P,0.7834,0.8562
C_D_C1880851 (Fracture of Medical Device Material),M,0.872,0.9852
C_D_C1880851 (Fracture of Medical Device Material),N,0.0391,0.0033
C_D_C1880851 (Fracture of Medical Device Material),P,0.0889,0.0115
C_D_C1881674 (Medical Device Emits Smoke),M,0.7526,0.7595
C_D_C1881674 (Medical Device Emits Smoke),N,0.0272,0.0426
C_D_C1881674 (Medical Device Emits Smoke),P,0.2202,0.1979
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),M,0.4713,0.7465
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),N,0.1083,0.0452
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),P,0.4204,0.2083
C_D_C1961028 (Oriented to place),M,0.6993,0.7443
C_D_C1961028 (Oriented to place),N,0.0014,0.0007
C_D_C1961028 (Oriented to place),P,0.2993,0.255
C_D_C1961131 ('Cough  CTCAE'),M,0.7533,0.2928
C_D_C1961131 ('Cough  CTCAE'),N,0.1113,0.0486
C_D_C1961131 ('Cough  CTCAE'),P,0.1354,0.6586
C_D_C1963065 ('Apnea  CTCAE'),M,0.9853,0.9741
C_D_C1963065 ('Apnea  CTCAE'),N,0.0017,0.0085
C_D_C1963065 ('Apnea  CTCAE'),P,0.0129,0.0174
C_D_C1963071 ('Back Pain  CTCAE 3.0'),M,0.843,0.8914
C_D_C1963071 ('Back Pain  CTCAE 3.0'),N,0.0261,0.0185
C_D_C1963071 ('Back Pain  CTCAE 3.0'),P,0.1309,0.0901
C_D_C1963076 ('Platelets  CTCAE'),M,0.8374,0.7172
C_D_C1963076 ('Platelets  CTCAE'),N,0.0001,0.0004
C_D_C1963076 ('Platelets  CTCAE'),P,0.1625,0.2824
C_D_C1963090 ('Dehydration  CTCAE'),M,0.9576,0.8532
C_D_C1963090 ('Dehydration  CTCAE'),N,0.0013,0.007
C_D_C1963090 ('Dehydration  CTCAE'),P,0.0411,0.1397
C_D_C1963091 ('Diarrhea  CTCAE'),M,0.7482,0.533
C_D_C1963091 ('Diarrhea  CTCAE'),N,0.0663,0.1271
C_D_C1963091 ('Diarrhea  CTCAE'),P,0.1855,0.3399
C_D_C1963100 ('Dyspnea  CTCAE'),M,0.9702,0.9451
C_D_C1963100 ('Dyspnea  CTCAE'),N,0.0035,0.0048
C_D_C1963100 ('Dyspnea  CTCAE'),P,0.0263,0.05
C_D_C1963113 ('Fracture  CTCAE'),M,0.872,0.9852
C_D_C1963113 ('Fracture  CTCAE'),N,0.0391,0.0033
C_D_C1963113 ('Fracture  CTCAE'),P,0.0889,0.0115
C_D_C1963138 ('Hypertension  CTCAE'),M,0.7979,0.8302
C_D_C1963138 ('Hypertension  CTCAE'),N,0.0055,0.0019
C_D_C1963138 ('Hypertension  CTCAE'),P,0.1966,0.1679
C_D_C1963140 ('Hypoxia  CTCAE'),M,0.9901,0.954
C_D_C1963140 ('Hypoxia  CTCAE'),N,0.0027,0.0074
C_D_C1963140 ('Hypoxia  CTCAE'),P,0.0072,0.0385
C_D_C1963177 ('Muscle Pain  CTCAE 3'),M,0.9853,0.9385
C_D_C1963177 ('Muscle Pain  CTCAE 3'),N,0.0066,0.0048
C_D_C1963177 ('Muscle Pain  CTCAE 3'),P,0.0081,0.0567
C_D_C1963179 ('Nausea  CTCAE 3.0'),M,0.6618,0.6512
C_D_C1963179 ('Nausea  CTCAE 3.0'),N,0.1144,0.0841
C_D_C1963179 ('Nausea  CTCAE 3.0'),P,0.2238,0.2646
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),M,0.9822,0.9348
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),N,0.0001,0.0004
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),P,0.0177,0.0649
C_D_C1963281 ('Vomiting  CTCAE'),M,0.7661,0.6297
C_D_C1963281 ('Vomiting  CTCAE'),N,0.1211,0.1549
C_D_C1963281 ('Vomiting  CTCAE'),P,0.1128,0.2153
C_D_C1998827 (Respiratory Status),M,0.9967,0.9848
C_D_C1998827 (Respiratory Status),N,0,0.0004
C_D_C1998827 (Respiratory Status),P,0.0032,0.0148
C_D_C1999266 ('Depression  CTCAE'),M,0.9179,0.9544
C_D_C1999266 ('Depression  CTCAE'),N,0.0053,0.003
C_D_C1999266 ('Depression  CTCAE'),P,0.0768,0.0426
C_D_C2004062 (History of previous events),M,0.6213,0.5085
C_D_C2004062 (History of previous events),N,0.0281,0.0256
C_D_C2004062 (History of previous events),P,0.3506,0.4659
C_D_C2010848 (jaundice),M,0.9337,0.894
C_D_C2010848 (jaundice),N,0.0535,0.0971
C_D_C2010848 (jaundice),P,0.0128,0.0089
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),M,0.9822,0.9348
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),N,0.0001,0.0004
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),P,0.0177,0.0649
C_D_C2364135 (Discomfort),M,0.9091,0.9563
C_D_C2364135 (Discomfort),N,0.0045,0.0015
C_D_C2364135 (Discomfort),P,0.0864,0.0423
C_D_C2826600 (Tissue Congestion),M,0.9623,0.8306
C_D_C2826600 (Tissue Congestion),N,0.0023,0.0041
C_D_C2826600 (Tissue Congestion),P,0.0354,0.1653
C_D_C2926602 ('Discharge  body substance'),M,0.4436,0.4407
C_D_C2926602 ('Discharge  body substance'),N,0.1282,0.215
C_D_C2926602 ('Discharge  body substance'),P,0.4282,0.3443
C_D_C2957312 (Head bobbing),M,0.9998,0.9967
C_D_C2957312 (Head bobbing),N,0,0.0004
C_D_C2957312 (Head bobbing),P,0.0002,0.003
C_D_C3160712 ('Palpitations  CTCAE'),M,0.9057,0.9318
C_D_C3160712 ('Palpitations  CTCAE'),N,0.0355,0.0322
C_D_C3160712 ('Palpitations  CTCAE'),P,0.0588,0.036
C_D_C3539909 (Allergic disposition),M,0.921,0.8766
C_D_C3539909 (Allergic disposition),N,0.0095,0.0067
C_D_C3539909 (Allergic disposition),P,0.0695,0.1168
C_D_C3714552 (Weakness),M,0.7966,0.7924
C_D_C3714552 (Weakness),N,0.0373,0.0204
C_D_C3714552 (Weakness),P,0.166,0.1872
C_D_C3812660 (Skin Bruise),M,0.9534,0.9952
C_D_C3812660 (Skin Bruise),N,0.0119,0.0011
C_D_C3812660 (Skin Bruise),P,0.0348,0.0037
C_D_C3814420 (Full Term Birth),M,0.9821,0.9537
C_D_C3814420 (Full Term Birth),N,0,0.0004
C_D_C3814420 (Full Term Birth),P,0.0179,0.046
C_D_C3827868 (Tachycardia by ECG Finding),M,0.9553,0.8454
C_D_C3827868 (Tachycardia by ECG Finding),N,0.0074,0.0104
C_D_C3827868 (Tachycardia by ECG Finding),P,0.0373,0.1442
C_D_C3829431 (Karnofsky Performance Status 100),M,0.7404,0.6983
C_D_C3829431 (Karnofsky Performance Status 100),N,0.001,0.0019
C_D_C3829431 (Karnofsky Performance Status 100),P,0.2586,0.2999
C_D_C3835651 (Resident - answer to question),M,0.5593,0.5096
C_D_C3835651 (Resident - answer to question),N,0.0029,0.0022
C_D_C3835651 (Resident - answer to question),P,0.4378,0.4881
C_D_C3842982 (Numbness or tingling),M,0.961,0.993
C_D_C3842982 (Numbness or tingling),N,0.0179,0.0037
C_D_C3842982 (Numbness or tingling),P,0.0211,0.0033
C_D_C4018905 (Too early),M,0.9932,0.9837
C_D_C4018905 (Too early),N,0.0002,0.0011
C_D_C4018905 (Too early),P,0.0065,0.0152
C_D_C4049863 (Radiologic Impression),M,0.247,0.1605
C_D_C4049863 (Radiologic Impression),N,0.0022,0.003
C_D_C4049863 (Radiologic Impression),P,0.7508,0.8365
C_D_C4050154 (No Hand Mobility),M,0.233,0.1234
C_D_C4050154 (No Hand Mobility),N,0.0008,0.0019
C_D_C4050154 (No Hand Mobility),P,0.7663,0.8747
C_D_C4050155 (No Support Needed),M,0.233,0.1234
C_D_C4050155 (No Support Needed),N,0.0008,0.0019
C_D_C4050155 (No Support Needed),P,0.7663,0.8747
C_D_C4054315 (Organomegaly),M,0.7528,0.6286
C_D_C4054315 (Organomegaly),N,0.24,0.3655
C_D_C4054315 (Organomegaly),P,0.0072,0.0059
C_D_C4068744 (Reactive to light),M,0.7868,0.8065
C_D_C4068744 (Reactive to light),N,0.0002,0.0007
C_D_C4068744 (Reactive to light),P,0.213,0.1927
C_D_C4084859 (Peribronchial Cuffing),M,0.9995,0.9911
C_D_C4084859 (Peribronchial Cuffing),N,0,0.0004
C_D_C4084859 (Peribronchial Cuffing),P,0.0005,0.0085
C_D_C4282165 (Swollen Lymph Node),M,0.602,0.5345
C_D_C4282165 (Swollen Lymph Node),N,0.3326,0.4251
C_D_C4282165 (Swollen Lymph Node),P,0.0654,0.0404
C_D_C4283785 (Complete Pharyngeal Contraction),M,0.9511,0.9277
C_D_C4283785 (Complete Pharyngeal Contraction),N,0.0024,0.0019
C_D_C4283785 (Complete Pharyngeal Contraction),P,0.0465,0.0704
C_D_C4283904 (Laboratory observation),M,0.867,0.7698
C_D_C4283904 (Laboratory observation),N,0.0051,0.003
C_D_C4283904 (Laboratory observation),P,0.1279,0.2272
C_D_C4318482 (Crutches Usually Used),M,0.9801,0.9989
C_D_C4318482 (Crutches Usually Used),N,0.0005,0.0004
C_D_C4318482 (Crutches Usually Used),P,0.0194,0.0007
C_D_C4321237 (High Level),M,0.9392,0.8425
C_D_C4321237 (High Level),N,0.0018,0.0044
C_D_C4321237 (High Level),P,0.059,0.1531
C_D_C4321351 (Low Level),M,0.9033,0.8491
C_D_C4321351 (Low Level),N,0.0082,0.0085
C_D_C4321351 (Low Level),P,0.0885,0.1423
C_D_C4520890 (Nasal (intended site)),M,0.9805,0.9589
C_D_C4520890 (Nasal (intended site)),N,0.0021,0.0026
C_D_C4520890 (Nasal (intended site)),P,0.0174,0.0385
C_D_C4521903 (Rectal (intended site)),M,0.928,0.8655
C_D_C4521903 (Rectal (intended site)),N,0.0013,0.0004
C_D_C4521903 (Rectal (intended site)),P,0.0707,0.1342
C_D_C4522216 (Influenza B (result)),M,1,0.954
C_D_C4522216 (Influenza B (result)),N,0,0.0115
C_D_C4522216 (Influenza B (result)),P,0,0.0345
C_D_C4534306 (Supplemental oxygen),M,0.9929,0.9844
C_D_C4534306 (Supplemental oxygen),N,0.0014,0.0022
C_D_C4534306 (Supplemental oxygen),P,0.0056,0.0133
C_D_C4534363 (At home),M,0.7768,0.6312
C_D_C4534363 (At home),N,0.0049,0.0063
C_D_C4534363 (At home),P,0.2183,0.3625
C_D_C4552646 ('Myalgia  CTCAE 5'),M,0.9974,0.9681
C_D_C4552646 ('Myalgia  CTCAE 5'),N,0.0011,0.0015
C_D_C4552646 ('Myalgia  CTCAE 5'),P,0.0015,0.0304
C_D_C4552662 ('Rhinorrhea  CTCAE'),M,0.9673,0.8521
C_D_C4552662 ('Rhinorrhea  CTCAE'),N,0.0055,0.0096
C_D_C4552662 ('Rhinorrhea  CTCAE'),P,0.0272,0.1383
C_D_C4552740 ('Fever  CTCAE'),M,0.6164,0.2532
C_D_C4552740 ('Fever  CTCAE'),N,0.2359,0.1067
C_D_C4552740 ('Fever  CTCAE'),P,0.1476,0.6401
C_D_C4552746 ('Sore Throat  CTCAE'),M,0.8969,0.7024
C_D_C4552746 ('Sore Throat  CTCAE'),N,0.0506,0.0574
C_D_C4552746 ('Sore Throat  CTCAE'),P,0.0525,0.2402
C_D_C4552837 ('Sepsis  CTCAE'),M,0.9891,0.9715
C_D_C4552837 ('Sepsis  CTCAE'),N,0.001,0.0015
C_D_C4552837 ('Sepsis  CTCAE'),P,0.0099,0.0271
C_D_C4552844 ('Meningitis  CTCAE'),M,0.9775,0.9196
C_D_C4552844 ('Meningitis  CTCAE'),N,0.0016,0.003
C_D_C4552844 ('Meningitis  CTCAE'),P,0.0209,0.0775
C_D_C4552901 ('Bronchospasm  CTCAE'),M,0.9954,0.9729
C_D_C4552901 ('Bronchospasm  CTCAE'),N,0.0003,0.0015
C_D_C4552901 ('Bronchospasm  CTCAE'),P,0.0044,0.0256
C_D_C4552938 ('Productive Cough  CTCAE'),M,0.9826,0.9348
C_D_C4552938 ('Productive Cough  CTCAE'),N,0.0019,0.0044
C_D_C4552938 ('Productive Cough  CTCAE'),P,0.0156,0.0608
C_D_C4552989 ('Malaise  CTCAE'),M,0.9893,0.9188
C_D_C4552989 ('Malaise  CTCAE'),N,0.0021,0.003
C_D_C4552989 ('Malaise  CTCAE'),P,0.0086,0.0782
C_D_C4553004 ('Pain  CTCAE'),M,0.4713,0.7465
C_D_C4553004 ('Pain  CTCAE'),N,0.1083,0.0452
C_D_C4553004 ('Pain  CTCAE'),P,0.4204,0.2083
C_D_C4553185 ('Chills  CTCAE'),M,0.6507,0.6868
C_D_C4553185 ('Chills  CTCAE'),N,0.0673,0.0248
C_D_C4553185 ('Chills  CTCAE'),P,0.282,0.2884
C_D_C4553197 ('Headache  CTCAE'),M,0.7566,0.6838
C_D_C4553197 ('Headache  CTCAE'),N,0.1118,0.1012
C_D_C4553197 ('Headache  CTCAE'),P,0.1316,0.215
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),M,0.9822,0.9348
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),N,0.0001,0.0004
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),P,0.0177,0.0649
C_D_C4553726 ('Fall  CTCAE'),M,0.9242,0.9778
C_D_C4553726 ('Fall  CTCAE'),N,0.0061,0.0015
C_D_C4553726 ('Fall  CTCAE'),P,0.0697,0.0208
C_D_C4553767 ('Nausea  CTCAE 5.0'),M,0.6618,0.6512
C_D_C4553767 ('Nausea  CTCAE 5.0'),N,0.1144,0.0841
C_D_C4553767 ('Nausea  CTCAE 5.0'),P,0.2238,0.2646
C_D_C4553925 ('Wheezing  CTCAE'),M,0.9272,0.8132
C_D_C4553925 ('Wheezing  CTCAE'),N,0.0442,0.0797
C_D_C4553925 ('Wheezing  CTCAE'),P,0.0287,0.1071
C_D_C4553945 ('Back Pain  CTCAE 5.0'),M,0.843,0.8914
C_D_C4553945 ('Back Pain  CTCAE 5.0'),N,0.0261,0.0185
C_D_C4553945 ('Back Pain  CTCAE 5.0'),P,0.1309,0.0901
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),M,0.9998,0.9696
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),N,0,0.0007
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),P,0.0002,0.0297
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),M,0.6511,0.642
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),N,0.129,0.1746
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),P,0.2199,0.1835
C_D_C4554464 (TM genotype),M,0.9912,0.9826
C_D_C4554464 (TM genotype),N,0,0.0004
C_D_C4554464 (TM genotype),P,0.0088,0.017
C_D_C4554631 ('Nasal Congestion  CTCAE'),M,0.9422,0.7758
C_D_C4554631 ('Nasal Congestion  CTCAE'),N,0.0265,0.0178
C_D_C4554631 ('Nasal Congestion  CTCAE'),P,0.0313,0.2064
C_D_C4554645 ('Fatigue  CTCAE 5.0'),M,0.9587,0.8803
C_D_C4554645 ('Fatigue  CTCAE 5.0'),N,0.0086,0.0052
C_D_C4554645 ('Fatigue  CTCAE 5.0'),P,0.0327,0.1145
C_D_C4684400 (Rous Sarcoma Virus Positive),M,1,0.9967
C_D_C4684400 (Rous Sarcoma Virus Positive),N,0,0.0004
C_D_C4684400 (Rous Sarcoma Virus Positive),P,0,0.003
C_D_C4698447 (Patient age),M,0.9281,0.864
C_D_C4698447 (Patient age),N,0.0001,0.0004
C_D_C4698447 (Patient age),P,0.0718,0.1357
C_D_C4722210 (Mild Hallucination),M,0.6977,0.6301
C_D_C4722210 (Mild Hallucination),N,0.0018,0.0011
C_D_C4722210 (Mild Hallucination),P,0.3005,0.3688
C_D_C4747995 (Nasal secretions),M,0.9996,0.9981
C_D_C4747995 (Nasal secretions),N,0,0.0004
C_D_C4747995 (Nasal secretions),P,0.0004,0.0015
C_D_C4761314 (Epidermal cGVHD Score 2),M,0.6958,0.6294
C_D_C4761314 (Epidermal cGVHD Score 2),N,0.0018,0.0011
C_D_C4761314 (Epidermal cGVHD Score 2),P,0.3024,0.3695
C_D_C4761390 (Round Nodule),M,0.7867,0.798
C_D_C4761390 (Round Nodule),N,0.0006,0.0019
C_D_C4761390 (Round Nodule),P,0.2128,0.2001
C_D_C4761489 (Epidermal cGVHD Score 0),M,0.1814,0.222
C_D_C4761489 (Epidermal cGVHD Score 0),N,0.0186,0.0145
C_D_C4761489 (Epidermal cGVHD Score 0),P,0.8,0.7635
C_D_C5200925 (Normal Gait),M,0.2031,0.1338
C_D_C5200925 (Normal Gait),N,0.0112,0.0096
C_D_C5200925 (Normal Gait),P,0.7858,0.8566
C_D_C5200928 (High (finding)),M,0.9394,0.8425
C_D_C5200928 (High (finding)),N,0.0017,0.0044
C_D_C5200928 (High (finding)),P,0.0588,0.1531
C_D_C5200984 (None (no infant feeding)),M,0.233,0.1234
C_D_C5200984 (None (no infant feeding)),N,0.0008,0.0019
C_D_C5200984 (None (no infant feeding)),P,0.7663,0.8747
C_D_C5202633 (Normal Immune Presence),M,0.2051,0.1338
C_D_C5202633 (Normal Immune Presence),N,0.0115,0.01
C_D_C5202633 (Normal Immune Presence),P,0.7834,0.8562
C_D_C5202819 (No Effort),M,0.233,0.1234
C_D_C5202819 (No Effort),N,0.0008,0.0019
C_D_C5202819 (No Effort),P,0.7663,0.8747
C_D_C5202936 (IPSS-R Risk Category High),M,0.9366,0.8236
C_D_C5202936 (IPSS-R Risk Category High),N,0.0021,0.0093
C_D_C5202936 (IPSS-R Risk Category High),P,0.0613,0.1672
C_D_C5203106 (IPSS-R Risk Category Low),M,0.896,0.8432
C_D_C5203106 (IPSS-R Risk Category Low),N,0.0085,0.0089
C_D_C5203106 (IPSS-R Risk Category Low),P,0.0954,0.1479
L_D_11277-1 (Epithelial cells.squamous),H,0.0007,0.0033
L_D_11277-1 (Epithelial cells.squamous),L,0,0.0004
L_D_11277-1 (Epithelial cells.squamous),M,0.9961,0.9785
L_D_11277-1 (Epithelial cells.squamous),N,0.0032,0.0178
L_D_14627-4 (Bicarbonate),H,0.0014,0.0122
L_D_14627-4 (Bicarbonate),L,0.0013,0.01
L_D_14627-4 (Bicarbonate),M,0.9954,0.9615
L_D_14627-4 (Bicarbonate),N,0.0019,0.0163
L_D_1742-6 (Alanine aminotransferase),H,0.0045,0.01
L_D_1742-6 (Alanine aminotransferase),L,0.0121,0.03
L_D_1742-6 (Alanine aminotransferase),M,0.9467,0.8481
L_D_1742-6 (Alanine aminotransferase),N,0.0367,0.1119
L_D_1751-7 (Albumin),H,0.0003,0.0004
L_D_1751-7 (Albumin),L,0.0136,0.053
L_D_1751-7 (Albumin),M,0.9486,0.8485
L_D_1751-7 (Albumin),N,0.0376,0.0982
L_D_17861-6 (Calcium),H,0.0005,0.0015
L_D_17861-6 (Calcium),L,0.0096,0.0508
L_D_17861-6 (Calcium),M,0.9238,0.7455
L_D_17861-6 (Calcium),N,0.066,0.2023
L_D_19123-9 (Magnesium),H,0.001,0.0041
L_D_19123-9 (Magnesium),L,0.0025,0.0078
L_D_19123-9 (Magnesium),M,0.9728,0.884
L_D_19123-9 (Magnesium),N,0.0237,0.1041
L_D_1920-8 (Aspartate aminotransferase),H,0.0092,0.0274
L_D_1920-8 (Aspartate aminotransferase),L,0.0074,0.013
L_D_1920-8 (Aspartate aminotransferase),M,0.9477,0.8462
L_D_1920-8 (Aspartate aminotransferase),N,0.0357,0.1134
L_D_19218-7 (Oxygen content),H,0,0.0004
L_D_19218-7 (Oxygen content),L,0.0004,0.0019
L_D_19218-7 (Oxygen content),M,0.9994,0.9922
L_D_19218-7 (Oxygen content),N,0.0002,0.0056
L_D_19220-3 (Oxygen content),H,0,0.0007
L_D_19220-3 (Oxygen content),L,0,0.0007
L_D_19220-3 (Oxygen content),M,0.9999,0.9952
L_D_19220-3 (Oxygen content),N,0,0.0033
L_D_1925-7 (Base excess),H,0.0007,0.0067
L_D_1925-7 (Base excess),L,0,0.0004
L_D_1925-7 (Base excess),M,0.9986,0.987
L_D_1925-7 (Base excess),N,0.0007,0.0059
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),H,0.0012,0.0107
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),L,0.0001,0.0004
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),M,0.9978,0.9807
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),N,0.0009,0.0082
L_D_1927-3 (Base excess),H,0.0002,0.003
L_D_1927-3 (Base excess),L,0,0.0004
L_D_1927-3 (Base excess),M,0.9997,0.9944
L_D_1927-3 (Base excess),N,0.0001,0.0022
L_D_1960-4 (Bicarbonate),H,0.0003,0.0059
L_D_1960-4 (Bicarbonate),L,0.0006,0.0026
L_D_1960-4 (Bicarbonate),M,0.9986,0.9878
L_D_1960-4 (Bicarbonate),N,0.0005,0.0037
L_D_1963-8 (Bicarbonate),H,0.0016,0.0074
L_D_1963-8 (Bicarbonate),L,0.0049,0.0215
L_D_1963-8 (Bicarbonate),M,0.9078,0.7232
L_D_1963-8 (Bicarbonate),N,0.0856,0.2479
L_D_1975-2 (Bilirubin),H,0.0042,0.0096
L_D_1975-2 (Bilirubin),L,0.0013,0.0056
L_D_1975-2 (Bilirubin),M,0.9513,0.8577
L_D_1975-2 (Bilirubin),N,0.0431,0.1271
L_D_1988-5 (C reactive protein),H,0.0013,0.0141
L_D_1988-5 (C reactive protein),L,0.0004,0.003
L_D_1988-5 (C reactive protein),M,0.9975,0.9726
L_D_1988-5 (C reactive protein),N,0.0008,0.0104
L_D_1994-3 (Calcium.ionized),H,0.0003,0.0011
L_D_1994-3 (Calcium.ionized),L,0.0022,0.0115
L_D_1994-3 (Calcium.ionized),M,0.9915,0.9563
L_D_1994-3 (Calcium.ionized),N,0.006,0.0311
L_D_2019-8 (Carbon dioxide),H,0.0005,0.0059
L_D_2019-8 (Carbon dioxide),L,0.0004,0.0019
L_D_2019-8 (Carbon dioxide),M,0.998,0.9848
L_D_2019-8 (Carbon dioxide),N,0.0011,0.0074
L_D_2021-4 (Carbon dioxide),H,0.001,0.0089
L_D_2021-4 (Carbon dioxide),L,0.0022,0.0226
L_D_2021-4 (Carbon dioxide),M,0.9947,0.9529
L_D_2021-4 (Carbon dioxide),N,0.0021,0.0156
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),H,0.0016,0.0148
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),L,0,0.0004
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),M,0.9981,0.9796
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),N,0.0003,0.0052
L_D_20570-8 (Hematocrit),H,0,0.0004
L_D_20570-8 (Hematocrit),L,0.0014,0.0093
L_D_20570-8 (Hematocrit),M,0.9967,0.9767
L_D_20570-8 (Hematocrit),N,0.0018,0.0137
L_D_2075-0 (Chloride),H,0.0117,0.0296
L_D_2075-0 (Chloride),L,0.0042,0.0163
L_D_2075-0 (Chloride),M,0.9113,0.7258
L_D_2075-0 (Chloride),N,0.0728,0.2282
L_D_2157-6 (Creatine kinase),H,0.0013,0.0111
L_D_2157-6 (Creatine kinase),L,0.0002,0.0004
L_D_2157-6 (Creatine kinase),M,0.995,0.9733
L_D_2157-6 (Creatine kinase),N,0.0036,0.0152
L_D_2160-0 (Creatinine),H,0.0085,0.0289
L_D_2160-0 (Creatinine),L,0.0019,0.0119
L_D_2160-0 (Creatinine),M,0.9076,0.7225
L_D_2160-0 (Creatinine),N,0.082,0.2368
L_D_2339-0 (Glucose),H,0.016,0.0663
L_D_2339-0 (Glucose),L,0.0005,0.0011
L_D_2339-0 (Glucose),M,0.9687,0.8844
L_D_2339-0 (Glucose),N,0.0149,0.0482
L_D_2342-4 (Glucose),H,0.0001,0.0011
L_D_2342-4 (Glucose),L,0,0.0004
L_D_2342-4 (Glucose),M,0.9991,0.9904
L_D_2342-4 (Glucose),N,0.0008,0.0082
L_D_2345-7 (Glucose),H,0.04,0.1104
L_D_2345-7 (Glucose),L,0.001,0.0011
L_D_2345-7 (Glucose),M,0.9086,0.7225
L_D_2345-7 (Glucose),N,0.0503,0.166
L_D_2614-6 (Methemoglobin/Hemoglobin.total),H,0.0005,0.007
L_D_2614-6 (Methemoglobin/Hemoglobin.total),L,0,0.0004
L_D_2614-6 (Methemoglobin/Hemoglobin.total),M,0.9992,0.9911
L_D_2614-6 (Methemoglobin/Hemoglobin.total),N,0.0002,0.0015
L_D_26450-7 (Eosinophils/100 leukocytes),H,0.0014,0.0019
L_D_26450-7 (Eosinophils/100 leukocytes),L,0.0023,0.0167
L_D_26450-7 (Eosinophils/100 leukocytes),M,0.9759,0.9263
L_D_26450-7 (Eosinophils/100 leukocytes),N,0.0204,0.0552
L_D_26485-3 (Monocytes/100 leukocytes),H,0.0019,0.0156
L_D_26485-3 (Monocytes/100 leukocytes),L,0.001,0.0026
L_D_26485-3 (Monocytes/100 leukocytes),M,0.9738,0.9144
L_D_26485-3 (Monocytes/100 leukocytes),N,0.0233,0.0674
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),H,0.004,0.0182
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),L,0.0013,0.0033
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),M,0.9765,0.9252
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),N,0.0182,0.0534
L_D_2703-7 (Oxygen),H,0.0008,0.0044
